name,price,image,airflow,color,noise_level,pwm,rpm,size,rating
NZXT FS,,,89.5 CFM,Black / White,20 dB,No,800 RPM,193 mm,4.5
Phanteks F140TS,,,45.1 - 78.09 CFM,Blue,13.4 - 19 dB,No,750 - 1200 RPM,140 mm,0
Rosewill Hyperborea,,,89.55 CFM,Black,12.5 - 22.19 dB,Yes,600 - 1300 RPM,140 mm,4
Antec 761345-75092-9,,,38 CFM,Clear,27 dB,No,2200 RPM,92 mm,0
Antec 761345-75081-3,,,34 CFM,Clear,30 dB,No,2600 RPM,80 mm,4
Antec 761345-75020-2,,,34 CFM,Clear,30 dB,No,2600 RPM,80 mm,4
Antec Two Cool,,,21.3 - 42.6 CFM,Black,17 - 23.7 dB,No,600 - 1200 RPM,120 mm,4
Apevia CF12S-UBL,,https://cdna.pcpartpicker.com/static/forever/images/product/261d5cf1ed98a2fe0ff04a8d4b39f172.256p.jpg,63.85 CFM,Blue,29.67 dB,No,1700 RPM,120 mm,0
Apevia CF12SL-4C,,,63.85 CFM,Clear,29.67 dB,No,1700 RPM,120 mm,5
Apevia CF12SL-TRD,,https://cdna.pcpartpicker.com/static/forever/images/product/462b86bb0ab0517c6c66a6e867e820ca.256p.jpg,50.28 CFM,Black,21.1 dB,No,1500 RPM,120 mm,0
Apevia CF12SL-TGN,,,50.28 CFM,Black,21.1 dB,No,1500 RPM,120 mm,0
Apevia CF12SL-TBL,,https://cdna.pcpartpicker.com/static/forever/images/product/a272d6d68e757781fa8be9738476ef2d.256p.jpg,50.28 CFM,Black,21.1 dB,No,1500 RPM,120 mm,0
Apevia CF20SL-URD,,,125 CFM,Red,20 dB,No,800 RPM,200 mm,0
Apevia CF20SL-UGN,,,125 CFM,Green,20 dB,No,800 RPM,200 mm,2
Apevia CF4SL-URED,,,25.64 CFM,Red,22.05 dB,No,2000 RPM,80 mm,3.5
Apevia CF4SL-UGN,,,25.64 CFM,Green,22.05 dB,No,2000 RPM,80 mm,0
Apevia CF4SL-UBL-LED,,https://cdna.pcpartpicker.com/static/forever/images/product/370e9ac7ce01c75c619eaf8ed927bf1e.256p.jpg,25.64 CFM,Blue,22.05 dB,No,2000 RPM,80 mm,4
Apevia CF4SL-4C,,https://cdna.pcpartpicker.com/static/forever/images/product/3bf0fc6dd9dd20c78cb92303dc954139.256p.jpg,25.64 CFM,Clear,22.05 dB,No,2000 RPM,80 mm,0
Apevia 14S-BT,,,59.6 CFM,Green,29.4 dB,No,1200 RPM,140 mm,0
Apevia CF8SL-BGN,,https://cdna.pcpartpicker.com/static/forever/images/product/2486b6bac2de19abcc745ef464fe25fa.256p.jpg,17.21 CFM,Green,20 dB,No,1500 RPM,80 mm,0
Apevia CF8SL-BBL,,https://cdna.pcpartpicker.com/static/forever/images/product/7ccbab23f709c1fab6df4d9138780fe3.256p.jpg,17.21 CFM,Blue,20 dB,No,1500 RPM,80 mm,0
Masscool FDV12025L1L34,,,52.05 CFM,Red,25 dB,No,1500 RPM,120 mm,0
Masscool BLD-12025V1R,,,60 CFM,Red,23.5 dB,No,1500 RPM,120 mm,5
Xigmatek eXTREME OCTAGON,,https://cdna.pcpartpicker.com/static/forever/images/product/9039cb09924a408f3c6e5b1907d0dc25.256p.jpg,53.34 CFM,Black / Blue,14 dB,No,1400 RPM,120 mm,0
Apevia CF8S-UGN,,https://cdna.pcpartpicker.com/static/forever/images/product/42816f5b21c73a7e0e20211f68514923.256p.jpg,25.64 CFM,UV Green,22.05 dB,No,2000 RPM,80 mm,0
ARCTIC F12 Pro,,https://cdna.pcpartpicker.com/static/forever/images/product/fdc1831289c01cffd0cbd261a1121237.256p.jpg,57 CFM,White / Black,,No,1350 RPM,120 mm,4
ARCTIC F14,,,77.3 CFM,White / Black,,Yes,550 - 1350 RPM,140 mm,4.5
ARCTIC F12 CO,,https://cdna.pcpartpicker.com/static/forever/images/product/b0bfa66e27a80c039f7eabaacc6215e7.256p.jpg,74 CFM,Black,,Yes,600 - 1350 RPM,120 mm,4
ARCTIC F9 CO,,https://cdna.pcpartpicker.com/static/forever/images/product/6ada0eb109922d84d1e9e5c19f5d019e.256p.jpg,43 CFM,Black,,No,550 - 1800 RPM,92 mm,5
ARCTIC F8 CO,,https://cdna.pcpartpicker.com/static/forever/images/product/804b502269ae72edb2795efd24360e56.256p.jpg,31 CFM,Black,,Yes,850 - 2000 RPM,80 mm,5
Enermax Marathon,,https://cdna.pcpartpicker.com/static/forever/images/product/c76ea75b7e72bf19b81a03d847eaae5c.256p.jpg,44 CFM,Clear,17 dB,No,1000 RPM,120 mm,0
Enermax Magma,,,69.15 CFM,Red,18 dB,No,1500 RPM,120 mm,4
Enermax T.B. Vegas Trio,,,20.42 - 67.48 CFM,Translucent Black,14 dB,Yes,500 - 1600 RPM,120 mm,5
Enermax D.F. Vegas Duo,,,16.59 - 38.52 CFM,Clear,17 dB,No,900 - 2500 RPM,80 mm,4
Evercool EC-SSF-12,,https://cdna.pcpartpicker.com/static/forever/images/product/d8d0bc87268743f68df81a968de726ed.256p.jpg,,White,19 - 26 dB,No,800 - 1400 RPM,120 mm,0
Enermax T.B. Apollish,,https://cdna.pcpartpicker.com/static/forever/images/product/a2a11cb491f049369d08ee8b86f1502d.256p.jpg,116 - 210 CFM,Black / Blue,15 - 20 dB,No,600 - 1200 RPM,180 mm,5
Logisys CF120DCA,,https://cdna.pcpartpicker.com/static/forever/images/product/b10c00dc09f7d95558183f9aeaf61bcd.med.256p.jpg,57.91 CFM,Black,26.6 dB,No,1500 RPM,120 mm,0
Logisys CF120BL,,https://cdna.pcpartpicker.com/static/forever/images/product/e7bc79c2675b98365a97b54917a8c108.256p.jpg,69.15 CFM,Clear,39.29 dB,No,1800 - 2000 RPM,120 mm,2
Gelid Solutions Slim,12.46,,48.3 CFM,Blue,24.6 dB,No,1500 RPM,120 mm,5
Evercool F-EC1225A1HBT,,https://cdna.pcpartpicker.com/static/forever/images/product/d37abab3e4744ba916a411e799f7ae97.256p.jpg,88 CFM,Black,48 dB,No,2600 RPM,120 mm,0
Logisys CF140BL,,,52.15 CFM,Clear,19.5 dB,No,1100 RPM,140 mm,0
Logisys CF80GB,,,,Green,,No,1300 RPM,80 mm,0
Zalman F1 Plus,,https://cdna.pcpartpicker.com/static/forever/images/product/894d73c0b070d2811dd351a1a745f530.med.256p.jpg,,Black,20 - 23 dB,No,2000 RPM,80 mm,0
Masscool SL-FD14025,,,45.32 CFM,Clear,20 dB,No,1000 RPM,140 mm,0
Masscool FDVB12025L1L,,,52.05 CFM,Blue,25 dB,No,1500 RPM,120 mm,4
Masscool FD14025S1L3/4,,,57.12 CFM,Black,24.7 dB,No,1500 RPM,140 mm,0
Masscool BLD-14025S1L,,https://cdna.pcpartpicker.com/static/forever/images/product/c33d040fbf63f51ef8b7d3f1978b0832.256p.jpg,57.12 CFM,Clear,24.7 dB,No,1500 RPM,140 mm,0
Rosewill RFX-80BL,,,23.38 - 41.8 CFM,Clear,19.25 - 29 dB,No,1700 - 3000 RPM,80 mm,0
Rosewill RFX-80,,,38.08 CFM,Red,32.31 dB,No,1800 - 3000 RPM,80 mm,0
Rosewill RFX-120BL,,,43.5 - 87.5 CFM,Clear,23.5 - 38.15 dB,No,1200 - 2200 RPM,120 mm,4
Rosewill RFX-120,,,87.5 CFM,Red,38.15 dB,No,1200 - 2200 RPM,120 mm,3.5
StarTech FAN9225PWM,,,12.78 - 39.35 CFM,Black,10 - 25 dB,No,700 - 2200 RPM,92 mm,0
Thermaltake ISGC,,,24.4 CFM,White,18.2 dB,No,800 - 1600 RPM,80 mm,0
Thermaltake Mobile Fan,,,66.55 CFM,Orange,19 - 33.5 dB,No,250 - 1500 RPM,120 mm,0
Thermaltake Mobile Fan II,,https://cdna.pcpartpicker.com/static/forever/images/product/8d0d84a068b84ebd9d053318d4d4cee1.256p.jpg,47.28 CFM,Black,17 - 31 dB,No,1300 - 3000 RPM,80 mm,0
StarTech FANBOX,,https://cdna.pcpartpicker.com/static/forever/images/product/2ac967495649db1dc9f120365b7dedfa.256p.jpg,24.81 CFM,Black,23 dB,No,2000 RPM,80 mm,0
Aerocool X-Blaster,,,52.8 CFM,Translucent Black,45.6 dB,No,4000 RPM,80 mm,5
Antec 75003,,https://cdna.pcpartpicker.com/static/forever/images/product/55104504698d7942171433f93dc22fa5.256p.jpg,79 CFM,Clear,29.8 dB,No,2000 RPM,120 mm,0
Antec 75121,,,79 CFM,Clear,30 dB,No,2000 RPM,120 mm,3
Antec 75120,,https://cdna.pcpartpicker.com/static/forever/images/product/aec667bf291490ee0859b73ae69801ba.256p.jpg,79 CFM,Clear,30 dB,No,2000 RPM,120 mm,3
Antec 75093,,https://cdna.pcpartpicker.com/static/forever/images/product/02675b570acd9a2e0c7caf124ac0a603.256p.jpg,38 CFM,Clear,27 dB,No,2200 RPM,92 mm,0
Antec 75080,,https://cdna.pcpartpicker.com/static/forever/images/product/78273b1fc72a2767daa98caeb8ad42a4.256p.jpg,34 CFM,Clear,30 dB,No,2600 RPM,80 mm,4
Antec 75024,,https://cdna.pcpartpicker.com/static/forever/images/product/aec667bf291490ee0859b73ae69801ba.256p.jpg,79 CFM,Clear,30 dB,No,2000 RPM,120 mm,4.5
Antec 75002,,https://cdna.pcpartpicker.com/static/forever/images/product/82fc9ace512b9fc8d6ecb5fe6c83d922.256p.jpg,42.4 CFM,Clear,33 dB,No,2600 RPM,92 mm,0
Antec 77095,,,56 CFM,Clear,28 dB,No,1600 RPM,120 mm,4
Apevia CF12SL-BRD,,,50.28 CFM,Red,21.1 dB,No,1500 RPM,120 mm,0
Apevia CF12SL-BGN,,,50.28 CFM,Green,21.1 dB,No,1500 RPM,120 mm,0
Apevia CF12SL-BBL,,,50.28 CFM,Blue,21.1 dB,No,1500 RPM,120 mm,3
Apevia CF12SL-B4C,,,50.28 CFM,Clear,21.1 dB,No,1500 RPM,120 mm,5
Apevia CF12S,,https://cdna.pcpartpicker.com/static/forever/images/product/6684140bc6b4d4ff943d92dcc7e26634.256p.jpg,63.85 CFM,Clear,29.67 dB,No,1700 RPM,120 mm,4.5
Apevia 14SL-BL,,,59.6 CFM,Blue,29.4 dB,No,1200 RPM,140 mm,4
Apevia CF14SL-BRD,,,59.6 CFM,Red,20.6 dB,No,1200 RPM,140 mm,0
Apevia CF14SL-BGN,,,59.6 CFM,Green,20.6 dB,No,1200 RPM,140 mm,0
Apevia CF14SL-BBL,,,59.6 CFM,Blue,20.6 dB,No,1200 RPM,140 mm,5
Apevia CF14SL-B4C,,,59.6 CFM,Clear,20.6 dB,No,1200 RPM,140 mm,0
Apevia CF12SL-UBL,,,57.67 CFM,Blue,24.7 dB,No,1500 RPM,120 mm,5
Apevia CF12SL-URED,,,57.67 CFM,Red,24.7 dB,No,1500 RPM,120 mm,5
Apevia CF312SL-UBL 3-Pack,,https://cdna.pcpartpicker.com/static/forever/images/product/d05b5ef7e16a8188dcf9c7575a495fb0.256p.jpg,63.85 CFM,Blue,29.67 dB,No,1700 RPM,120 mm,4
Cooler Master SAF-B83-E1,,,29.07 CFM,Black,26 dB,No,2500 RPM,80 mm,0
Cooler Master SAF-B82-E1,,,32.11 CFM,Black,26 dB,No,2500 RPM,80 mm,0
Cooler Master R4-S8R-20AK-GP,,https://cdna.pcpartpicker.com/static/forever/images/product/212c16dd9621f4219ec0a309269b2ea1.256p.jpg,28.89 CFM,Black,20.9 dB,No,2000 RPM,80 mm,4
Apevia CF4S-UBL,,https://cdna.pcpartpicker.com/static/forever/images/product/892a1dfac5ff8a5783c76adca4f218c1.256p.jpg,25.64 CFM,Blue,22.05 dB,No,2000 RPM,80 mm,4
Masscool FDC08025S1M,,,32.95 CFM,Clear,26.5 dB,No,2700 RPM,80 mm,0
Masscool FD12025S1L3/4,,,52.05 CFM,Black,25 dB,No,1500 RPM,120 mm,0
Masscool FD12025B1L3/4,,,52.05 CFM,Black,25 dB,No,1500 RPM,120 mm,4
Masscool FD08025S1M4,,,31.73 CFM,Black,28 dB,No,2500 RPM,80 mm,3
Masscool FD08025B1M3/4,,,32.95 CFM,Black,26.5 dB,No,2700 RPM,80 mm,0
Masscool BLD-08025S1M,,,32.65 CFM,Clear,26.5 dB,No,2700 RPM,80 mm,2
Logisys SF80,,,22.6 CFM,Gray / Blue,17.6 - 23.4 dB,No,900 - 2200 RPM,80 mm,0
Logisys SF120,,,70.5 CFM,Blue,17.6 - 27.8 dB,No,1500 RPM,120 mm,5
Logisys LT400RD,,https://cdna.pcpartpicker.com/static/forever/images/product/14d4eac2c52e7f661a693850c9149924.256p.jpg,21.71 CFM,Clear,20 dB,No,1800 RPM,80 mm,0
Logisys LT400PL,,,21.71 CFM,Clear,20 dB,No,1800 RPM,80 mm,0
Logisys CF120RD,,,69.15 CFM,Clear,39.29 dB,No,1800 - 2000 RPM,120 mm,4
Logisys CCF80UVGN,,,31.73 CFM,Green,28 dB,No,2700 RPM,80 mm,0
Logisys CCF80BL,,,31.73 CFM,Clear,28 dB,No,2700 RPM,80 mm,0
Evercool EC4015SH12BP,7.99,https://cdna.pcpartpicker.com/static/forever/images/product/3ae7033000d5b582986442a465fe71b6.med.256p.jpg,,Black,32 dB,No,3000 - 10000 RPM,40 mm,0
Evercool EC4020SH12BP,,,,Black,32 dB,No,3000 - 9000 RPM,40 mm,0
Evercool F-EC9733H12BA-B,,https://cdna.pcpartpicker.com/static/forever/images/product/378eed5b72ffb4417be926137971763d.med.256p.jpg,15.19 CFM,Black,26 dB,No,2200 - 2800 RPM,92 mm,0
Evercool Evergreen,,https://cdna.pcpartpicker.com/static/forever/images/product/1df45474f687365cafe004f0f276b20a.256p.jpg,,Green,16 dB,No,1400 RPM,80 mm,0
Evercool FAN-AL12025B,,,79.14 CFM,Silver,,No,2000 RPM,120 mm,0
Evercool FAN-AL9025B,,https://cdna.pcpartpicker.com/static/forever/images/product/b20829796c2f4c53619dda9af18dddc4.256p.jpg,40.9 CFM,Silver,,No,2200 RPM,92 mm,0
Evercool FAN-EC8015M12CA,,https://cdna.pcpartpicker.com/static/forever/images/product/5041b2fd7bd0de08c765e3e38280f051.med.256p.jpg,28.49 CFM,Black,26 dB,No,2500 RPM,80 mm,0
Evercool FAN-EC4010M12CA,,,6.24 CFM,Black,21 dB,No,5000 RPM,40 mm,0
Evercool FAN-EC4007M12CA,,https://cdna.pcpartpicker.com/static/forever/images/product/79b58f24ef71e4d63d56491fec30a7fc.256p.jpg,4.8 CFM,Black,25 dB,No,5500 RPM,40 mm,0
Evercool FAN-ALED8025B2,,https://cdna.pcpartpicker.com/static/forever/images/product/b545e57249105db0bca8e7822622cf7d.256p.jpg,32.4 CFM,Black,12 dB,No,2500 RPM,80 mm,0
Evercool FAN-EC12025M12C,,https://cdna.pcpartpicker.com/static/forever/images/product/a06ef8b698f53aa1d3b6d68794586f2d.med.256p.jpg,72.94 CFM,Black,36 dB,No,2000 RPM,120 mm,0
Evercool FAN-LD9225B-EC2,,https://cdna.pcpartpicker.com/static/forever/images/product/edeb3fded9cd7409f21fe6b39b713a9e.256p.jpg,25.8 CFM,Clear,22 dB,No,1600 RPM,92 mm,0
Evercool FAN-EC9225M12CA,,https://cdna.pcpartpicker.com/static/forever/images/product/90914e7290c7951f819284fe40bb90c9.256p.jpg,38.35 CFM,Black,25 dB,No,2200 RPM,92 mm,0
Evercool FAN-EC8025M12CA,,https://cdna.pcpartpicker.com/static/forever/images/product/15dd1ce8cd9c8697f00c22d237a42162.256p.jpg,32.4 CFM,Black,28 dB,No,2500 RPM,80 mm,0
Aerocool V12,,https://cdna.pcpartpicker.com/static/forever/images/product/7f4c4da49c9d30c74b61e1e14f6954fd.med.256p.jpg,29.7 CFM,Translucent Black,17.3 dB,No,1000 RPM,120 mm,0
Noctua P14 FLX,,,41.93 - 64.95 CFM,Brown,10.1 - 19.6 dB,No,750 - 1200 RPM,140 mm,4.5
Noctua R8-1800,,,,Brown,7 - 17 dB,No,800 - 1800 RPM,80 mm,4.5
NoiseBlocker BlackSilentPro P-1,,,28.84 CFM,Black,9 dB,No,700 RPM,140 mm,0
NoiseBlocker Black Silent Pro PK-HP,,,71.22 CFM,Black,29 dB,Yes,1500 RPM,140 mm,0
NoiseBlocker BlackSilentFan X-2,,,50.02 CFM,Translucent Blue,20 dB,No,1100 RPM,140 mm,0
NoiseBlocker BlackSilentFan X-1,,,35.31 CFM,Translucent Blue,13 dB,No,800 RPM,140 mm,5
NoiseBlocker BlackSilentFan X-P,,,75.33 CFM,Translucent Blue,31 dB,Yes,2000 RPM,120 mm,0
NoiseBlocker Multiframe,,,58.85 CFM,Translucent Gray,23 dB,Yes,1500 RPM,120 mm,5
Cooler Master R4-C2R-20AC-GP,,,69 CFM,Black,19 dB,No,2000 RPM,120 mm,4
Apevia CF4S-BK,,,25.64 CFM,Black,22.05 dB,No,2000 RPM,80 mm,5
Cooler Master R4-SPS-20AK-GP,,,24.2 CFM,Black,20 dB,No,2000 RPM,80 mm,3.5
Cooler Master R4-S9S-19AK-GP,,https://cdna.pcpartpicker.com/static/forever/images/product/0184bb5a13678465013c611dda292c75.256p.jpg,32.53 CFM,Black,20.8 dB,No,1900 RPM,92 mm,4
Gelid Solutions Silent TC,,https://cdna.pcpartpicker.com/static/forever/images/product/8912fc04f7d2ba1e6e1ce58d78c591d4.256p.jpg,37.89 CFM,Black / White,11 - 23.5 dB,No,900 - 2000 RPM,92 mm,0
Logisys LT80UVBL,,,21.71 CFM,UV Blue,20 dB,No,1800 RPM,80 mm,0
Logisys LT400BL,,,21.71 CFM,Clear,20 dB,No,1800 RPM,80 mm,5
Logisys CF120GB,,https://cdna.pcpartpicker.com/static/forever/images/product/c817de728e45dd8ee7855003997d6f4a.med.256p.jpg,44.71 CFM,Green,26 dB,No,,120 mm,0
Masscool BLD-12025V1,,,60 CFM,Clear,23.5 dB,No,1500 RPM,120 mm,0
Logisys SF140,,,71.8 CFM,Black / Blue,17.6 - 26.7 dB,No,700 - 1200 RPM,140 mm,0
Logisys LT80UVRD,,,21.71 CFM,Red,20 dB,No,1800 RPM,80 mm,0
Logisys LT80UVGN,,,21.71 CFM,Green,20 dB,No,1800 RPM,80 mm,0
Nexus D12SL-12,,https://cdna.pcpartpicker.com/static/forever/images/product/9b3754280dfb95464cd8731bf200be17.med.256p.jpg,36.86 CFM,Black / White,18 dB,No,1000 RPM,120 mm,4.5
Masscool FD12038S1M3/4,,,107.54 CFM,Black,41.51 dB,No,2700 RPM,120 mm,0
Masscool FDC14025S1L,,,57.12 CFM,Clear,24.7 dB,No,1500 RPM,140 mm,0
Nexus SP802512H-03PWM,,,38 CFM,Clear,16.2 dB,Yes,2800 RPM,80 mm,0
Nexus DF1209SL-3,51.68,,27 CFM,White,19.2 dB,No,1500 RPM,92 mm,0
Nexus D12SL-12WL,13.92,,36.86 CFM,Clear,18 dB,No,1000 RPM,120 mm,0
Nexus D12SL-12BL,,,36.86 CFM,Clear,18 dB,No,1000 RPM,120 mm,0
Rosewill RFA-120-BL,,https://cdna.pcpartpicker.com/static/forever/images/product/7080f2a343642f7d12f514602f6189a1.256p.jpg,74.48 CFM,Blue,29.28 dB,No,2000 RPM,120 mm,4
Nexus SP802512L-03,,,20.2 CFM,White,17.6 dB,No,1500 RPM,80 mm,0
Rosewill RFA-80-WL,,,33.21 CFM,Clear,22.41 dB,No,2500 RPM,80 mm,0
Rosewill RFA-80-K,,,33.21 CFM,Black,22.41 dB,No,2500 RPM,80 mm,4
Silverstone FN81,,,25.46 CFM,Black,23.5 dB,No,2050 RPM,80 mm,4.5
Apevia CF8S,,https://cdna.pcpartpicker.com/static/forever/images/product/918e8e034c64e02580c5531fdb91fc35.256p.jpg,16.85 CFM,Clear,16.6 dB,No,1500 RPM,80 mm,0
Apevia CF8SL-B4C,,https://cdna.pcpartpicker.com/static/forever/images/product/81241ae08fafbc04e446b797e9ca69ca.med.256p.jpg,17.21 CFM,Clear,20 dB,No,1500 RPM,80 mm,0
Evercool FAN-EC12038M12B,,https://cdna.pcpartpicker.com/static/forever/images/product/569c38c6070bc093c9f1b28abf55550e.med.256p.jpg,79.9 CFM,Black,38 dB,No,2300 RPM,120 mm,0
Evercool EC-8038,,https://cdna.pcpartpicker.com/static/forever/images/product/17071ecb25e46e6b28ee9ca2c2cf7308.256p.jpg,67.09 CFM,Black,43.8 dB,No,5000 RPM,80 mm,0
Evercool CL8035/LD2,,https://cdna.pcpartpicker.com/static/forever/images/product/162ac365b9bbb1d51e1a5561b678c136.256p.jpg,31.62 CFM,Clear,26 dB,No,2300 RPM,80 mm,0
Logisys CCF80UVBL,,,31.73 CFM,Clear,28 dB,No,2700 RPM,80 mm,0
Noctua S12B FLX,,,28.95 - 59.21 CFM,Brown,6 - 18.1 dB,No,600 - 1200 RPM,120 mm,4.5
Rosewill RFA-80-BL,,,33.21 CFM,Blue,22.41 dB,No,2500 RPM,80 mm,4.5
ARCTIC ACF8 Pro,,,,White / Black,,Yes,700 - 2000 RPM,80 mm,4
LEPA LP70D08R,,,23.27 - 42.64 CFM,Black,17 - 25 dB,No,1200 RPM,80 mm,0
LEPA LP70D12R,,,,Black,24 dB,No,1600 RPM,120 mm,5
LEPA LPCP12N-BL,,,40.18 CFM,Transparent,16 dB,No,900 RPM,120 mm,0
LEPA LPCP12N-R,,,40.18 CFM,Transparent,16 dB,No,900 RPM,120 mm,4.5
LEPA Casino,,,24.85 - 63.91 CFM,Transparent,15 - 25 dB,Yes,600 - 1600 RPM,120 mm,5
LEPA Vortex,,,24.85 - 63.91 CFM,Transparent,15 - 25 dB,Yes,600 - 1600 RPM,120 mm,4
Apevia CF312SL-URD 3-Pack,,,,Red,29.67 dB,No,1700 RPM,120 mm,4.5
Apevia CF12SL-SBL,,,50.28 CFM,Blue,21.1 dB,No,1500 RPM,120 mm,5
Apevia CF12SL-SGN,,,50.28 CFM,Green,21.1 dB,No,1500 RPM,120 mm,4
Apevia CF12SL-SRD,,,50.28 CFM,Red,21.1 dB,No,1500 RPM,120 mm,0
Evercool EC9238H12BP,,https://cdna.pcpartpicker.com/static/forever/images/product/c648a571505cadcc24bd5fcf6020bd38.med.256p.jpg,,Black,35 dB,Yes,1000 - 3000 RPM,92 mm,0
Evercool FAN-AL8025B,,,32.4 CFM,Silver,,No,2500 RPM,80 mm,0
Evercool FAN-ALED9225B,,https://cdna.pcpartpicker.com/static/forever/images/product/cc1d24346e8d1026913b3533b7052f29.256p.jpg,38.4 CFM,Black / Silver,25 dB,No,2200 RPM,92 mm,0
Evercool FAN-EC1425L12EA,,https://cdna.pcpartpicker.com/static/forever/images/product/0c2ccfa156e004909e7c81c523394be0.med.256p.jpg,68.23 CFM,Black,22.1 dB,No,1200 RPM,140 mm,0
Kingwin CFY-012LB,,,40 CFM,Transparent,19 dB,No,950 RPM,120 mm,3.5
Apevia CF14S-BK,,https://cdna.pcpartpicker.com/static/forever/images/product/075ed152256bf4a78cede88ae3356e3a.256p.jpg,59.6 CFM,Black,29.4 dB,No,1200 RPM,140 mm,4
Enermax Cluster Adv,,,53.02 - 86.69 CFM,White,,Yes,1200 - 1800 RPM,120 mm,4
Enermax Everest Advance,,,46.1 - 76 CFM,Transparent,8 dB,No,1000 - 1600 RPM,120 mm,0
Enermax T.B. Vegas Quad,,,50.68 - 75.98 CFM,Black,20 - 25 dB,Yes,1200 - 1800 RPM,120 mm,4
Kingwin CF-012LBR,,,40 CFM,Red / Black,19 dB,No,950 RPM,120 mm,5
Kingwin CF-012LBW,,,40 CFM,Black / White,19 dB,No,950 RPM,120 mm,3
Nexus D14SL-14,,,46.87 CFM,Black / White,15 - 20 dB,No,1000 RPM,140 mm,0
Akasa Apache Black,17.75,https://cdna.pcpartpicker.com/static/forever/images/product/ffff8c79a4816b50759f989cd4f03afc.med.256p.jpg,57.53 CFM,Black,6.9 - 16.05 dB,Yes,600 - 1300 RPM,120 mm,0
Swiftech HELIX,,,55 CFM,Black / White,33 dB,No,1800 RPM,120 mm,0
Apevia CF12SL-T4C,,https://cdna.pcpartpicker.com/static/forever/images/product/415bf760f7e2538a353c1c485ff9892b.256p.jpg,50.28 CFM,Black,21.1 dB,No,1500 RPM,120 mm,0
Evercool F-EC12038HH12BP,,https://cdna.pcpartpicker.com/static/forever/images/product/1f9552529d52db57f7c805622638875b.256p.jpg,,Black,17.2 - 39 dB,Yes,800 - 2200 RPM,120 mm,0
Phanteks F140HP,,,40.9 - 88.6 CFM,White / Gray,15.22 - 19 dB,No,600 - 1300 RPM,140 mm,4.5
Phanteks F140XP,,,40.9 - 85.19 CFM,Black / White,19 dB,Yes,600 - 1200 RPM,140 mm,4.5
Apevia CF308SL-BRD,,https://cdna.pcpartpicker.com/static/forever/images/product/736ba0fc58d499e04623f328db060435.med.256p.jpg,17.21 CFM,Black / Red,20 dB,No,1500 RPM,80 mm,0
Apevia CF312S-BK,,https://cdna.pcpartpicker.com/static/forever/images/product/c83350ede91f19c3c1e937a808691861.256p.jpg,57.67 CFM,Black,24.7 dB,No,1500 RPM,120 mm,5
Enermax Magma Advance,,https://cdna.pcpartpicker.com/static/forever/images/product/06c57e4a301c72ec6a5e7117c699622d.256p.jpg,,Black / Red,,No,,80 mm,3
Titan TFD-12015H12ZP,,https://cdna.pcpartpicker.com/static/forever/images/product/f3e237cca8949ae64e5debd75d3a20aa.med.256p.jpg,52.95 CFM,Black / White,5 - 28.6 dB,No,150 - 1500 RPM,120 mm,0
Titan TFD-9515M12ZP,,https://cdna.pcpartpicker.com/static/forever/images/product/00034bdab39bd52f6b26bcb2132bcb23.256p.jpg,52.95 CFM,Black / White,5 - 28.6 dB,Yes,150 - 1500 RPM,95 mm,0
Apevia CF14SL-UBL,,,59.6 CFM,Translucent Blue,29.4 dB,No,1200 RPM,140 mm,0
Akasa Piranha,,,79.13 CFM,Black / Gray,6.4 - 27.2 dB,Yes,600 - 1900 RPM,120 mm,0
Apevia 14SL-GN,,,59.6 CFM,Green,29.4 dB,No,1200 RPM,140 mm,0
Apevia 14SL-RD,,https://cdna.pcpartpicker.com/static/forever/images/product/60e95baacf91a2be25f76a749f3d367d.256p.jpg,59.6 CFM,Red,29.4 dB,No,1200 RPM,140 mm,4.5
NoiseBlocker BlackSilentPro PC-P,,,8.2 - 30.6 CFM,Black,6.2 - 25.8 dB,Yes,600 - 2500 RPM,80 mm,5
SHARKOON Shark Blade,,,33 CFM,Black / Blue,19 dB,No,1000 RPM,120 mm,0
Apevia 12S-BK,,https://cdna.pcpartpicker.com/static/forever/images/product/eee1b5eaa61ddf9d6bf50f970b2df73e.med.256p.jpg,57.67 CFM,Black,24.7 dB,No,1500 RPM,120 mm,3
Apevia 312S-BK,,https://cdna.pcpartpicker.com/static/forever/images/product/2c630f556efe27da18805e83903cfd02.med.256p.jpg,57.67 CFM,Black,24.7 dB,No,1500 RPM,120 mm,4
Enermax UCTP12P,,,23.81 - 80 CFM,Black,14 - 25 dB,Yes,500 - 1800 RPM,120 mm,5
CRYORIG XF140,,https://cdna.pcpartpicker.com/static/forever/images/product/3ef307f4199d9e1704f4a34a5c8fa30c.256p.jpg,76 CFM,Black,23 dB,Yes,700 - 1300 RPM,140 mm,4
CRYORIG XT140,,https://cdna.pcpartpicker.com/static/forever/images/product/fb5e260e6696ef1cd5d645492463d1a2.256p.jpg,65 CFM,Black,24 dB,Yes,700 - 1300 RPM,140 mm,4.5
Antec PRO DBB,,,42.4 CFM,Clear,33 dB,No,2600 RPM,92 mm,0
Raidmax RX-120SR-G,,https://cdna.pcpartpicker.com/static/forever/images/product/037027bc7d70c8de51165349bdc2e40d.med.256p.jpg,38 CFM,Black / Green,22 dB,No,1200 RPM,120 mm,0
