name,price,image,fan_rpm,noise_level,color,radiator_size,size,rating
ID-COOLING SE-223 BASIC,,https://cdna.pcpartpicker.com/static/forever/images/product/6d25911c099b3d1d8d32a18ab8ca0829.256p.jpg,500 - 1600 RPM,16 - 20.2 dB,,,,0
ID-COOLING SE-224-XT-R,,https://cdna.pcpartpicker.com/static/forever/images/product/2418ddc2c726dc81293fcd6f610b5a7d.256p.jpg,700 - 1800 RPM,15.2 - 32.5 dB,,,,0
ID-COOLING SE-902-SD,,https://cdna.pcpartpicker.com/static/forever/images/product/624c1168948557b1641c1ebeded6f5c6.256p.jpg,2000 RPM,23.1 dB,,,,0
ID-COOLING AURAFLOW X 240 TGA,,https://cdna.pcpartpicker.com/static/forever/images/product/d3c8a7dc73c89b933e620c47dbd5353f.256p.jpg,900 - 2000 RPM,16 - 31.5 dB,Black,240 mm,240 mm,0
MSI MAG CORELIQUID B,,https://cdna.pcpartpicker.com/static/forever/images/product/cee3505062aa6f6aef93b0846d695360.256p.jpg,500 - 2000 RPM,14.3 - 34.3 dB,Black,240 mm,240 mm,0
Cooler Master Hyper H410R White Edition,,https://cdna.pcpartpicker.com/static/forever/images/product/96bdaa4aaf3a0c31f6250e6879dfd7e0.256p.jpg,600 - 2000 RPM,6 - 29 dB,,,,0
Thermalright TA120 EX,,1850,1850 RPM,29.6 dB,Silver / Gray,,,0
Jonsbo PISA A4,,https://cdna.pcpartpicker.com/static/forever/images/product/a9f363a8fa2c370adeacea8267341a19.256p.jpg,800 - 1850 RPM,36.8 dB,Gray,,,0
TEAMGROUP SIREN GD240E,,https://cdna.pcpartpicker.com/static/forever/images/product/a574ec9f5e4aaed332e4a0f83567c56b.256p.jpg,600 - 2200 RPM,14.3 - 35.6 dB,White,240 mm,240 mm,0
Noua Siberus Pro 120,89.01,800,1800,800 - 1800 RPM,32 dB,Black,120 mm,120 mm,0
Noua Alaska,,800,3000,800 - 3000 RPM,30.5 dB,Black,,,0
Noua Jotun,,1800,1800 RPM,23 dB,Black / Silver,,,0
Jonsbo CR-3000 Standard,,600,1500,600 - 1500 RPM,22 - 32 dB,Black / Silver,,,0
Jonsbo HX5230,,https://cdna.pcpartpicker.com/static/forever/images/product/999031e6086071eb645e5ee43f52793c.256p.jpg,700 - 1800 RPM,25.2 - 37.6 dB,Black,,,0
GameMax Iceberg 240 Rainbow,,600,1800,600 - 1800 RPM,25 - 32 dB,Black,240 mm,240 mm,0
Geometric Future Eskimo Junior 24,99.9,https://cdna.pcpartpicker.com/static/forever/images/product/c68e055cb117d6ce6f8bd1bb8b377f4f.256p.jpg,2000 RPM,29 dB,Black,240 mm,240 mm,0
Deepcool CASTLE R,,500,1800,500 - 1800 RPM,32 dB,Black,240 mm,240 mm,0
RAIJINTEK LETO RGB,28.75,https://cdna.pcpartpicker.com/static/forever/images/product/4ae74682b4971a84d588e930ea8de757.256p.jpg,800 - 1800 RPM,25 dB,Black / Silver,,,0
RAIJINTEK LETO PRO RGB,,https://cdna.pcpartpicker.com/static/forever/images/product/8f581e9f14aaa8e23cfc88c6d1f11863.256p.jpg,800 - 1800 RPM,25 dB,Black / Silver,,,0
SilentiumPC Navis Pro 120,,800,2300,800 - 2300 RPM,Black,Black,120 mm,120 mm,0
ID-COOLING DASHFLOW XT LITE,,500,2000,500 - 2000 RPM,29.85 dB,White,360 mm,360 mm,0
ID-COOLING IS-65-XT,,500,2200,500 - 2200 RPM,32.3 dB,Black,,,0
ID-COOLING SE-207-TR-AM,,700,1800,700 - 1800 RPM,15.2 - 35.2 dB,Black,,,0
ID-COOLING SE-214-XT HAFF,,800,1500,800 - 1500 RPM,30.5 dB,Black,,,0
ID-COOLING SE-214-XT-WL,,https://cdna.pcpartpicker.com/static/forever/images/product/8a3c19bcc8ad0e625c92c1e5b18a8562.256p.jpg,700 - 1800 RPM,35.2 dB,White,,,0
ID-COOLING SE-223i,,https://cdna.pcpartpicker.com/static/forever/images/product/bb6da10f1f26871b61bb9be99863140a.256p.jpg,500 - 1800 RPM,28 dB,Black,,,0
Xilence LQ360 ​​ARGB,,https://cdna.pcpartpicker.com/static/forever/images/product/92389e35d78373ed5816ddaf6b55c829.256p.jpg,500 - 1500 RPM,18 - 30.2 dB,Black,360 mm,360 mm,0
Xilence LQ360G.W.ARGB,121.99,https://cdna.pcpartpicker.com/static/forever/images/product/6bd4fe75c8522fe5084310436de26d60.256p.jpg,500 - 1500 RPM,18 - 30.2 dB,White,360 mm,360 mm,0
GAMDIAS BOREAS E2-41D,,800,1800,800 - 1800 RPM,10 - 32 dB,White,,,0
GAMDIAS CHIONE M4-420,,800,1600,800 - 1600 RPM,11 - 29 dB,Black,420 mm,420 mm,0
SilentiumPC Spartan 4 MAX,,300,1600,300 - 1600 RPM,Black / Silver,Black / Silver,,,0
SilentiumPC Spartan 4,,800,2000,800 - 2000 RPM,Black / Silver,Black / Silver,,,0
SilentiumPC Spartan 4 MAX EVO ARGB,,300,1600,300 - 1600 RPM,,,,,0
upHere UP1T4,,,600 - 1650 RPM,25 dB,White,,,0
upHere UP1TC4C,,,600 - 1650 RPM,25 dB,White,,,0
upHere UP1TC6C,,,600 - 1650 RPM,25 dB,White,,,0
upHere UP2K8,,,600 - 1650 RPM,25 dB,Black,,,0
upHere UP2KC8C,,,600 - 1650 RPM,25 dB,Black,,,0
upHere E240TC,,,600 - 1800 RPM,27 dB,White,240 mm,240 mm,0
Inter-Tech ALSEYE Star Warriors W700,,,900 - 3000 RPM,45 dB,Black,,,0
Evercool EC-NK804A-925EP,17,https://cdna.pcpartpicker.com/static/forever/images/product/dc24e5baf6d5f6010a25870a4ba2d0dc.med.256p.jpg,2750 RPM,28.2 dB,,,,0
Dynatron R27,68.95,1000,3800,1000 - 3800 RPM,16 - 43.4 dB,,,,0
Alpenföhn Silvretta,35.47,https://cdna.pcpartpicker.com/static/forever/images/product/d4e1d03c4f0d4c658c67647eea116fcc.256p.jpg,800 - 2800 RPM,,,,,0
Thermaltake CLP0534,,1200,2400,1200 - 2400 RPM,20 - 26.9 dB,,,,0
Thermaltake CLP0579,,800,2000,800 - 2000 RPM,15 - 33.2 dB,,,,0
Rosewill RCX-Z90-AL,,600,3000,600 - 3000 RPM,15 - 30 dB,,,,4
Rosewill RCX-ZAIO-92,39.95,600,2500,600 - 2500 RPM,14.5 - 25 dB,,,,4
Titan TTC-NA43TZ/CU35,,https://cdna.pcpartpicker.com/static/forever/images/product/322eaaa388ffa7310a2fd10cba3fe0c9.med.256p.jpg,900 - 2600 RPM,14 - 33 dB,,,,0
Antec KUHLER Flow,,,,,,,,0
Cooler Master DI5-8E5PA-0L-GP,,2800,2800 RPM,22 dB,,,,0
Cooler Master RR-H101-22FK-RA,,2200,2200 RPM,22 dB,,,,4
Cooler Master RR-LEE-L911-GP,29.99,2200,2200 RPM,17 dB,,,,0
Cooler Master RR-V6SV-22PR-R1,,800,2200,800 - 2200 RPM,15 - 38 dB,,,,0
Dynatron T860,,2000,6000,2000 - 6000 RPM,20.23 - 44.88 dB,,,,0
Evercool CI01-9525EP,,https://cdna.pcpartpicker.com/static/forever/images/product/027b1be13dba88898bb18edb3269ce60.256p.jpg,900 - 2600 RPM,12 - 31 dB,,,,0
Thermaltake A4012-02,,2500,2500 RPM,21 dB,,,,0
Thermaltake A4022,,1300,1300 RPM,,,,,0
Thermaltake CL-P0257,,1700,1700 RPM,17 dB,,,,0
Thermaltake CL-P0401,,1300,2000,1300 - 2000 RPM,16 - 24 dB,,,,4
Thermaltake CL-P0497,,2500,2500 RPM,27 dB,,,,3.5
Thermaltake CLP0527,,800,1700,800 - 1700 RPM,16 dB,,,,0
Thermaltake CLP0554,,1000,1600,1000 - 1600 RPM,19 - 28 dB,,,,4
Zalman CNPS 7500 Cu LED,,1150,2300,1150 - 2300 RPM,17 - 32 dB,,,,0
Zalman CNPS 8700 NT,,1150,2100,1150 - 2100 RPM,17.5 - 30 dB,,,,0
Thermaltake CL-P0508,,1300,2000,1300 - 2000 RPM,16 - 24 dB,,,,0
Thermaltake CLP0574,,800,1300,800 - 1300 RPM,16 dB,,,,0
Zalman CNPS10X Extreme,,1000,2150,1000 - 2150 RPM,20 - 39 dB,,,,4
Scythe SCBSK-1000,,650,2200,650 - 2200 RPM,,,,,0
Zalman CNPS7000C-AlCu,,1350,2400,1350 - 2400 RPM,17 - 24 dB,,,,0
Zalman CNPS7000C-Cu,,1700,2400,1700 - 2400 RPM,13.5 - 24 dB,,,,0
Zalman CNPS9900NT,,1000,2000,1000 - 2000 RPM,19.5 - 38 dB,,,,0
Evercool HPFI-10025,18,https://cdna.pcpartpicker.com/static/forever/images/product/dae168a95d8d0ed8c2f4568e8f2a2f1f.256p.jpg,1800 RPM,23 dB,,,,0
Evercool HPJ-12025,,1000,1000 RPM,21 dB,,,,0
Evercool HPK-10025EA,,1800,1800 RPM,23 dB,,,,0
Silverstone NT01-E,,,0,0 dB,,,,0
Masscool 5U1082F1M4,,2000,3600,2000 - 3600 RPM,23 - 45.9 dB,,,,0
Masscool 5W1081F1M3,,2400,2400 RPM,31 dB,,,,0
Masscool 8W501B1M3G,,2400,2400 RPM,26.2 dB,,,,0
Masscool 8W553B1M3,,2400,2400 RPM,26.2 dB,,,,0
Masscool 8WA743,,800,2800,800 - 2800 RPM,20 - 34 dB,,,,2
Masscool 8WT15-38,,2400,2400 RPM,30 dB,,,,5
Rosewill RCX-Z2,,500,3400,500 - 3400 RPM,17 - 34.2 dB,,,,0
Rosewill RCX-Z300,,,,,,,,4
Rosewill RCX-Z80-AL,,2500,2500 RPM,22.41 dB,,,,0
Scythe SCMG-2100,,,26.5,26.5 dB,,,,0
Scythe SCRT-1000,,470,1900,470 - 1900 RPM,9.8 - 27.3 dB,,,,0
Scythe SCYS-1000,,470,1900,470 - 1900 RPM,7.05 - 27.3 dB,,,,0
Silverstone NT07-1156,,1200,3000,1200 - 3000 RPM,15 - 38 dB,,,,4
Silverstone NT07-775,,1200,1800,1200 - 1800 RPM,15 - 23 dB,,,,0
StarTech FANK8AM2,,2600,2600 RPM,28 dB,,,,0
Zalman CNPS5X SZ,,1400,2800,1400 - 2800 RPM,20 - 32 dB,,,,0
Xigmatek Balder SD1283,,1000,2200,1000 - 2200 RPM,28 dB,,,,0
Xigmatek D982,,1500,2500,1500 - 2500 RPM,22 dB,,,,0
Xigmatek Dark Knight S1283V,,https://cdna.pcpartpicker.com/static/forever/images/product/635184748b3bdae04838c2e25892a8a8.med.256p.jpg,1000 - 2200 RPM,30.1 dB,,,,0
Xigmatek EP-CD903,,1200,2500,1200 - 2500 RPM,28 dB,,,,0
Xigmatek HDT-S1283,,800,1500,800 - 1500 RPM,20 - 32 dB,,,,0
Xigmatek HDT-S963,,1200,2800,1200 - 2800 RPM,23 - 35 dB,,,,0
Xigmatek HDT-SD964,,1200,2800,1200 - 2800 RPM,22 - 30 dB,,,,0
Xigmatek LOKI SD963,,1200,2800,1200 - 2800 RPM,20 - 28 dB,,,,4
ZEROtherm CF800-MK III,,900,2600,900 - 2600 RPM,30 dB,,,,0
ZEROtherm CORE92,,900,2500,900 - 2500 RPM,19.5 dB,,,,0
ZEROtherm Nirvana NV120 PWM,,900,1800,900 - 1800 RPM,30 dB,,,,0
ZEROtherm ZT-10D,,,0,0 dB,,,,0
ZEROtherm ZT-10D Smart,,,,,,,,0
ZEROtherm ZT-560D,,900,2300,900 - 2300 RPM,30 dB,,,,0
ZEROtherm ZT-570D,,900,2300,900 - 2300 RPM,30 dB,,,,0
Xigmatek HDT-S1284F,,800,1500,800 - 1500 RPM,16 - 24 dB,,,,0
Antec Performance Max,,,,,,,,0
Noctua NH-U9DX 1366,,https://cdna.pcpartpicker.com/static/forever/images/product/7d85ec976170721042371475de1c4d50.256p.jpg,1000 - 1600 RPM,7.9 - 17.6 dB,,,,0
Scythe SCMN-2000,,500,1700,500 - 1700 RPM,9.6 - 36.4 dB,,,,0
Thermaltake CLP0532,,2500,2500 RPM,34 dB,,,,0
Thermaltake CLP0550,,740,3700,740 - 3700 RPM,21 - 40 dB,,,,0
Thermaltake CLP0555,,300,2500,300 - 2500 RPM,12 - 16 dB,,,,0
Thermaltake CL-P0101,,600,3700,600 - 3700 RPM,15 - 46.5 dB,,,,0
Cooler Master CHD-00008-01-GP,71.72,2200,2200 RPM,22 dB,,,,5
EVGA M020-00-000234,,750,2500,750 - 2500 RPM,13.2 - 41.5 dB,,,,5
Enzotech Extreme-X Rev.A,,https://cdna.pcpartpicker.com/static/forever/images/product/413c2ce859f4827548886e35e3858762.256p.jpg,1000 - 2500 RPM,15.8 - 43.3 dB,,,,0
Evercool HPI-12025,,https://cdna.pcpartpicker.com/static/forever/images/product/eab0c48c0293a20ecc4f4f006b559379.256p.jpg,1200 - 1800 RPM,23 - 30 dB,,,,0
Zalman CNPS7X LED,,1250,1950,1250 - 1950 RPM,17 - 25 dB,,,,3
Gelid Solutions Rev. 1 Tranquillo,,750,1500,750 - 1500 RPM,12 - 25.5 dB,,,,4
Gelid Solutions Slim Silence 775,,https://cdna.pcpartpicker.com/static/forever/images/product/ef484f98b53425d1f382ecff2cc7c9c4.256p.jpg,1100 - 2300 RPM,15 - 24.5 dB,,,,0
Gelid Solutions Slim Silence AM2,,1200,2500,1200 - 2500 RPM,15 - 27.2 dB,,,,0
Logisys AC2200BT,,2200,2200 RPM,30.1 dB,,,,0
Logisys AC4400BT,,2200,2200 RPM,30.1 dB,,,,4
Logisys IC106,,2200,2200 RPM,25 dB,,,,0
Logisys IC207,,2500,2500 RPM,25 dB,,,,0
Logisys IC4100AST,,2200,2200 RPM,30.1 dB,,,,0
TUNIQ T-120-LFB,,1000,2000,1000 - 2000 RPM,,,,,0
TUNIQ Tower 120,,1000,2000,1000 - 2000 RPM,,,,,0
Antec KUHLER H2O 920,,700,2400,700 - 2400 RPM,27.4 dB,120,120 mm,120 mm,4
Sunbeam Twister 120,,,16,16 dB,,,,0
Sunbeam CR-CCTF92-4,,1200,2200,1200 - 2200 RPM,27 dB,,,,0
Thermalright Venomous X - RT,,1300,1300 RPM,24.1 dB,,,,0
Thermalright Silver Arrow,,https://cdna.pcpartpicker.com/static/forever/images/product/0133b572a0d14c70b8dc2a63d8edeafd.med.256p.jpg,500 - 1300 RPM,17 - 21 dB,,,,0
Corsair H70 Core,,,,,120,120 mm,120 mm,0
Enermax ETD-T60-TB,,https://cdna.pcpartpicker.com/static/forever/images/product/4b24eb9ede5dac7ba7d9de739b750f0a.256p.jpg,800 - 1800 RPM,10 - 21 dB,,,,4
Enermax ETD-T60-VD,,800,1800,800 - 1800 RPM,16 - 21 dB,,,,0
Enermax ETS-T40-TA,,800,1800,800 - 1800 RPM,16 - 21 dB,,,,4
Evercool HPKC-10025EA,,https://cdna.pcpartpicker.com/static/forever/images/product/b26932e70f8adb91b0f6682e6ec67e8c.256p.jpg,1800 RPM,23 dB,,,,5
Evercool HPM-12025,,800,2500,800 - 2500 RPM,15 - 35 dB,,,,0
Gelid Solutions Slim Silence I-Plus,,1200,2600,1200 - 2600 RPM,15 - 27.8 dB,,,,0
Gelid Solutions CC-GX7-01-A,,https://cdna.pcpartpicker.com/static/forever/images/product/26f28469a547178a810b0b0f102d419e.med.256p.jpg,600 - 1800 RPM,10 - 26.8 dB,,,,0
Zalman CNPS7700ALCULED,,1000,2000,1000 - 2000 RPM,22.7 - 37.1 dB,,,,0
ZEROtherm BTF90,,750,2500,750 - 2500 RPM,18 - 27 dB,,,,0
ZEROtherm ZT-1000D 775,,2500,2500 RPM,,,,,0
ZEROtherm ZT-1000D 1156,,3000,3000 RPM,,,,,0
SilenX EFZ-100HA1,,1000,2000,1000 - 2000 RPM,8 - 24 dB,,,,0
Enermax ETS-T40-VD,,800,1800,800 - 1800 RPM,16 - 21 dB,,,,4
Scythe SCNJ-3100,,470,1900,470 - 1900 RPM,7.05 - 37 dB,,,,0
SilenX EFZ-120HA4,,800,2000,800 - 2000 RPM,8 - 28 dB,,,,0
Prolimatech PRO-GNSS,,https://cdna.pcpartpicker.com/static/forever/images/product/ef0d39322b054ac04fcb791e85743d81.256p.jpg,800 - 1600 RPM,,,,,0
Titan TTC-NK35TZ/RPW/V2,,900,2800,900 - 2800 RPM,12 - 31 dB,,,,0
Prolimatech PRO-PNTH,,https://cdna.pcpartpicker.com/static/forever/images/product/7352d25dfbecc028d6cde3e31905f1c3.med.256p.jpg,,,,,,0
NZXT HAVIK 140,,1200,1200 RPM,25 dB,,,,4
Thermaltake CLP0533,,1000,6000,1000 - 6000 RPM,21 - 48 dB,,,,0
Prolimatech PRO-MGH-C,,,26,26 dB,,,,0
Nexus FLC-3000 R2,,900,2500,900 - 2500 RPM,15 - 24 dB,,,,0
Scythe SCBSK-2000,,,9.32,33.67,9.32 - 33.67 dB,,,,0
Logisys IC231PWM,,900,2400,900 - 2400 RPM,17.8 - 32.5 dB,,,,0
Logisys IC211HTPC,,2600,2600 RPM,28 dB,,,,0
Logisys MC4004IEXT,,https://cdna.pcpartpicker.com/static/forever/images/product/f6a25f570389b5e21c3c7de15f0384a3.med.256p.jpg,900 - 2200 RPM,17.8 - 28.1 dB,,,,0
Logisys MC106,,1500,1500 RPM,19 dB,,,,0
Logisys MC6001IM,,700,1200,700 - 1200 RPM,18.2 - 26.7 dB,,,,0
Logisys MC4005IB,,900,1500,900 - 1500 RPM,21.4 - 32.1 dB,,,,0
Logisys MC4001IM,,500,1500,500 - 1500 RPM,17.8 - 27.6 dB,,,,0
Logisys MC4002IW,,500,1500,500 - 1500 RPM,17.8 - 27.6 dB,,,,0
Logisys MC6002GS,,500,1500,500 - 1500 RPM,17.6 - 27.6 dB,,,,0
Logisys IC221PWM,,900,2400,900 - 2400 RPM,17.8 - 26.4 dB,,,,5
Logisys MC2001IE,,2200,2200 RPM,23.4 dB,,,,0
Logisys IC4300X4,,400,2800,400 - 2800 RPM,17.8 - 40.7 dB,,,,0
SilenX EFZ-120HA3,,800,2000,800 - 2000 RPM,,,,,0
Phanteks PH-TC14PE_OR,,https://cdna.pcpartpicker.com/static/forever/images/product/247d70b4b7b0c4caf5e0b9e36f3d2c52.med.256p.jpg,700 - 1200 RPM,13.4 - 19 dB,,,,5
Phanteks PH-TC14PE_RD,,700,1200,700 - 1200 RPM,13.4 - 19 dB,,,,4
Phanteks PH-TC14PE_BL,,700,1200,700 - 1200 RPM,13.4 - 19 dB,,,,4
Zalman CNPS20LQ,,900,2000,900 - 2000 RPM,17 - 36 dB,120,120 mm,120 mm,5
Cooler Master X6 Elite,,600,1800,600 - 1800 RPM,9 - 34.6 dB,,,,3
Thermaltake Water 2.0 Performer,,1200,2000,1200 - 2000 RPM,10 - 27.36 dB,120,120 mm,120 mm,4
NZXT HAVIK 120,,1200,1500,1200 - 1500 RPM,18 - 22 dB,,,,4.5
Phanteks PH-TC14CS,,700,1200,700 - 1200 RPM,13.4 - 19 dB,,,,0
Masscool 7WA868,,800,2800,800 - 2800 RPM,19 - 27 dB,,,,0
Zalman CNPS11X Performa,,1000,1600,1000 - 1600 RPM,17 - 26 dB,,,,4
Thermaltake A1964,,5500,5500 RPM,,,,,0
Scythe SCKC-2100,,500,1300,500 - 1300 RPM,9.6 - 24.7 dB,,,,0
Zalman CNPS8900 Extreme,,1250,2800,1250 - 2800 RPM,19.5 - 35 dB,,,,4
Evercool TTC-NK85TZ/V2(RB),,https://cdna.pcpartpicker.com/static/forever/images/product/bfde4ec3a6804f6a645421ea83ade9ef.med.256p.jpg,800 - 2150 RPM,17.2 - 39 dB,,,,0
Evercool NI2011E-9525EP,,https://cdna.pcpartpicker.com/static/forever/images/product/876420454812b5ddb452903bd950fb18.med.256p.jpg,1000 - 3000 RPM,28 dB,,,,0
Evercool TTC-NK35TZ/RPW/V3,,https://cdna.pcpartpicker.com/static/forever/images/product/9545b23c59b2046eac16eab6146b55d0.med.256p.jpg,900 - 2800 RPM,12 - 31 dB,,,,0
ARCTIC Freezer i30 Extreme,,400,1350,400 - 1350 RPM,,,,,5
ARCTIC Freezer A30,,400,1350,400 - 1350 RPM,,,,,5
Xigmatek ld964,,1000,2800,1000 - 2800 RPM,22 dB,,,,0
Scythe SCMG-3100,,300,1600,300 - 1600 RPM,9.6 - 32.15 dB,,,,4
Titan EC-TTC-NC05TZ,,800,1500,800 - 1500 RPM,15.3 - 29 dB,,,,0
Dynatron R9,39.95,1000,4500,1000 - 4500 RPM,13.14 - 45.9 dB,,,,0
Vantec VAF-1225,,1000,2200,1000 - 2200 RPM,20 - 32 dB,,,,0
Dynatron R22,,,,,,,,0
Scythe SCSMZ-2100,,https://cdna.pcpartpicker.com/static/forever/images/product/e880be367f0b5246c921992ed463d8e3.256p.jpg,300 - 2500 RPM,7.2 - 31.07 dB,,,,0
Dynatron R19,,,,,,,,0
Phanteks PH-TC14CS_BL,,https://cdna.pcpartpicker.com/static/forever/images/product/f8ef97f85538a19167c7d6d2df3b227d.256p.jpg,700 RPM,13.4 - 19 dB,,,,0
Thermaltake CLP0596,,800,2000,800 - 2000 RPM,21 - 44 dB,,,,0
Phanteks PH-TC14CS_BK,,700,700 RPM,13.4 - 19 dB,,,,5
Enermax ELC120-TB,,800,2200,800 - 2200 RPM,17.3 - 31.2 dB,120,120 mm,120 mm,0
Enermax ELC120-TA,,800,2200,800 - 2200 RPM,18.5 - 32.8 dB,120,120 mm,120 mm,0
Phanteks PH-TC90LS,,1000,2500,1000 - 2500 RPM,19 - 26 dB,,,,4
Phanteks PH-TC12DX_RD,,600,1800,600 - 1800 RPM,21.9 - 27.6 dB,,,,4.5
Zalman LQ-320,,900,2000,900 - 2000 RPM,120,120,120 mm,120 mm,4.5
Zalman LQ-315,,900,2000,900 - 2000 RPM,120,120,120 mm,120 mm,4.5
Zalman CNPS9900 D/F,,900,1400,900 - 1400 RPM,19 - 27 dB,,,,0
Zalman CNPS7000V(AL)-1-PWM,,800,2600,800 - 2600 RPM,20 - 32 dB,,,,3
Titan TTC-NC55TZ/RB,,https://cdna.pcpartpicker.com/static/forever/images/product/d5b8a49bacc7595c3c0df064cb01fdfb.med.256p.jpg,1800 - 2200 RPM,28.8 - 38 dB,,,,0
Gelid Solutions Silent Spirit,,900,2400,900 - 2400 RPM,10 - 25.8 dB,,,,0
ARCTIC Freezer i30 CO,,400,1350,400 - 1350 RPM,,,,,0
Swiftech H220,,1200,3000,1200 - 3000 RPM,16 - 33 dB,240,240 mm,240 mm,4
Cooler Master Eisberg 120L Prestige,,1600,1600 RPM,20.5 dB,120,120 mm,120 mm,3
Cooler Master Eisberg 240L Prestige,,1600,1600 RPM,20.5 dB,240,240 mm,240 mm,2
Cooler Master RR-T812-24PK-R2,,600,2400,600 - 2400 RPM,19 - 40 dB,,,,0
Gelid Solutions Black Edition,,750,1600,750 - 1600 RPM,25.4 - 25.5 dB,,,,0
Silverstone AR01,,1000,2200,1000 - 2200 RPM,16.39 - 33.5 dB,,,,4.5
Prolimatech PRO-GNSS-BK,,,0,0 dB,,,,5
Silverstone TD02,,1500,2500,1500 - 2500 RPM,16 - 33.5 dB,240,240 mm,240 mm,0
Silverstone TD03,,1500,2500,1500 - 2500 RPM,16 - 33.5 dB,120,120 mm,120 mm,4
Thermaltake Water 3.0 Extreme,,1000,2000,1000 - 2000 RPM,20 dB,240,240 mm,240 mm,4
Thermaltake NiC C5,,https://cdna.pcpartpicker.com/static/forever/images/product/37902f16a7bb7ba2b003008eb1f3f634.256p.jpg,1000 - 2000 RPM,20 - 39.9 dB,,,,4
Zalman CNPS90F,,2300,2300 RPM,29 dB,,,,0
Enermax ETS-T40-BK,,800,1800,800 - 1800 RPM,16 - 26 dB,,,,4.5
Thermaltake CLP0605,,800,1600,800 - 1600 RPM,18 - 30.2 dB,,,,3.5
Thermalright TS-120M(BW),,https://cdna.pcpartpicker.com/static/forever/images/product/edc2565d83dc9fb675749a360cf5c087.med.256p.jpg,600 - 1300 RPM,24.5 dB,,,,0
Thermalright TS-140,,https://cdna.pcpartpicker.com/static/forever/images/product/d34c11801ba40256b4ce5fb20c4dadc0.256p.jpg,900 - 1300 RPM,17 - 21 dB,,,,4
Scythe SCKC-3000,,500,1300,500 - 1300 RPM,13 - 30.7 dB,,,,4
Scythe Mugen 4,,400,1400,400 - 1400 RPM,5.3 - 28 dB,,,,4.5
Xigmatek Praeton LD963,,1200,2800,1200 - 2800 RPM,22 dB,,,,0
Thermalright HR-02 Rev.A(BW),,900,1300,900 - 1300 RPM,17 - 21 dB,,,,5
Gelid Solutions Siberian Pro,,900,2200,900 - 2200 RPM,10 - 23.5 dB,,,,0
Antec KUHLER H2O 950,59.13,,,,120,120 mm,120 mm,0
ARCTIC Freezer A11,68,https://cdna.pcpartpicker.com/static/forever/images/product/0996462fd90516d032c4ec2b76b97027.256p.jpg,500 - 2000 RPM,22.5 dB,,,,4
Enermax ELC-LM120S-TAA,,2500,2500 RPM,30 dB,120,120 mm,120 mm,0
Thermaltake NiC L31,,500,1800,500 - 1800 RPM,18 - 34.79 dB,,,,4
Thermaltake NiC L32,,500,1800,500 - 1800 RPM,18 - 38.4 dB,,,,0
Thermaltake CLP0604,,1200,2100,1200 - 2100 RPM,21 - 48 dB,,,,0
Thermalright HR-22,,,,,,,,0
Thermalright TRUE Spirit 90M Rev.A,,800,2000,800 - 2000 RPM,27 dB,,,,0
RAIJINTEK THEMIS Evo,51.97,1000,1500,1000 - 1500 RPM,24.53 dB,,,,0
RAIJINTEK EreBoss,,https://cdna.pcpartpicker.com/static/forever/images/product/d20c1dc50011d2ddca073a0dad28da58.256p.jpg,600 - 1400 RPM,28 dB,,,,4
RAIJINTEK ZELOS,,800,1400,800 - 1400 RPM,20 dB,,,,0
RAIJINTEK RHEA,,800,2200,800 - 2200 RPM,27.9 dB,,,,4
RAIJINTEK EREBOSS BLACK,,https://cdna.pcpartpicker.com/static/forever/images/product/88dcf6d1078500fa6e50b82df5c9a137.256p.jpg,650 - 1400 RPM,28 dB,,,,0
RAIJINTEK AIDOS BLACK,,1000,2200,1000 - 2200 RPM,28.87 dB,,,,4
Zalman Reserator 3 MAX Dual,,1000,2300,1000 - 2300 RPM,23.2 - 46.6 dB,240,240 mm,240 mm,0
LEPA LPALV12-BK,,2200,2200 RPM,23 dB,,,,0
Zero Infinity Shiva,,2200,2200 RPM,,,,,0
Scythe Ashura Shadow,,500,1300,500 - 1300 RPM,13 - 30.7 dB,,,,0
Deepcool GABRIEL,,https://cdna.pcpartpicker.com/static/forever/images/product/66e5a6152a9ea4fe9a60afce975a5aa4.256p.jpg,900 - 1800 RPM,18.2 - 32.4 dB,,,,4
Deepcool GAMMAXX 200,,900,2200,900 - 2200 RPM,17.8 - 34.6 dB,,,,4
Deepcool CAPTAIN 240,,600,2200,600 - 2200 RPM,17.6 - 39.29 dB,240,240 mm,240 mm,4
RAIJINTEK TRITON RED,,https://cdna.pcpartpicker.com/static/forever/images/product/02d822d6341f5ca03fd85be10caae09f.256p.jpg,1000 - 2600 RPM,21.6 - 36.6 dB,240,240 mm,240 mm,0
Thermaltake CL-P008-AL09WT-A,,1800,1800 RPM,21 dB,,,,0
Thermaltake Gravity A1,,1800,1800 RPM,22.3 dB,,,,0
Swiftech H240-X,,700,1800,700 - 1800 RPM,8.3 - 28.8 dB,280,280 mm,280 mm,4.5
Prolimatech Basic 65,,https://cdna.pcpartpicker.com/static/forever/images/product/eb92224f0dfa5bf101e4625ffc5acf45.256p.jpg,600 - 1600 RPM,,,,,0
Prolimatech Basic 68,,https://cdna.pcpartpicker.com/static/forever/images/product/b2159b380ae2e426103f7f2bd75f29f8.256p.jpg,600 - 1600 RPM,,,,,0
Prolimatech Basic 81,,600,1600,600 - 1600 RPM,,,,,0
