name,price,image,fan_rpm,noise_level,color,radiator_size,size,rating
Zalman 9500A,,1350,2600,1350 - 2600 RPM,18 - 27 dB,,,,3.5
Zalman CNPS 7500 AlCu LED,,1150,2300,1150 - 2300 RPM,17 - 32 dB,,,,5
Zalman CNPS9900MAX-R,,900,1700,900 - 1700 RPM,18 - 30 dB,,,,4.5
Zalman CNPS 9700 NT,,1250,2800,1250 - 2800 RPM,19.5 - 35 dB,,,,0
Xion XON-HP9310P,,1000,3000,1000 - 3000 RPM,16 - 25.3 dB,,,,0
Rosewill RCX-Z1,,https://cdna.pcpartpicker.com/static/forever/images/product/97d2ea57afbe5f1d262aa7f58cc3b05d.256p.jpg,1700 - 3100 RPM,18 - 33.4 dB,,,,4.5
Rosewill RCX-Z775-LP,,600,2600,600 - 2600 RPM,16 - 24.5 dB,,,,5
Scythe SCNJ-3000,,470,1900,470 - 1900 RPM,9.8 - 27.3 dB,,,,0
Scythe SCSMZ-2000,,300,2500,300 - 2500 RPM,7.2 - 31.07 dB,,,,0
Silverstone NT06-E,,,0,0 dB,,,,3
Zalman CNPS9500 AT,,https://cdna.pcpartpicker.com/static/forever/images/product/2a1c526fc69d61537c39f6c013bd3851.256p.jpg,1300 - 2650 RPM,18 - 27.5 dB,,,,4.5
Xigmatek EP-CD901,,1200,2500,1200 - 2500 RPM,28 dB,,,,0
Zalman CNPS11X Extreme,,1000,1950,1000 - 1950 RPM,17 - 33 dB,,,,3
Cooler Master DI5-9HDSC-A1-GP,,2200,2200 RPM,23.8 dB,,,,0
Evercool NI01-9525EP,,https://cdna.pcpartpicker.com/static/forever/images/product/3fc1f1c229547a360ccce5b4a8b097bb.med.256p.jpg,2600 RPM,33 dB,,,,0
Scythe SCKZT-1000,,800,3300,800 - 3300 RPM,8.2 - 32.5 dB,,,,0
ARCTIC Freezer 13 Limited Edition,,https://cdna.pcpartpicker.com/static/forever/images/product/29cf7ce7eb49214f135b82ad9f3d5d4f.256p.jpg,600 - 2000 RPM,,,,,4.5
Xigmatek Prime SD1484,,800,1200,800 - 1200 RPM,18 dB,,,,0
Logisys MC3001IE,,900,2200,900 - 2200 RPM,17.8 - 34.6 dB,,,,5
Thermalright U120eXtrem1366RT R-C,,1600,1600 RPM,28 dB,,,,0
Scythe SCMG-3000,,300,1600,300 - 1600 RPM,26.5 dB,,,,4
Cooler Master Hyper 612 PWM,,600,2000,600 - 2000 RPM,9 - 36 dB,,,,5
ARCTIC Alpine 11 GT Rev. 2,,https://cdna.pcpartpicker.com/static/forever/images/product/0acae70c2d2415ec33b79cdf61a41b5e.256p.jpg,500 - 2000 RPM,,,,,4.5
Enermax ETS-T40-TB,,800,1800,800 - 1800 RPM,10 - 21 dB,,,,4.5
Gelid Solutions Siberian,,900,2200,900 - 2200 RPM,10 - 22.5 dB,,,,3.5
Zalman CNPS12X,,https://cdna.pcpartpicker.com/static/forever/images/product/9d435099032244ffce9b89801e730260.256p.jpg,850 - 1200 RPM,22 - 24 dB,,,,4.5
Zalman CNPS9500A-LED,34.99,1350,2600,1350 - 2600 RPM,18 - 27.5 dB,,,,4
Syba CL-CNL-EOLE802,12.7,2200,2200 RPM,25 dB,,,,0
Cooler Master Hyper 612,,https://cdna.pcpartpicker.com/static/forever/images/product/a421d54123da4bf47e6e3f59f3b1fdde.med.256p.jpg,600 - 2000 RPM,9 - 36 dB,,,,5
Cooler Master Gemin II S524,,800,1800,800 - 1800 RPM,15.1 - 31.6 dB,,,,4
SilenX EFZ-80HA3,,2200,2200 RPM,8 - 24 dB,,,,3.5
Zalman ZM-CNPS14X,,950,1350,950 - 1350 RPM,17 - 21 dB,,,,0
Thermaltake Contac 16,,https://cdna.pcpartpicker.com/static/forever/images/product/a3c07565a88fe6a95e3cda73a9d1bc13.256p.jpg,2400 RPM,30 dB,,,,4
Phanteks PH-TC14CS_RD,,1300,1300 RPM,13.4 - 19 dB,,,,0
Silverstone SST-HE01,,500,2000,500 - 2000 RPM,18 - 41 dB,,,,0
ARCTIC Alpine 11,,900,2000,900 - 2000 RPM,14 dB,,,,3
Zalman CNPS8000B,,https://cdna.pcpartpicker.com/static/forever/images/product/b05382f40234118aa199e2dc8c4dd04a.256p.jpg,1400 - 2800 RPM,20 - 32 dB,,,,0
Masscool 8W2002F1M4,,800,2800,800 - 2800 RPM,20 - 34 dB,,,,0
SilenX EFZ-120HA5,,1600,1600 RPM,8 - 24 dB,,,,5
Cooler Master GeminII M4,,500,1600,500 - 1600 RPM,8 - 30 dB,,,,4
Prolimatech PRO-MGH-B,,https://cdna.pcpartpicker.com/static/forever/images/product/fdc82b06a35b628c62ea0c4c034fae47.256p.jpg,,,,,,0
Masscool 8W5020F1M,,800,2800,800 - 2800 RPM,20 - 34 dB,,,,0
Scythe SCKC-2000,,500,1300,500 - 1300 RPM,9.6 - 24.7 dB,,,,0
Scythe SCKTN-4000,,300,2500,300 - 2500 RPM,7.2 - 31.07 dB,,,,4
Xigmatek Dark Knight SD1283,,https://cdna.pcpartpicker.com/static/forever/images/product/635184748b3bdae04838c2e25892a8a8.med.256p.jpg,1000 - 2200 RPM,30.1 dB,,,,5
Silverstone HE02,,,,,,,,0
NZXT Respire T40,,1300,1800,1300 - 1800 RPM,26.5 - 34 dB,,,,4.5
Zalman LQ-310,,900,2000,900 - 2000 RPM,120,120,120 mm,120 mm,3.5
Phanteks PH-TC12DX_BL,,600,1800,600 - 1800 RPM,21.9 - 27.6 dB,,,,5
Evercool HPO-12025,,https://cdna.pcpartpicker.com/static/forever/images/product/49bcd9cc3d8ccda4d823c4cd2091031e.med.256p.jpg,1400 - 2200 RPM,16 - 38 dB,,,,0
Evercool HPQ-12025,,https://cdna.pcpartpicker.com/static/forever/images/product/42ec493a7ae871215808e6b77b4500f6.med.256p.jpg,800 - 2200 RPM,38.1 dB,,,,0
Dynatron R24,42.95,1500,7000,1500 - 7000 RPM,16 - 47.5 dB,,,,0
Silverstone AR02,,1200,2800,1200 - 2800 RPM,16 - 24 dB,,,,4
Silverstone AR03,,1000,2200,1000 - 2200 RPM,16.39 - 33.5 dB,,,,4
Thermaltake Water 3.0 Pro,,https://cdna.pcpartpicker.com/static/forever/images/product/48239600f4d1858c7cbeb5f96f7ba113.med.256p.jpg,1000 - 2000 RPM,20 dB,120,120 mm,120 mm,4.5
Zalman CNPS80F,60.35,2500,2500 RPM,23.8 dB,,,,4
be quiet! Shadow Rock Pro SR1,,1500,1500 RPM,7.8 - 21.4 dB,,,,0
be quiet! Shadow Rock Topflow SR1,,1500,1500 RPM,9.6 - 24.4 dB,,,,0
Thermaltake CLP0606,,800,1600,800 - 1600 RPM,18 - 30.2 dB,,,,4
ARCTIC Alpine 7 GT,,https://cdna.pcpartpicker.com/static/forever/images/product/a96523301e61b84786a75d17076ea551.med.256p.jpg,2000 RPM,25 dB,,,,0
Thermaltake CLW0214,,1200,2500,1200 - 2500 RPM,20 - 43 dB,120,120 mm,120 mm,0
Enermax ETS-T40-W,,2200,2200 RPM,31.2 dB,,,,4.5
Titan TTC-NK85TZ/CS2,,https://cdna.pcpartpicker.com/static/forever/images/product/413d208b6f463cf1e1cf19ae204f312c.256p.jpg,800 - 2200 RPM,15 - 35 dB,,,,5
Swiftech H320,,800,1800,800 - 1800 RPM,16 - 33 dB,360,360 mm,360 mm,4
Gelid Solutions Slimhero,40.89,750,1600,750 - 1600 RPM,12 - 25.4 dB,,,,4
Dynatron R17,80.42,1000,2500,1000 - 2500 RPM,17 - 31.92 dB,,,,0
Thermalright TS-120M,,https://cdna.pcpartpicker.com/static/forever/images/product/8bd7d53cde3ea0e60b6bc4ea883f3dfe.256p.jpg,700 - 1500 RPM,17 - 28.5 dB,,,,0
Zalman Reserator 3 MAX,,https://cdna.pcpartpicker.com/static/forever/images/product/f7c022f7698168d13fd4db8a0095a1f7.256p.jpg,1000 - 2200 RPM,18.89 - 36.7 dB,120,120 mm,120 mm,0
Cooler Master Glacer 240L,,2400,2400 RPM,19 - 40.33 dB,240,240 mm,240 mm,4.5
Antec KUHLER H2O 1250,,600,2400,600 - 2400 RPM,16 - 38 dB,240,240 mm,240 mm,5
Thermalright Macho Rev.A.,,900,1300,900 - 1300 RPM,17 - 21 dB,,,,4
Thermalright Macho-120,,900,1300,900 - 1300 RPM,17 - 21 dB,,,,0
Intel BXRTS2011AC,,1000,3000,1000 - 3000 RPM,,,,,5
Masscool 8W2002B1M4,,800,2800,800 - 2800 RPM,20 - 34 dB,,,,0
Enermax Liqtech 120X,,600,2500,600 - 2500 RPM,15 - 30 dB,120,120 mm,120 mm,0
Enermax Liqtech 240,,2500,2500 RPM,30 dB,240,240 mm,240 mm,4.5
Enermax ETS-N30-HE,,800,2800,800 - 2800 RPM,16 - 28 dB,,,,0
Enermax ETS-N30-TAA,,800,2800,800 - 2800 RPM,16 - 27 dB,,,,0
Xigmatek Janus LD1266,,1200,1200 RPM,19.2 - 22.4 dB,,,,0
Zalman CNPS7000-AlCu,,1350,2400,1350 - 2400 RPM,17 - 24 dB,,,,2.5
CRYORIG C1,,https://cdna.pcpartpicker.com/static/forever/images/product/b656c5de128ce780f6b4b9b74b24e814.256p.jpg,700 - 1300 RPM,24 dB,,,,4.5
Thermalright SILVER ARROW IB-E,,https://cdna.pcpartpicker.com/static/forever/images/product/86b96f051c6d52b7438dabf2582a5d10.256p.jpg,900 - 1300 RPM,21 - 25 dB,,,,5
Thermalright Venomous X RT Rev.SB-E,,700,1500,700 - 1500 RPM,17 - 28.5 dB,,,,0
RAIJINTEK THEMIS,48.36,1000,1500,1000 - 1500 RPM,24.53 dB,,,,3.5
RAIJINTEK TISIS,,https://cdna.pcpartpicker.com/static/forever/images/product/9dfa5337a5e0de993bbbc2a619a00557.256p.jpg,600 - 1000 RPM,23 dB,,,,5
RAIJINTEK PALLAS Red,,https://cdna.pcpartpicker.com/static/forever/images/product/9ce0feecc4ce2e5e7ebdc7c4222f5df0.256p.jpg,650 - 1400 RPM,28 dB,,,,4
RAIJINTEK AIDOS,,1000,2200,1000 - 2200 RPM,28.87 dB,,,,4.5
Deepcool LUCIFER,,700,1400,700 - 1400 RPM,17.8 - 31.1 dB,,,,5
Deepcool CAPTAIN 120,,600,2200,600 - 2200 RPM,17.6 - 39.29 dB,120,120 mm,120 mm,3
RAIJINTEK TRITON BLUE,,https://cdna.pcpartpicker.com/static/forever/images/product/af3f7d879b471ffc4f63a4eefd5de969.256p.jpg,1000 - 2600 RPM,21.6 - 36.6 dB,240,240 mm,240 mm,5
Akasa Venom Medusa,,https://cdna.pcpartpicker.com/static/forever/images/product/fe6cbc72f3f3d95e053b44f3deac59c9.med.256p.jpg,500 - 1600 RPM,6.9 - 28.9 dB,,,,0
Gelid Solutions GX7,,750,1800,750 - 1800 RPM,12 - 28 dB,,,,0
Prolimatech Basic 48,,1000,2000,1000 - 2000 RPM,,,,,0
Fractal Design Kelvin S24,,https://cdna.pcpartpicker.com/static/forever/images/product/261f3a198b50e599a71d78a11a19f058.256p.jpg,800 - 1700 RPM,26.9 dB,240,240 mm,240 mm,0
Cooler Master Hyper 612 Ver.2,,https://cdna.pcpartpicker.com/static/forever/images/product/2edfb632035b5a04f0985003da9f3827.med.256p.jpg,800 - 1300 RPM,11 - 20 dB,,,,4
LEPA AquaChanger 120,,https://cdna.pcpartpicker.com/static/forever/images/product/ed6d2d39815d9fadbe7fab19368c65ae.256p.jpg,500 - 2300 RPM,14 - 35 dB,120,120 mm,120 mm,4
Scythe Mugen MAX,,500,1300,500 - 1300 RPM,13 - 30.7 dB,,,,4
Akasa Venom Voodoo,,https://cdna.pcpartpicker.com/static/forever/images/product/ab9ebd7ce946e451a475b9ac0378473b.256p.jpg,600 - 1900 RPM,6.9 - 28.9 dB,,,,4
Xigmatek Apache II,,1200,2500,1200 - 2500 RPM,28 dB,,,,0
Thermalright Macho Rev.A(BW),,300,1300,300 - 1300 RPM,15 - 21 dB,,,,0
SilentiumPC Grandis XE1236,,500,1500,500 - 1500 RPM,21 dB,,,,0
Silverstone TD03-LITE,,1500,2500,1500 - 2500 RPM,18 - 35 dB,120,120 mm,120 mm,0
Deepcool Maelstrom 120K,,600,1800,600 - 1800 RPM,18.2 - 32.4 dB,120,120 mm,120 mm,4.5
LEPA EXllusion 240,,500,1800,500 - 1800 RPM,14 - 30 dB,240,240 mm,240 mm,4
Thermalright TRUE Spirit 140 (BW),,300,1300,300 - 1300 RPM,15 - 21 dB,,,,0
Gelid Solutions Polar,,https://cdna.pcpartpicker.com/static/forever/images/product/83832c30c21b22e4c7bd465af158dbf7.256p.jpg,1400 - 2000 RPM,16 - 28.9 dB,,,,0
Thermalright AXP-100 Muscle,,https://cdna.pcpartpicker.com/static/forever/images/product/db6c6ae5a7cff5d070bc2f919be73833.256p.jpg,900 - 2500 RPM,22 - 30 dB,,,,4.5
Thermalright AXP-100R,,https://cdna.pcpartpicker.com/static/forever/images/product/dc2b75917090ae4dc288bef243f4d431.256p.jpg,900 - 2500 RPM,22 - 30 dB,,,,0
ID-COOLING FI-VC Twin,,800,1800,800 - 1800 RPM,16.2 - 32.6 dB,,,,0
ID-COOLING SE-204,,800,1800,800 - 1800 RPM,16.2 - 29.2 dB,,,,0
ID-COOLING SE-204K,,800,1800,800 - 1800 RPM,16.2 - 29.2 dB,,,,5
ID-COOLING SE-802,,2200,2200 RPM,23.3 dB,,,,0
Cooler Master V8 Ver.2,,1600,1600 RPM,36 dB,,,,5
Silverstone SST-AR07,,https://cdna.pcpartpicker.com/static/forever/images/product/944c3105e4132e66567adc79d9f5e53f.256p.jpg,800 - 1500 RPM,16.5 - 30.8 dB,,,,0
Thermalright Macho X2 Limited Edition,,800,800 RPM,15 dB,,,,5
Thermalright Archon IB-E X2,,https://cdna.pcpartpicker.com/static/forever/images/product/1c34e1bcb2236ab9da307d3da0f73560.256p.jpg,900 - 1300 RPM,17 - 21 dB,,,,0
Thermaltake Riing Silent 12 Blue,,https://cdna.pcpartpicker.com/static/forever/images/product/8a1a3a05f547644622d95773768d8a50.256p.jpg,300 - 1400 RPM,13 - 18 dB,,,,5
be quiet! Silent Loop 240,,https://cdna.pcpartpicker.com/static/forever/images/product/53abd0b6f7ae35605c98e6e1d937c8c5.256p.jpg,2000 RPM,16.1 - 36.9 dB,240,240 mm,240 mm,5
Alpenföhn ATLAS,,400,1800,400 - 1800 RPM,8 - 24.3 dB,,,,0
Enermax ETS-T50 AXE (Black),,https://cdna.pcpartpicker.com/static/forever/images/product/8bb56073159994057df8989670b6f7d2.256p.jpg,800 - 1800 RPM,18.9 - 25 dB,,,,5
Enermax ETS-T50 AXE (White),,800,1800,800 - 1800 RPM,18.9 - 25 dB,,,,5
Thermaltake Contac 39,,800,2000,800 - 2000 RPM,15 - 33.2 dB,,,,0
Deepcool CAPTAIN 120EX RGB,,500,1800,500 - 1800 RPM,17.6 - 31.3 dB,120,120 mm,120 mm,4
Gelid Solutions Rev. 4 Tranquillo,44.06,750,1600,750 - 1600 RPM,12 - 26.7 dB,,,,0
Gelid Solutions Rev. 2 Tranquillo,44.96,750,1500,750 - 1500 RPM,12 - 25.5 dB,,,,0
Cooltek LP53,,1000,2100,1000 - 2100 RPM,16 - 27.1 dB,,,,0
ID-COOLING IS-40V3,,600,2500,600 - 2500 RPM,14 - 33 dB,,,,0
FSP Group Windale 6,,600,1600,600 - 1600 RPM,32 dB,,,,0
ARCTIC Freezer 33 TR (Black/White),,https://cdna.pcpartpicker.com/static/forever/images/product/74d8cc40d91f50c0d4e1e0a17fba873d.256p.jpg,200 - 1800 RPM,24.4 dB,,,,5
ARCTIC Freezer 33 eSports Edition (Black/White),,200,1800,200 - 1800 RPM,24.4 dB,,,,4
ARCTIC Freezer 33 eSports Edition (Black/Green),,200,1800,200 - 1800 RPM,24.4 dB,,,,0
ARCTIC Freezer 33 CO,49,https://cdna.pcpartpicker.com/static/forever/images/product/645bf665098f3c35618e134c13dd5278.256p.jpg,22.5,22.5 dB,,,,0
Enermax ETS-N30R-TAA,,800,2800,800 - 2800 RPM,16 - 27 dB,,,,5
Deepcool CAPTAIN 360EX WHITE RGB,,500,1800,500 - 1800 RPM,17.6 - 31.3 dB,360,360 mm,360 mm,4.5
Deepcool CAPTAIN 240EX RGB WH,,https://cdna.pcpartpicker.com/static/forever/images/product/0477ab146b1be759c0d16a156356b5bd.256p.jpg,500 - 1800 RPM,17.6 - 31.3 dB,White / Black,240 mm,240 mm,4
Enermax LIQTECH TR4 280,,500,1500,500 - 1500 RPM,14 - 25 dB,Black,280 mm,280 mm,3
RAIJINTEK LETO B,,https://cdna.pcpartpicker.com/static/forever/images/product/4bb0a473eb5e5b48ba5c1b00ab970b11.256p.jpg,800 - 1800 RPM,29 dB,Black / Blue,,,0
ID-COOLING AURAFLOW 120 SNOW,,https://cdna.pcpartpicker.com/static/forever/images/product/d122b3a53f88351427c179b9a8e3aff5.256p.jpg,700 - 1800 RPM,18 - 35.2 dB,White,120 mm,120 mm,0
ID-COOLING AURAFLOW 240 SNOW,,https://cdna.pcpartpicker.com/static/forever/images/product/a136ae4cc7ffb423fbbc42b38a4f53c6.256p.jpg,700 - 1800 RPM,18 - 35.2 dB,White,240 mm,240 mm,4.5
Enermax Liqfusion 240,,https://cdna.pcpartpicker.com/static/forever/images/product/af912940c0fcb57a5e29cb4f40b0ab2b.256p.jpg,500 - 2000 RPM,14 - 28 dB,Black,240 mm,240 mm,3.5
Cooler Master MasterAir MA620P TUF Gaming Edition,,600,1800,600 - 1800 RPM,6 - 31 dB,Black / Yellow,,,0
Scythe SCIOR-1000,,https://cdna.pcpartpicker.com/static/forever/images/product/ef2c7be54e3cfec8f86de327dfd87237.256p.jpg,300 - 1800 RPM,4.5 - 26.7 dB,Black / Silver,,,0
Cooler Master MA621P TR4,,https://cdna.pcpartpicker.com/static/forever/images/product/4fac2f9b09c673af00dff70b5ce5b170.256p.jpg,600 - 1800 RPM,31 dB,Black / Silver,,,5
SilentiumPC Fera 3 HE1224 v2,,500,1600,500 - 1600 RPM,,,,,4
Scythe Kotetsu Mark II,121.13,300,1200,300 - 1200 RPM,4 - 24.9 dB,,,,0
Antec Mercury 120 RGB,,https://cdna.pcpartpicker.com/static/forever/images/product/a8cf7dfdd1f14038284955f6b00f240a.256p.jpg,900 - 1800 RPM,36 dB,Black / White,120 mm,120 mm,0
Antec Mercury 120,,900,1800,900 - 1800 RPM,30 dB,Black / White,120 mm,120 mm,0
LEPA NEOllusion-RGB M/B Sync,,400,1800,400 - 1800 RPM,14 - 33 dB,Black,,,5
Cooler Master Hyper H410R,,https://cdna.pcpartpicker.com/static/forever/images/product/dca6c2cc3412467138089478ed11141b.256p.jpg,600 - 2000 RPM,29.4 dB,Black / Red,,,0
Enermax Liqtech TR4 II 240,,https://cdna.pcpartpicker.com/static/forever/images/product/bf833592412ff4932bf6239b727170cf.256p.jpg,500 - 2300 RPM,14 - 28 dB,Black,240 mm,240 mm,3
Deepcool NEPTWIN WHITE,,https://cdna.pcpartpicker.com/static/forever/images/product/7266a70d5e42497065d3c0afe1f01b57.256p.jpg,900 - 1500 RPM,17.8 - 30 dB,White,,,4
Silverstone NT06-PRO-V2,80.34,https://cdna.pcpartpicker.com/static/forever/images/product/b7dc08bc19a0a190e0e10581bf68a77a.256p.jpg,1000 - 2200 RPM,Silver / Black,Silver / Black,,,0
Alphacool EISBAER LT120,,https://cdna.pcpartpicker.com/static/forever/images/product/bebaeb82326042fb54af975e64ed0c52.256p.jpg,550 - 1700 RPM,29 dB,Black,120 mm,120 mm,0
Enermax Liqtech II 360,,https://cdna.pcpartpicker.com/static/forever/images/product/1eda8454526ace4c217b8bc9622105b5.256p.jpg,500 - 2300 RPM,14 - 28 dB,Black,360 mm,360 mm,5
Jonsbo CR-201 HIVES (Black),,https://cdna.pcpartpicker.com/static/forever/images/product/338f35033066de11661286026b2c994b.256p.jpg,800 - 1500 RPM,18.5 - 30.8 dB,Black,,,0
Jonsbo CR-201 HIVES (White),,https://cdna.pcpartpicker.com/static/forever/images/product/5304e7f314efcd2f04b1c32b2a10c7c5.256p.jpg,800 - 1600 RPM,18 - 26.1 dB,White,,,0
CRYORIG H7 ULTRA,,https://cdna.pcpartpicker.com/static/forever/images/product/6dde616ece70021b5613bc83fe3a8bb5.256p.jpg,300 - 1600 RPM,25 dB,Black / Silver,,,0
Thermalright AXP-200 Muscle,,https://cdna.pcpartpicker.com/static/forever/images/product/91fa1bd6d2ec23749f9134742cb62011.256p.jpg,700 - 1300 RPM,Black / White,Black / White,,,0
Deepcool Captain 240 Pro,,https://cdna.pcpartpicker.com/static/forever/images/product/e4743f081b9727b5367cff06ae191686.256p.jpg,500 - 1800 RPM,30 dB,Black,240 mm,240 mm,0
Deepcool GAMMAXX GT TGA,,500,1500,500 - 1500 RPM,17.8 - 27 dB,Black / Silver,,,4
Thermalright SilverArrow T8,,600,1800,600 - 1800 RPM,19 - 25 dB,Silver / Red,,,0
Thermalright MACHO Rev.C,,600,1500,600 - 1500 RPM,19 - 23 dB,Silver / Black,,,5
GameMax Iceberg 120,,https://cdna.pcpartpicker.com/static/forever/images/product/ea0c22fc54dbbe0e984d7dd239b9a1cb.256p.jpg,600 - 1800 RPM,25 - 32 dB,Black,120 mm,120 mm,0
Cooler Master MasterLiquid ML360P Silver Edition ARGB,,https://cdna.pcpartpicker.com/static/forever/images/product/8163ebc861faa75205ff90fb3c4b4983.256p.jpg,650 - 1800 RPM,8 - 30 dB,Silver / Black,360 mm,360 mm,4
Enermax Liqfusion 360,,https://cdna.pcpartpicker.com/static/forever/images/product/0e13b4f3d26a02c59ad8f9dd991873b2.256p.jpg,500 - 2000 RPM,14 - 28 dB,Black,360 mm,360 mm,0
Jonsbo HP-400,,https://cdna.pcpartpicker.com/static/forever/images/product/37f9cebb4ae2c0e592c07f3329e85ca9.256p.jpg,800 - 3000 RPM,14 - 33 dB,Blue / White,,,0
Gelid Solutions Phantom Black,,https://cdna.pcpartpicker.com/static/forever/images/product/2130e6b54fbb3521c04699ca8feb47c5.256p.jpg,750 - 1600 RPM,12 - 26.7 dB,Black / Silver,,,4
upHere ACC92CF,,600,1700,600 - 1700 RPM,16.1 - 27.7 dB,Black,,,0
upHere CCF150CF,,600,1800,600 - 1800 RPM,16.1 - 27.7 dB,Black,,,0
upHere CCF150ARGB,,600,1800,600 - 1800 RPM,16.1 - 27.7 dB,Black,,,2
upHere AC12,,600,1750,600 - 1750 RPM,16.1 - 27.7 dB,Black,,,5
upHere AC12BE,,600,1750,600 - 1750 RPM,16.1 - 27.7 dB,Black,,,0
upHere CC1201 Red,,600,1700,600 - 1700 RPM,16.1 - 27.7 dB,Black / White,120 mm,120 mm,0
upHere CC120RGB,,600,1700,600 - 1700 RPM,16.1 - 27.7 dB,Black / White,120 mm,120 mm,0
RAIJINTEK THEMIS BLACK,,https://cdna.pcpartpicker.com/static/forever/images/product/1c4f8882e94c6bbad50ed0b5b7636c73.256p.jpg,1000 - 1500 RPM,24.53 dB,Black / Silver,,,0
Fractal Design Celsius+ S36 Dynamic X2 PWM,,https://cdna.pcpartpicker.com/static/forever/images/product/5a51bc7ba5d80afbc0a0ebc0aad3f0df.256p.jpg,500 - 2000 RPM,32.2 dB,Black,360 mm,360 mm,4
SilentiumPC Navis RGB 360,,500,1600,500 - 1600 RPM,Black / White,Black / White,360 mm,360 mm,0
ID-COOLING SE-207,,https://cdna.pcpartpicker.com/static/forever/images/product/1cad906c83a4aa59b0f9fa4b196b02e7.256p.jpg,700 - 1800 RPM,18 - 35.2 dB,Black / White,,,0
Reeven Justice II,,300,1200,300 - 1200 RPM,5.83 - 25.1 dB,Black / Silver,,,0
ARCTIC Freezer i13 X CO,,300,2000,300 - 2000 RPM,Black / White,Black / White,,,5
ARCTIC Freezer A13 X CO,,300,2000,300 - 2000 RPM,Black / White,Black / White,,,5
RAIJINTEK Orcus 120,,https://cdna.pcpartpicker.com/static/forever/images/product/5b9f2df4faa2f043cba9d07edaa60b78.256p.jpg,800 - 1800 RPM,23 dB,Black,120 mm,120 mm,0
RAIJINTEK EOS 240 RBW,,https://cdna.pcpartpicker.com/static/forever/images/product/4a381cb6c4231628a99416562e8acb43.256p.jpg,800 - 1800 RPM,28 dB,Black,240 mm,240 mm,4
RAIJINTEK EOS 360 RBW,,https://cdna.pcpartpicker.com/static/forever/images/product/300af78b12c734ca00c289d30c3d0b72.256p.jpg,800 - 1800 RPM,28 dB,Black,360 mm,360 mm,0
Phanteks Glacier One 280MP,,https://cdna.pcpartpicker.com/static/forever/images/product/6c09f29a16791499ab20a1edd15386f4.256p.jpg,500 - 2000 RPM,18 - 39.1 dB,Black / White,280 mm,280 mm,5
Akasa X4,31.95,https://cdna.pcpartpicker.com/static/forever/images/product/13faf50148c65391f7711e2d6728e9cf.256p.jpg,600 - 2500 RPM,17 - 29.5 dB,Black / Silver,,,0
ID-COOLING DK,,500,1800,500 - 1800 RPM,14.2 - 25.6 dB,Black / Silver,,,0
Enermax AQUAFUSION 360,,https://cdna.pcpartpicker.com/static/forever/images/product/6e622c098a213b6b1d36771f6436e5a0.256p.jpg,500 - 2000 RPM,17 - 32.6 dB,Black,360 mm,360 mm,0
Deepcool CASTLE 240EX RGB,,500,1800,500 - 1800 RPM,35 dB,Black,240 mm,240 mm,0
Thermalright Assassin King 120 Mini,,1500,1500 RPM,25.2 dB,Black / Silver,,,0
Fractal Design Lumen S24 RGB,,https://cdna.pcpartpicker.com/static/forever/images/product/95f86d28fc4be5a9c6a81c95ea83aec4.256p.jpg,500 - 2000 RPM,10 - 33.2 dB,Black,240 mm,240 mm,3.5
Fractal Design Lumen S28 RGB,,https://cdna.pcpartpicker.com/static/forever/images/product/d39f941cc92e63b05c7de984d287dcd3.256p.jpg,500 - 1700 RPM,10 - 35.5 dB,Black,280 mm,280 mm,4
Fractal Design Lumen S36,,https://cdna.pcpartpicker.com/static/forever/images/product/b47d07d961f359b0ef384d0ed6fdd265.256p.jpg,500 - 2000 RPM,10 - 33.2 dB,Black,360 mm,360 mm,0
Iceberg Thermal IceSLEET X7 Dual,37.99,https://cdna.pcpartpicker.com/static/forever/images/product/e1a2fd18b682b56e74cedbbe7a7a6c8a.256p.jpg,500 - 1850 RPM,0 - 38 dB,Teal / Silver,,,0
Iceberg Thermal IceSLEET X5,29.99,https://cdna.pcpartpicker.com/static/forever/images/product/d35e68c932509051f104cb19f875ed1f.256p.jpg,500 - 1850 RPM,0 - 36 dB,Teal / Silver,,,0
Iceberg Thermal IceSLEET G4 Silent,19.99,https://cdna.pcpartpicker.com/static/forever/images/product/0da681596e194b9df4cd8e43dfefc337.256p.jpg,600 - 1200 RPM,20.5 dB,Black / Gray,,,0
Thermalright TA140 EX,,1800,1800 RPM,30.2 dB,Gray,,,0
Akasa Soho H4,49.95,https://cdna.pcpartpicker.com/static/forever/images/product/d43b64e765259c103383005ccc8346f0.256p.jpg,500 - 2000 RPM,14.2 - 31.8 dB,Black,,,0
Vetroo darkstorm M2,,1600,1600 RPM,26 dB,Black,,,0
Thermalright Ultra120EX REV.4,,2150,2150 RPM,28.1 dB,White,,,0
Thermalright Assassin X Plus,,1500,1500 RPM,25.6 dB,Black / Silver,,,0
ID-COOLING IS-47S,,https://cdna.pcpartpicker.com/static/forever/images/product/19abf354b151ceddb342527c7b57c9aa.256p.jpg,800 - 3600 RPM,17 - 35.8 dB,,,,4
ID-COOLING SE-903-SD,,https://cdna.pcpartpicker.com/static/forever/images/product/213ef2e7efd70e665c18a5310748e2f4.256p.jpg,2000 RPM,23.1 dB,,,,0
ID-COOLING SE-207-XT BLACK,,https://cdna.pcpartpicker.com/static/forever/images/product/a1d9fa92f647d40e766292c24554c607.256p.jpg,700 - 1800 RPM,15.2 - 35.2 dB,,,,0
