web_scraper_order,web_scraper_start_url,pagination,name,capacity,interface,rating,price,price2,price_gb,cache,name3,type,form_factor,price3,price4,capacity2,price_gb2,type2,form_factor2,interface2,cache2,name2,name4
"1784217285-405","https://uk.pcpartpicker.com/products/internal-hard-drive/","https://uk.pcpartpicker.com/products/internal-hard-drive/#page=63","Hitachi Ultrastar He8","Capacity8 TB","InterfaceSATA 6.0 Gb/s","(0)","Add","","Price / GB","Cache128 MB","(0)","Type7200 RPM","Form Factor3.5""","Add","","Capacity","Price / GB","Type","Form Factor","Interface","Cache","https://uk.pcpartpicker.com/static/forever/img/no-image.png",""
"1784217285-406","https://uk.pcpartpicker.com/products/internal-hard-drive/","https://uk.pcpartpicker.com/products/internal-hard-drive/#page=63","Seagate Exos X16","Capacity12 TB","InterfaceSATA 6.0 Gb/s","(0)","Add","","Price / GB","Cache256 MB","(0)","Type7200 RPM","Form Factor3.5""","Add","","Capacity","Price / GB","Type","Form Factor","Interface","Cache","https://uk.pcpartpicker.com/static/forever/img/no-image.png",""
"1784217285-407","https://uk.pcpartpicker.com/products/internal-hard-drive/","https://uk.pcpartpicker.com/products/internal-hard-drive/#page=63","Seagate Exos X16","Capacity10 TB","InterfaceSATA 6.0 Gb/s","(0)","Add","","Price / GB","Cache256 MB","(0)","Type7200 RPM","Form Factor3.5""","Add","","Capacity","Price / GB","Type","Form Factor","Interface","Cache","https://uk.pcpartpicker.com/static/forever/img/no-image.png",""
"1784217298-500","https://uk.pcpartpicker.com/products/internal-hard-drive/","https://uk.pcpartpicker.com/products/internal-hard-drive/#page=61","Toshiba MG08","Capacity14 TB","InterfaceSATA 6.0 Gb/s","(0)","Add","","Price / GB","Cache512 MB","(0)","Type7200 RPM","Form Factor3.5""","Add","","Capacity","Price / GB","Type","Form Factor","Interface","Cache","https://cdna.pcpartpicker.com/static/forever/images/product/63942a7b3637f62868aa4c29a954d522.256p.jpg","https://cdna.pcpartpicker.com/static/forever/images/product/63942a7b3637f62868aa4c29a954d522.256p.jpg"
"1784217298-515","https://uk.pcpartpicker.com/products/internal-hard-drive/","https://uk.pcpartpicker.com/products/internal-hard-drive/#page=61","Seagate SkyHawk AI","Capacity12 TB","InterfaceSATA 6.0 Gb/s","(0)","Add","","Price / GB","Cache256 MB","(0)","Type7200 RPM","Form Factor3.5""","Add","","Capacity","Price / GB","Type","Form Factor","Interface","Cache","https://cdna.pcpartpicker.com/static/forever/images/product/7285fc1ab1b81bf50b1d0cefb55dedb7.256p.jpg","https://cdna.pcpartpicker.com/static/forever/images/product/7285fc1ab1b81bf50b1d0cefb55dedb7.256p.jpg"
"1784217298-516","https://uk.pcpartpicker.com/products/internal-hard-drive/","https://uk.pcpartpicker.com/products/internal-hard-drive/#page=61","Toshiba X300 Pro","Capacity4 TB","InterfaceSATA 6.0 Gb/s","(0)","Add","","Price / GB","Cache256 MB","(0)","Type7200 RPM","Form Factor3.5""","Add","","Capacity","Price / GB","Type","Form Factor","Interface","Cache","https://m.media-amazon.com/images/I/41d0QYmQpzL.jpg","https://m.media-amazon.com/images/I/41d0QYmQpzL.jpg"
"1784217298-517","https://uk.pcpartpicker.com/products/internal-hard-drive/","https://uk.pcpartpicker.com/products/internal-hard-drive/#page=61","Toshiba N300","Capacity6 TB","InterfaceSATA 6.0 Gb/s","(0)","Add","","Price / GB","Cache256 MB","(0)","Type7200 RPM","Form Factor3.5""","Add","","Capacity","Price / GB","Type","Form Factor","Interface","Cache","https://m.media-amazon.com/images/I/41veJsjF-GL.jpg","https://m.media-amazon.com/images/I/41veJsjF-GL.jpg"
"1784217298-518","https://uk.pcpartpicker.com/products/internal-hard-drive/","https://uk.pcpartpicker.com/products/internal-hard-drive/#page=61","Toshiba X300","Capacity6 TB","InterfaceSATA 6.0 Gb/s","(2)","Add","","Price / GB","Cache256 MB","(2)","Type7200 RPM","Form Factor3.5""","Add","","Capacity","Price / GB","Type","Form Factor","Interface","Cache","https://m.media-amazon.com/images/I/41fZZ0b05HL.jpg","https://m.media-amazon.com/images/I/41fZZ0b05HL.jpg"
"1784217298-519","https://uk.pcpartpicker.com/products/internal-hard-drive/","https://uk.pcpartpicker.com/products/internal-hard-drive/#page=61","Toshiba X300","Capacity8 TB","InterfaceSATA 6.0 Gb/s","(0)","Add","","Price / GB","Cache256 MB","(0)","Type7200 RPM","Form Factor3.5""","Add","","Capacity","Price / GB","Type","Form Factor","Interface","Cache","https://m.media-amazon.com/images/I/41EmANdpRqL.jpg","https://m.media-amazon.com/images/I/41EmANdpRqL.jpg"
"1784217298-541","https://uk.pcpartpicker.com/products/internal-hard-drive/","https://uk.pcpartpicker.com/products/internal-hard-drive/#page=61","Toshiba P300","Capacity2 TB","InterfaceSATA 6.0 Gb/s","(0)","Add","","Price / GB","Cache256 MB","(0)","Type5400 RPM","Form Factor3.5""","Add","","Capacity","Price / GB","Type","Form Factor","Interface","Cache","https://cdna.pcpartpicker.com/static/forever/images/product/c5def85f6112a2cacbe075936c359923.256p.jpg","https://cdna.pcpartpicker.com/static/forever/images/product/c5def85f6112a2cacbe075936c359923.256p.jpg"
"1784217298-542","https://uk.pcpartpicker.com/products/internal-hard-drive/","https://uk.pcpartpicker.com/products/internal-hard-drive/#page=61","Toshiba P300","Capacity4 TB","InterfaceSATA 6.0 Gb/s","(0)","Add","","Price / GB","Cache128 MB","(0)","Type5400 RPM","Form Factor3.5""","Add","","Capacity","Price / GB","Type","Form Factor","Interface","Cache","https://cdna.pcpartpicker.com/static/forever/images/product/2dc0692dc88633356c5064d8613af811.256p.jpg","https://cdna.pcpartpicker.com/static/forever/images/product/2dc0692dc88633356c5064d8613af811.256p.jpg"
"1784217298-543","https://uk.pcpartpicker.com/products/internal-hard-drive/","https://uk.pcpartpicker.com/products/internal-hard-drive/#page=61","Toshiba P300","Capacity2 TB","InterfaceSATA 6.0 Gb/s","(0)","Add","","Price / GB","Cache128 MB","(0)","Type5400 RPM","Form Factor3.5""","Add","","Capacity","Price / GB","Type","Form Factor","Interface","Cache","https://cdna.pcpartpicker.com/static/forever/images/product/987274b794156b3ef9fde9e056ba731f.256p.jpg","https://cdna.pcpartpicker.com/static/forever/images/product/987274b794156b3ef9fde9e056ba731f.256p.jpg"
"1784217298-544","https://uk.pcpartpicker.com/products/internal-hard-drive/","https://uk.pcpartpicker.com/products/internal-hard-drive/#page=61","Toshiba P300","Capacity2 TB","InterfaceSATA 6.0 Gb/s","(0)","Add","","Price / GB","Cache256 MB","(0)","Type5400 RPM","Form Factor3.5""","Add","","Capacity","Price / GB","Type","Form Factor","Interface","Cache","https://cdna.pcpartpicker.com/static/forever/images/product/c2b0b069de032ee20015e3f6340292ce.256p.jpg","https://cdna.pcpartpicker.com/static/forever/images/product/c2b0b069de032ee20015e3f6340292ce.256p.jpg"
"1784217298-545","https://uk.pcpartpicker.com/products/internal-hard-drive/","https://uk.pcpartpicker.com/products/internal-hard-drive/#page=61","Seagate Exos 7E10 4Kn","Capacity2 TB","InterfaceSATA 6.0 Gb/s","(0)","Add","","Price / GB","Cache256 MB","(0)","Type7200 RPM","Form Factor3.5""","Add","","Capacity","Price / GB","Type","Form Factor","Interface","Cache","https://uk.pcpartpicker.com/static/forever/img/no-image.png",""
"1784217298-546","https://uk.pcpartpicker.com/products/internal-hard-drive/","https://uk.pcpartpicker.com/products/internal-hard-drive/#page=61","Seagate Exos 7E10 4Kn","Capacity4 TB","InterfaceSATA 6.0 Gb/s","(0)","Add","","Price / GB","Cache256 MB","(0)","Type7200 RPM","Form Factor3.5""","Add","","Capacity","Price / GB","Type","Form Factor","Interface","Cache","https://uk.pcpartpicker.com/static/forever/img/no-image.png",""
"1784217298-547","https://uk.pcpartpicker.com/products/internal-hard-drive/","https://uk.pcpartpicker.com/products/internal-hard-drive/#page=61","Seagate Exos 7E10 4Kn","Capacity6 TB","InterfaceSATA 6.0 Gb/s","(0)","Add","","Price / GB","Cache256 MB","(0)","Type7200 RPM","Form Factor3.5""","Add","","Capacity","Price / GB","Type","Form Factor","Interface","Cache","https://uk.pcpartpicker.com/static/forever/img/no-image.png",""
"1784217298-548","https://uk.pcpartpicker.com/products/internal-hard-drive/","https://uk.pcpartpicker.com/products/internal-hard-drive/#page=61","Seagate Exos 7E10 4Kn","Capacity8 TB","InterfaceSATA 6.0 Gb/s","(0)","Add","","Price / GB","Cache256 MB","(0)","Type7200 RPM","Form Factor3.5""","Add","","Capacity","Price / GB","Type","Form Factor","Interface","Cache","https://uk.pcpartpicker.com/static/forever/img/no-image.png",""
"1784217298-549","https://uk.pcpartpicker.com/products/internal-hard-drive/","https://uk.pcpartpicker.com/products/internal-hard-drive/#page=61","Seagate Exos 7E10 4Kn","Capacity10 TB","InterfaceSATA 6.0 Gb/s","(0)","Add","","Price / GB","Cache256 MB","(0)","Type7200 RPM","Form Factor3.5""","Add","","Capacity","Price / GB","Type","Form Factor","Interface","Cache","https://uk.pcpartpicker.com/static/forever/img/no-image.png",""
"1784217313-555","https://uk.pcpartpicker.com/products/internal-hard-drive/","https://uk.pcpartpicker.com/products/internal-hard-drive/#page=59","Toshiba P300","Capacity500 GB","InterfaceSATA 6.0 Gb/s","(0)","Add","","Price / GB","Cache64 MB","(0)","Type7200 RPM","Form Factor3.5""","Add","","Capacity","Price / GB","Type","Form Factor","Interface","Cache","https://m.media-amazon.com/images/I/51EVCWlZHBL.jpg","https://m.media-amazon.com/images/I/51EVCWlZHBL.jpg"
"1784217313-568","https://uk.pcpartpicker.com/products/internal-hard-drive/","https://uk.pcpartpicker.com/products/internal-hard-drive/#page=59","Seagate SkyHawk","Capacity14 TB","InterfaceSATA 6.0 Gb/s","(0)","Add","","Price / GB","Cache256 MB","(0)","Type7200 RPM","Form Factor3.5""","Add","","Capacity","Price / GB","Type","Form Factor","Interface","Cache","https://m.media-amazon.com/images/I/41z0vVLJbdL.jpg","https://m.media-amazon.com/images/I/41z0vVLJbdL.jpg"
"1784217313-575","https://uk.pcpartpicker.com/products/internal-hard-drive/","https://uk.pcpartpicker.com/products/internal-hard-drive/#page=59","Toshiba N300","Capacity8 TB","InterfaceSATA 6.0 Gb/s","(0)","Add","","Price / GB","Cache128 MB","(0)","Type7200 RPM","Form Factor3.5""","Add","","Capacity","Price / GB","Type","Form Factor","Interface","Cache","https://cdna.pcpartpicker.com/static/forever/images/product/17bebab5dab98b8ac1e15b0ea09836b6.256p.jpg","https://cdna.pcpartpicker.com/static/forever/images/product/17bebab5dab98b8ac1e15b0ea09836b6.256p.jpg"
"1784217313-576","https://uk.pcpartpicker.com/products/internal-hard-drive/","https://uk.pcpartpicker.com/products/internal-hard-drive/#page=59","Toshiba N300","Capacity10 TB","InterfaceSATA 6.0 Gb/s","(0)","Add","","Price / GB","Cache256 MB","(0)","Type7200 RPM","Form Factor3.5""","Add","","Capacity","Price / GB","Type","Form Factor","Interface","Cache","https://m.media-amazon.com/images/I/411p12A84SL.jpg","https://m.media-amazon.com/images/I/411p12A84SL.jpg"
"1784217313-579","https://uk.pcpartpicker.com/products/internal-hard-drive/","https://uk.pcpartpicker.com/products/internal-hard-drive/#page=59","Seagate Enterprise Performance","Capacity1.2 TB","InterfaceSAS 12.0 Gb/s","(0)","£412.17Add","","Price / GB£0.343","Cache256 MB","(0)","Type10000 RPM","Form Factor3.5""","Add","","Capacity","Price / GB","Type","Form Factor","Interface","Cache","https://cdna.pcpartpicker.com/static/forever/images/product/6d24c02b532c0f5477646a933ed6f8b3.256p.jpg","https://cdna.pcpartpicker.com/static/forever/images/product/6d24c02b532c0f5477646a933ed6f8b3.256p.jpg"
"1784217313-580","https://uk.pcpartpicker.com/products/internal-hard-drive/","https://uk.pcpartpicker.com/products/internal-hard-drive/#page=59","Seagate Enterprise Capacity","Capacity2 TB","InterfaceSAS 12.0 Gb/s","(0)","Add","","Price / GB","Cache128 MB","(0)","Type7200 RPM","Form Factor3.5""","Add","","Capacity","Price / GB","Type","Form Factor","Interface","Cache","https://cdna.pcpartpicker.com/static/forever/images/product/d07be8c6552a539551fcc773c46a63c5.256p.jpg","https://cdna.pcpartpicker.com/static/forever/images/product/d07be8c6552a539551fcc773c46a63c5.256p.jpg"
"1784217313-581","https://uk.pcpartpicker.com/products/internal-hard-drive/","https://uk.pcpartpicker.com/products/internal-hard-drive/#page=59","Seagate Enterprise Capacity","Capacity2 TB","InterfaceSATA 6.0 Gb/s","(0)","Add","","Price / GB","Cache128 MB","(0)","Type7200 RPM","Form Factor3.5""","Add","","Capacity","Price / GB","Type","Form Factor","Interface","Cache","https://cdna.pcpartpicker.com/static/forever/images/product/93052739860f0fff2002dc6ffce145e9.256p.jpg","https://cdna.pcpartpicker.com/static/forever/images/product/93052739860f0fff2002dc6ffce145e9.256p.jpg"
"1784217313-582","https://uk.pcpartpicker.com/products/internal-hard-drive/","https://uk.pcpartpicker.com/products/internal-hard-drive/#page=59","Seagate Enterprise Capacity","Capacity2 TB","InterfaceSATA 6.0 Gb/s","(0)","£158.71Add","","Price / GB£0.079","Cache128 MB","(0)","Type7200 RPM","Form Factor3.5""","Add","","Capacity","Price / GB","Type","Form Factor","Interface","Cache","https://cdna.pcpartpicker.com/static/forever/images/product/94a62494bd946ebd5d51f1465b65a0b4.256p.jpg","https://cdna.pcpartpicker.com/static/forever/images/product/94a62494bd946ebd5d51f1465b65a0b4.256p.jpg"
"1784217313-583","https://uk.pcpartpicker.com/products/internal-hard-drive/","https://uk.pcpartpicker.com/products/internal-hard-drive/#page=59","Seagate Enterprise Capacity","Capacity8 TB","InterfaceSATA 6.0 Gb/s","(0)","Add","","Price / GB","Cache256 MB","(0)","Type7200 RPM","Form Factor3.5""","Add","","Capacity","Price / GB","Type","Form Factor","Interface","Cache","https://m.media-amazon.com/images/I/41NjqXyV4YL.jpg","https://m.media-amazon.com/images/I/41NjqXyV4YL.jpg"
"1784217313-584","https://uk.pcpartpicker.com/products/internal-hard-drive/","https://uk.pcpartpicker.com/products/internal-hard-drive/#page=59","Western Digital Black","Capacity1 TB","InterfaceSATA 6.0 Gb/s","(0)","Add","","Price / GB","Cache32 MB","(0)","Type7200 RPM","Form Factor2.5""","Add","","Capacity","Price / GB","Type","Form Factor","Interface","Cache","https://cdna.pcpartpicker.com/static/forever/images/product/17dd0d4f0490c69228fb3bf5a7398396.256p.jpg","https://cdna.pcpartpicker.com/static/forever/images/product/17dd0d4f0490c69228fb3bf5a7398396.256p.jpg"
"1784217313-585","https://uk.pcpartpicker.com/products/internal-hard-drive/","https://uk.pcpartpicker.com/products/internal-hard-drive/#page=59","Seagate Enterprise Capacity","Capacity2 TB","InterfaceSATA 6.0 Gb/s","(0)","Add","","Price / GB","Cache128 MB","(0)","Type7200 RPM","Form Factor3.5""","Add","","Capacity","Price / GB","Type","Form Factor","Interface","Cache","https://m.media-amazon.com/images/I/51akXfLKRBL.jpg","https://m.media-amazon.com/images/I/51akXfLKRBL.jpg"
"1784217313-586","https://uk.pcpartpicker.com/products/internal-hard-drive/","https://uk.pcpartpicker.com/products/internal-hard-drive/#page=59","Seagate Enterprise Capacity","Capacity8 TB","InterfaceSAS 6.0 Gb/s","(0)","Add","","Price / GB","Cache256 MB","(0)","Type7200 RPM","Form Factor3.5""","Add","","Capacity","Price / GB","Type","Form Factor","Interface","Cache","https://cdna.pcpartpicker.com/static/forever/images/product/4b1cb4490610b33f6755ac3b540f829a.256p.jpg","https://cdna.pcpartpicker.com/static/forever/images/product/4b1cb4490610b33f6755ac3b540f829a.256p.jpg"
"1784217313-587","https://uk.pcpartpicker.com/products/internal-hard-drive/","https://uk.pcpartpicker.com/products/internal-hard-drive/#page=59","Seagate Enterprise Capacity","Capacity4 TB","InterfaceSAS 12.0 Gb/s","(0)","Add","","Price / GB","Cache128 MB","(0)","Type7200 RPM","Form Factor3.5""","Add","","Capacity","Price / GB","Type","Form Factor","Interface","Cache","https://cdna.pcpartpicker.com/static/forever/images/product/ff47861b5282424ecc2c8a5e4d2c83fc.256p.jpg","https://cdna.pcpartpicker.com/static/forever/images/product/ff47861b5282424ecc2c8a5e4d2c83fc.256p.jpg"
"1784217313-588","https://uk.pcpartpicker.com/products/internal-hard-drive/","https://uk.pcpartpicker.com/products/internal-hard-drive/#page=59","Western Digital Blue UltraSlim","Capacity500 GB","InterfaceSATA 6.0 Gb/s","(0)","Add","","Price / GB","Cache16 MB","(0)","Type5400 RPM","Form Factor2.5""","Add","","Capacity","Price / GB","Type","Form Factor","Interface","Cache","https://cdna.pcpartpicker.com/static/forever/images/product/83741a1d97e35f1b4bb7c73be827a4a3.256p.jpg","https://cdna.pcpartpicker.com/static/forever/images/product/83741a1d97e35f1b4bb7c73be827a4a3.256p.jpg"
"1784217313-597","https://uk.pcpartpicker.com/products/internal-hard-drive/","https://uk.pcpartpicker.com/products/internal-hard-drive/#page=59","Toshiba X300","Capacity14 TB","InterfaceSATA 6.0 Gb/s","(0)","Add","","Price / GB","Cache256 MB","(0)","Type7200 RPM","Form Factor3.5""","Add","","Capacity","Price / GB","Type","Form Factor","Interface","Cache","https://cdna.pcpartpicker.com/static/forever/images/product/19758f5a6ebc706cdd45be7a5f7069f5.256p.jpg","https://cdna.pcpartpicker.com/static/forever/images/product/19758f5a6ebc706cdd45be7a5f7069f5.256p.jpg"
"1784217313-604","https://uk.pcpartpicker.com/products/internal-hard-drive/","https://uk.pcpartpicker.com/products/internal-hard-drive/#page=59","Seagate Enterprise Performance","Capacity300 GB","InterfaceSAS 12.0 Gb/s","(0)","£140.00Add","","Price / GB£0.467","Cache256 MB","(0)","Type15000 RPM","Form Factor2.5""","Add","","Capacity","Price / GB","Type","Form Factor","Interface","Cache","https://cdna.pcpartpicker.com/static/forever/images/product/c0e53c28c90df3a4c0c481bbb6aaabd3.256p.jpg","https://cdna.pcpartpicker.com/static/forever/images/product/c0e53c28c90df3a4c0c481bbb6aaabd3.256p.jpg"
"1784217313-605","https://uk.pcpartpicker.com/products/internal-hard-drive/","https://uk.pcpartpicker.com/products/internal-hard-drive/#page=59","Seagate Enterprise Performance","Capacity300 GB","InterfaceSAS 12.0 Gb/s","(0)","£129.19Add","","Price / GB£0.431","Cache256 MB","(0)","Type15000 RPM","Form Factor2.5""","Add","","Capacity","Price / GB","Type","Form Factor","Interface","Cache","https://cdna.pcpartpicker.com/static/forever/images/product/96c8a3e87ce674929ff7349dc692b7dc.256p.jpg","https://cdna.pcpartpicker.com/static/forever/images/product/96c8a3e87ce674929ff7349dc692b7dc.256p.jpg"
