name,price,image,chipset,memory,core_clock,boost_clock,color,length,rating
Palit Dual OC,269.99,https://cdna.pcpartpicker.com/static/forever/images/product/0fc040d0cef1675110cfdc06c8fa2507.256p.jpg,GeForce RTX 5050,8 GB,2317 MHz,2647 MHz,Black,262 mm,0
EVGA Superclocked ACX 2.0,688,https://cdna.pcpartpicker.com/static/forever/images/product/9c58a853066d000f5cde5f696c3d01f4.256p.jpg,GeForce GTX 980,4 GB,1266 MHz,1367 MHz,Black,267 mm,4.5
MSI GeForce RTX 3090 TI SUPRIM X 24G,3061.67,https://cdna.pcpartpicker.com/static/forever/images/product/461e23c2bad57438824e1db691fface3.256p.jpg,GeForce RTX 3090 Ti,24 GB,1560 MHz,1965 MHz,Silver / Black,338 mm,3
EVGA SSC GAMING ACX 3.0,221.15,GeForce GTX 1050 Ti,GeForce GTX 1050 Ti,4 GB,1366 MHz,1480 MHz,Black,229 mm,4.5
PowerColor AXRX 5700XT 8GBD6-3DH,,https://cdna.pcpartpicker.com/static/forever/images/product/2ce24f39c65db0574915fcf3be0af434.256p.jpg,Radeon RX 5700 XT,8 GB,1605 MHz,1905 MHz,Black,230 mm,4.5
Asus ROG Astral Dhahab OC,,GeForce RTX 5090,GeForce RTX 5090,32 GB,2010 MHz,2610 MHz,Gold / Black,358 mm,0
EVGA XC3 BLACK GAMING,789,https://cdna.pcpartpicker.com/static/forever/images/product/33170ff11eeeab85d12fa6ca55d002ad.256p.jpg,GeForce RTX 3070,8 GB,1500 MHz,1725 MHz,Black / Silver,285 mm,5
Zotac GAMING OC,325,https://cdna.pcpartpicker.com/static/forever/images/product/fca8f9fe51d6006b0ae3fe886cf91bfb.256p.jpg,GeForce GTX 1650 G6,4 GB,1410 MHz,1620 MHz,Black / Gray,151 mm,0
MSI GAMING TRIO CLASSIC,,https://cdna.pcpartpicker.com/static/forever/images/product/3f91130d2620b08ee6e54b33ed47315a.256p.jpg,Radeon RX 7900 XTX,24 GB,2300 MHz,2500 MHz,Black / Silver,325 mm,4.5
PNY VCQRTX6000-PB,1806.72,https://cdna.pcpartpicker.com/static/forever/images/product/a3438ca01dfbc18db6cf1e2a8bad1e11.256p.jpg,Quadro RTX 6000,24 GB,1440 MHz,1770 MHz,Black / Silver,267 mm,5
PNY VCQRTX5000-PB,663.36,https://cdna.pcpartpicker.com/static/forever/images/product/5d6f63fad3d6531e0576105c98b2210d.256p.jpg,Quadro RTX 5000,16 GB,1620 MHz,1815 MHz,Silver / Black,267 mm,5
XFX Core Edition,,https://cdna.pcpartpicker.com/static/forever/images/product/44220e4019adc6ab6403ca19cf564b11.256p.jpg,Radeon RX 6750 XT,12 GB,2150 MHz,2600 MHz,Black,280 mm,5
Zotac SOLID SFF,932.9,https://cdna.pcpartpicker.com/static/forever/images/product/47399a3516d848147b2a9ed3a6671aff.256p.jpg,GeForce RTX 5070 Ti,16 GB,2300 MHz,2452 MHz,Black / Gold,304 mm,0
MSI GTX 1050 Ti 4G OC,,GeForce GTX 1050 Ti,GeForce GTX 1050 Ti,4 GB,1341 MHz,1455 MHz,Black / White,177 mm,4
PowerColor Hellhound L/OC,522.05,https://cdna.pcpartpicker.com/static/forever/images/product/7a5cab2676bd5b1fb75e25d0a1d45a8f.256p.jpg,Radeon RX 9070 GRE,12 GB,1420 MHz,2860 MHz,Black,340 mm,0
EVGA 02G-P4-2645-KR,199.99,GeForce GT 640,GeForce GT 640,2 GB,901 MHz,Black,Black,170 mm,0
PNY Blower,979,https://cdna.pcpartpicker.com/static/forever/images/product/3b8557479cfa11b33256fb3f61591f7d.256p.jpg,GeForce RTX 2080 Ti,11 GB,1350 MHz,1545 MHz,Black,267 mm,0
MAXSUN Milestone,,https://cdna.pcpartpicker.com/static/forever/images/product/e1a141edcf5c14a9a479b887f8cd692c.256p.jpg,Arc B580,12 GB,2670 MHz,2850 MHz,Black / Red,241 mm,0
EVGA iCX GAMING,,GeForce GTX 1080 Ti,GeForce GTX 1080 Ti,11 GB,1480 MHz,1582 MHz,Silver / Black,270 mm,5
Gigabyte WINDFORCE 3X,,https://cdna.pcpartpicker.com/static/forever/images/product/5e3bc0ae464d1a50ca369782b4cbaa98.256p.jpg,GeForce GTX 970,4 GB,1114 MHz,1253 MHz,Black,310 mm,4.5
NVIDIA 900-1G500-2500-000,969.54,Titan V,Titan V,12 GB,1200 MHz,1455 MHz,Black / Gold,267 mm,5
Asus DUAL EVO,685,https://cdna.pcpartpicker.com/static/forever/images/product/5e22cc7d812421a7df125d64db1c8f25.256p.jpg,GeForce RTX 2060,6 GB,1395 MHz,1710 MHz,Black,242 mm,5
Asus STRIX-GTX750TI-DC2OC-4GD5,,https://cdna.pcpartpicker.com/static/forever/images/product/5a9d56caac60e3052cec653fd2e8e0cb.256p.jpg,GeForce GTX 750 Ti,4 GB,1124 MHz,1202 MHz,Black / Red,196 mm,0
EVGA Black,998,https://cdna.pcpartpicker.com/static/forever/images/product/92b241ae69486a36fc0f1308805fa8c5.256p.jpg,GeForce RTX 2070,8 GB,1410 MHz,1620 MHz,Clear / Black,269 mm,4.5
Sapphire PULSE Low Profile,216.56,Radeon RX 6400,Radeon RX 6400,4 GB,1923 MHz,Black / Red,Black / Red,170 mm,5
MSI GeForce RTX 3090 GAMING X TRIO 24G,1695.99,https://cdna.pcpartpicker.com/static/forever/images/product/040a47c05260e04543aa712b56c462de.256p.jpg,GeForce RTX 3090,24 GB,1395 MHz,Black,Black,335 mm,4.5
MSI VENTUS 2X OCV1,487.54,https://cdna.pcpartpicker.com/static/forever/images/product/f883f51b57a8c1e7dec87086908f612d.256p.jpg,GeForce RTX 3060 Ti LHR,8 GB,1410 MHz,1695 MHz,Black / Gray,235 mm,5
MSI Radeon RX 6900 XT GAMING Z TRIO 16G,799.99,https://cdna.pcpartpicker.com/static/forever/images/product/753a377959fa04b4d9fb11f151845b9a.256p.jpg,Radeon RX 6900 XT,16 GB,1825 MHz,2425 MHz,Silver / Black,324 mm,0
EVGA SC GAMING ACX 2.0,259.01,GeForce GTX 1050 Ti,GeForce GTX 1050 Ti,4 GB,1354 MHz,1468 MHz,Black,145 mm,4.5
PNY VCQP2000-PB,170,https://cdna.pcpartpicker.com/static/forever/images/product/7b3fd27cb97db7ad30d7a99ccb0889c5.256p.jpg,Quadro P2000,5 GB,1370 MHz,1470 MHz,Black,201 mm,0
ASRock RX6500XT CLI 4G:,,https://cdna.pcpartpicker.com/static/forever/images/product/e575f745e4c91b0c4b2ed5c07e29a06b.256p.jpg,Radeon RX 6500 XT,4 GB,2310 MHz,2815 MHz,Black,179 mm,0
PowerColor RX7900XTX 24G,,https://cdna.pcpartpicker.com/static/forever/images/product/877b6072fa719e4d7a6a03f14078d41f.256p.jpg,Radeon RX 7900 XTX,24 GB,2300 MHz,2500 MHz,Black,287 mm,4.5
XFX Mercury OC RGB V2,787.19,Radeon RX 9070 XT,Radeon RX 9070 XT,16 GB,1870 MHz,3100 MHz,Black,360 mm,5
Gainward Phoenix GS,,https://cdna.pcpartpicker.com/static/forever/images/product/a5683f9561e951bf4ef4473bbb5d937e.256p.jpg,GeForce RTX 5080,16 GB,2300 MHz,2700 MHz,Black / Silver,332 mm,0
MSI SHADOW 3X,1089,https://cdna.pcpartpicker.com/static/forever/images/product/7c14b4fafbabbce3df006b7eb0472bbd.256p.jpg,GeForce RTX 5070,12 GB,2527 MHz,Black,Black,303 mm,0
PowerColor Red Devil Ultimate,769.99,https://cdna.pcpartpicker.com/static/forever/images/product/ba06bf8b8851b8161570303ab40b8e38.256p.jpg,Radeon RX 6900 XT,16 GB,1825 MHz,2425 MHz,Black,320 mm,4.5
Gigabyte AORUS XTREME,1407.41,https://cdna.pcpartpicker.com/static/forever/images/product/f36145e48e17a0958ea50f109a8a6c5c.256p.jpg,GeForce GTX 1080 Ti,11 GB,1607 MHz,1746 MHz,Black / Silver,293 mm,4.5
MSI RTX 4090 VENTUS 3X 24G OC,3089,https://cdna.pcpartpicker.com/static/forever/images/product/269a792b654d0460b5f5b132f0ec7003.256p.jpg,GeForce RTX 4090,24 GB,2235 MHz,2565 MHz,Silver / Black,322 mm,4.5
XFX Triple Dissipation,,https://cdna.pcpartpicker.com/static/forever/images/product/86678e1980622e4401bcd3f6a9131db2.256p.jpg,Radeon RX 5700 XT,8 GB,1605 MHz,1905 MHz,Black,326 mm,4
MSI GeForce RTX 2080 TI VENTUS 11G OC,1172.74,https://cdna.pcpartpicker.com/static/forever/images/product/2ddb258ae538a4a426f1c71c68139038.256p.jpg,GeForce RTX 2080 Ti,11 GB,1350 MHz,1635 MHz,Silver / Black,268 mm,5
MSI GTX 1070 TI TITANIUM 8G,499,https://cdna.pcpartpicker.com/static/forever/images/product/73470ba80d00ad596968413e2fdfa794.256p.jpg,GeForce GTX 1070 Ti,8 GB,1607 MHz,1683 MHz,Black / Silver,279 mm,4.5
XFX Speedster QICK 210,429.99,https://cdna.pcpartpicker.com/static/forever/images/product/d70ebfed31d00a1fb96246445f9fc901.256p.jpg,Radeon RX 6500 XT,4 GB,2310 MHz,2825 MHz,Black / Silver,232 mm,4
Zotac ZT-P10300A-10L,75.99,https://cdna.pcpartpicker.com/static/forever/images/product/2bb607fb81a1937856469da540ad5c82.256p.jpg,GeForce GT 1030,2 GB,1227 MHz,1468 MHz,Black,173 mm,3
EVGA FTW3 ULTRA GAMING iCX3,689,https://cdna.pcpartpicker.com/static/forever/images/product/a93101f11c4cf1e14e5068b4d319128e.256p.jpg,GeForce RTX 3060 Ti,8 GB,1410 MHz,1800 MHz,Black,285 mm,5
XFX RAW II,,Radeon RX 5700 XT,Radeon RX 5700 XT,8 GB,1605 MHz,1905 MHz,Black,278 mm,4.5
Sapphire 21330-01-20G,,https://cdna.pcpartpicker.com/static/forever/images/product/30ace1f63352608a27f48d7c8c780e61.256p.jpg,Radeon RX 7800 XT,16 GB,1295 MHz,2430 MHz,Black,267 mm,4.5
MSI Radeon RX 480 4G,535.74,Radeon RX 480,Radeon RX 480,4 GB,1120 MHz,1266 MHz,Black,242 mm,0
PNY VCQP5000-PB,819.6,https://cdna.pcpartpicker.com/static/forever/images/product/2d38e3eaa5185647f066e2b340d4f5c7.256p.jpg,Quadro P5000,16 GB,1607 MHz,1733 MHz,Black / Green,,4
MSI VENTUS OC,,https://cdna.pcpartpicker.com/static/forever/images/product/b1735ebfbc7f801fc5892c63be10c2af.256p.jpg,GeForce RTX 2070 SUPER,8 GB,1605 MHz,1785 MHz,Black / Silver,257 mm,4.5
Sapphire PURE Frostpunk 2 Edition,574.1,https://cdna.pcpartpicker.com/static/forever/images/product/26bff27ca10430ccd3ba70de1e7bbc6f.256p.jpg,Radeon RX 7700 XT,12 GB,1700 MHz,2584 MHz,White,320 mm,5
MSI GeForce RTX 3070 VENTUS 3X,820.62,https://cdna.pcpartpicker.com/static/forever/images/product/7790f47214433acdf1ea8bff7c28e16b.256p.jpg,GeForce RTX 3070,8 GB,1500 MHz,1725 MHz,Black / Silver,305 mm,5
Asus ASUS TUF Gaming GeForce RTX 2060 6GB Edition 4K VR Ready HDMI 2.0b DP 1.4 Auto Extreme Graphics Card (TUF-RTX2060-O6G-GAMING),,https://cdna.pcpartpicker.com/static/forever/images/product/4e9c86626fb3594db6f083d3c70ededa.256p.jpg,GeForce RTX 2060,6 GB,1365 MHz,1740 MHz,Black / Gray,204 mm,4.5
Asus Turbo EVO,635,https://cdna.pcpartpicker.com/static/forever/images/product/85cbdc99d1cd4f52a127ad7951e51276.256p.jpg,GeForce RTX 2070 SUPER,8 GB,1635 MHz,1800 MHz,Black,268 mm,5
Sapphire 21322-01-20G,1407.41,Radeon RX 7900 XTX,Radeon RX 7900 XTX,24 GB,2300 MHz,2500 MHz,Black,276 mm,4
NVIDIA 900-1G611-2500-000,,Titan X (Pascal),Titan X (Pascal),12 GB,1417 MHz,1531 MHz,Black / Silver,267 mm,4
ASRock Radeon RX 6800 XT 16G,,https://cdna.pcpartpicker.com/static/forever/images/product/f165f2e5ce7ea621e692e222bd04ffa7.256p.jpg,Radeon RX 6800 XT,16 GB,1825 MHz,2250 MHz,Black / Silver,267 mm,0
Yeston Game Ace,,https://cdna.pcpartpicker.com/static/forever/images/product/7e90738c45f2082152795cc8aecd70b3.256p.jpg,Radeon RX 9060 XT,16 GB,2220 MHz,3320 MHz,Pink / Black,318 mm,0
AMD 100-300000078,370.99,https://cdna.pcpartpicker.com/static/forever/images/product/68b12b3d45578bad251818d6ba0f3ebc.256p.jpg,Radeon PRO W7500,8 GB,1500 MHz,1700 MHz,Black,216 mm,0
PNY VCQK4200-PB,285.02,https://cdna.pcpartpicker.com/static/forever/images/product/90a989d427caa223ef371025c4bf3e96.256p.jpg,Quadro K4200,4 GB,771 MHz,Black / Silver,Black / Silver,241 mm,5
EVGA SSC ACX 2.0+,399,https://cdna.pcpartpicker.com/static/forever/images/product/ae5515728b679ee6fd28bd3a36db8d49.256p.jpg,GeForce GTX 960,4 GB,1279 MHz,1342 MHz,Black / Silver,257 mm,4.5
NVIDIA 900-1G611-2530-000,,Titan Xp,Titan Xp,12 GB,1480 MHz,1582 MHz,Black,267 mm,4.5
Asus GT710-4H-SL-2GD5,79.99,https://cdna.pcpartpicker.com/static/forever/images/product/e8e213d661a9b7e02a1f188e589659b2.256p.jpg,GeForce GT 710,2 GB,954 MHz,Black,Black,167 mm,0
MSI MLG EDITION,,,GeForce RTX 5070 Ti,16 GB,2300 MHz,2467 MHz,Red / Black,338 mm,0
AMD 100-300000075,1975.99,https://cdna.pcpartpicker.com/static/forever/images/product/12e7248ab189dca51bef655a16d6ef41.256p.jpg,Radeon PRO W7800,32 GB,1855 MHz,2499 MHz,Black,280 mm,0
Gigabyte GAMING 8G,,https://cdna.pcpartpicker.com/static/forever/images/product/177e11b72267535ec0a6ee690120ffd9.256p.jpg,Radeon RX 580,8 GB,1257 MHz,1355 MHz,Black / Orange,232 mm,4.5
Sparkle OMNI View,119.99,https://cdna.pcpartpicker.com/static/forever/images/product/7e8e1bd43c487d50ecfb3fbf6c969404.256p.jpg,Arc A310,4 GB,1000 MHz,Black / Blue,Black / Blue,145 mm,0
MSI GT 1030 2GHD4 LP OC,85.99,https://cdna.pcpartpicker.com/static/forever/images/product/f9ba4a1f3b5884c73fc1e9c194f0335c.256p.jpg,GeForce GT 1030 DDR4,2 GB,1189 MHz,1430 MHz,Black,150 mm,0
EVGA 01G-P3-2711-KR,129.9,https://cdna.pcpartpicker.com/static/forever/images/product/0dbd651e7a71f135ef425168bd38d2ab.256p.jpg,GeForce GT 710,1 GB,954 MHz,Black,Black,115 mm,3
MSI Radeon RX 6600 XT MECH 2X 8G OCV1,885.45,https://cdna.pcpartpicker.com/static/forever/images/product/59ad0e463c3f8c0cbb26128a67b82290.256p.jpg,Radeon RX 6600 XT,8 GB,1968 MHz,2602 MHz,Black / Silver,215 mm,0
MSI GAMING TRIO PLUS,,GeForce RTX 3080 12GB LHR,GeForce RTX 5070 Ti,16 GB,2300 MHz,2467 MHz,Black,338 mm,0
Asus TUF GAMING OC P,450.35,https://cdna.pcpartpicker.com/static/forever/images/product/aae323e066117926cc03c7017ab320ce.256p.jpg,GeForce GTX 1650 G6,4 GB,1410 MHz,1785 MHz,Black,206 mm,0
Zotac GAMING ARCTICSTORM AIO,3649.99,https://cdna.pcpartpicker.com/static/forever/images/product/b8faa58386968a2f33090af25f97a150.256p.jpg,GeForce RTX 5090,32 GB,2010 MHz,2437 MHz,Black,252 mm,1
NVIDIA Star Wars Galactic Empire,999,https://cdna.pcpartpicker.com/static/forever/images/product/02b61eba87876b155ed55786a289dd61.256p.jpg,Titan Xp,12 GB,1481 MHz,1582 MHz,Black / Red,267 mm,5
XFX Speedster SWFT 210 Core 2,778.98,Radeon RX 7800 XT,Radeon RX 7800 XT,16 GB,1295 MHz,2430 MHz,Black,283 mm,0
PNY VCGGTX1070T8PB-CG,459,GeForce GTX 1070 Ti,GeForce GTX 1070 Ti,8 GB,1607 MHz,1683 MHz,Black / White,279 mm,5
EVGA SC Black Edition,,GeForce GTX 1080 Ti,GeForce GTX 1080 Ti,11 GB,1556 MHz,1670 MHz,Black,267 mm,4.5
Gigabyte GV-N107TGAMING-8GD,399,https://cdna.pcpartpicker.com/static/forever/images/product/17e0600ca5dcfe5879853a2d46a60c61.256p.jpg,GeForce GTX 1070 Ti,8 GB,1607 MHz,1721 MHz,Black / Orange,280 mm,4.5
MSI Radeon RX Vega 56 8G,,https://cdna.pcpartpicker.com/static/forever/images/product/8c531346ee1dc19f1df3a13ae79709df.256p.jpg,Radeon RX VEGA 56,8 GB,1156 MHz,1471 MHz,Black / Red,280 mm,0
PNY VCQM6000-24GB-PB,829,https://cdna.pcpartpicker.com/static/forever/images/product/ba426b35eb8624734635d7baa43492a1.256p.jpg,Quadro M6000,24 GB,988 MHz,1114 MHz,Black / Green,267 mm,0
EVGA HYBRID GAMING,,https://cdna.pcpartpicker.com/static/forever/images/product/f521f15f47fa958526270dc5d545e4f8.256p.jpg,GeForce GTX 1070,8 GB,1594 MHz,1784 MHz,Black / Gray,267 mm,4.5
Asus GT730-SL-2GD3-BRK,,GeForce GT 730,GeForce GT 730,2 GB,902 MHz,Black,Black,137 mm,0
EVGA GeForce RTX 2060 SC Ultra GAMING,,https://cdna.pcpartpicker.com/static/forever/images/product/ce6ead6bf41188e4a25e4d71e11035c1.256p.jpg,GeForce RTX 2060,6 GB,1365 MHz,1755 MHz,Black,268 mm,4.5
ASRock Challenger ITX,191.05,https://cdna.pcpartpicker.com/static/forever/images/product/9815a3d8facbd2c78af7ad99826ed482.256p.jpg,Radeon RX 6600 XT,8 GB,1968 MHz,Black / Silver,Black,179 mm,4
Asus STRIX LC GAMING OC,1499.99,https://cdna.pcpartpicker.com/static/forever/images/product/837eb49b91e552d21b73eee7faaec3d7.256p.jpg,GeForce RTX 3090 Ti,24 GB,1560 MHz,1980 MHz,Silver / Black,293 mm,4
Sparkle ORC OC,225.93,Arc A580,Arc A580,8 GB,1700 MHz,2000 MHz,Blue / Black,222 mm,0
MSI N730-2GD3V3,226.16,https://cdna.pcpartpicker.com/static/forever/images/product/ba17331ea92c2aef90ebbb68d1ac8a0d.256p.jpg,GeForce GT 730,2 GB,700 MHz,White,White,145 mm,0
MSI ARMOR,659,https://cdna.pcpartpicker.com/static/forever/images/product/02e70451cf72d81ca15d048cf029943e.256p.jpg,GeForce RTX 2070,8 GB,1410 MHz,1740 MHz,Black / Silver,309 mm,4.5
AMD 100-506061,1149,https://cdna.pcpartpicker.com/static/forever/images/product/7a76f18909e827d4bf8d40bac7053f71.256p.jpg,Vega Frontier Edition,16 GB,1440 MHz,1600 MHz,Blue / Gold,267 mm,4.5
Zotac AMP,395,https://cdna.pcpartpicker.com/static/forever/images/product/111c7f04e16987dc923e1d19597af786.256p.jpg,GeForce GTX 1060 6GB,6 GB,1556 MHz,1771 MHz,Black / Silver,210 mm,4.5
AMD 100-506208,524.67,https://cdna.pcpartpicker.com/static/forever/images/product/bc0fdddaf8619b7886d27e30f03bc659.256p.jpg,Radeon PRO W6600,8 GB,2331 MHz,2580 MHz,Blue,241 mm,0
ASRock Radeon RX6700XT CLP 12GO,,https://cdna.pcpartpicker.com/static/forever/images/product/6a957f0f2b287256763a28d6d20bee42.256p.jpg,Radeon RX 6700 XT,12 GB,2375 MHz,2620 MHz,Black,303 mm,4.5
PowerColor Red Dragon,529,https://cdna.pcpartpicker.com/static/forever/images/product/fcef192dfeea1823465a7f3de49e225f.256p.jpg,Radeon RX 580,8 GB,1257 MHz,1350 MHz,Black / Red,255 mm,4.5
Asus CERBERUS,410.08,https://cdna.pcpartpicker.com/static/forever/images/product/2d5cc651f28f614f4cbe7ab481b4e485.256p.jpg,GeForce GTX 1070 Ti,8 GB,1607 MHz,1746 MHz,Black / Red,270 mm,4.5
ASRock Phantom Gaming D,429.9,https://cdna.pcpartpicker.com/static/forever/images/product/8f9cffb7fad0e364e025473d3db29fbf.256p.jpg,Radeon RX 580,8 GB,1257 MHz,1370 MHz,Black / Silver,236 mm,4.5
Inno3D iChill X3,,https://cdna.pcpartpicker.com/static/forever/images/product/2ac11241c0da587b257f81a893b1583a.256p.jpg,GeForce RTX 5070 Ti,16 GB,2295 MHz,2512 MHz,Black / Gray,334 mm,0
AMD 100-505724,189.96,https://cdna.pcpartpicker.com/static/forever/images/product/f6babce31ae04874f4fef7ade9ab4da7.med.256p.jpg,FirePro W7100,8 GB,824 MHz,Black / Red,Black / Red,279 mm,3
Asus TUF Gaming OG OC,4315.45,https://cdna.pcpartpicker.com/static/forever/images/product/5627d33ce83204c929f81273e6a7a5f0.256p.jpg,GeForce RTX 4090,24 GB,2235 MHz,2595 MHz,Black,326 mm,0
XFX RS XXX,299,https://cdna.pcpartpicker.com/static/forever/images/product/e37aab6c57e4e0930b4e8f00a78c983a.256p.jpg,Radeon RX 570,4 GB,1168 MHz,1284 MHz,Black / Red,243 mm,4.5
Asus ROG STRIX BTF GAMING OC,3499.99,GeForce RTX 4090,GeForce RTX 4090,24 GB,2235 MHz,2640 MHz,Black,358 mm,0
PNY VCQ5000-PB,959.85,Quadro 5000,Quadro 5000,2.5 GB,,Black / Silver,Black / Silver,,0
AMD 100-300000077,512.99,https://cdna.pcpartpicker.com/static/forever/images/product/8faf82c7ffc212f876e8bb31a53fcfc9.256p.jpg,Radeon PRO W7600,8 GB,1720 MHz,2440 MHz,Black,241 mm,0
EVGA Superclocked+ ACX 2.0+,,https://cdna.pcpartpicker.com/static/forever/images/product/bc8a4c486e0889d6fd8b9962d7a46909.256p.jpg,GeForce GTX 980 Ti,6 GB,1102 MHz,1190 MHz,Black / Silver,267 mm,4.5
AMD 100-438370,,Radeon RX 6800 XT,Radeon RX 6800 XT,16 GB,1825 MHz,2250 MHz,Black / Silver,267 mm,5
Gigabyte WINDFORCE 2X OC,,https://cdna.pcpartpicker.com/static/forever/images/product/ebcd6aeedcad664069c7d4a5fc9b4770.256p.jpg,GeForce RTX 4070,12 GB,2475 MHz,2490 MHz,Black / Silver,201 mm,0
Biostar VN3706RM82,453.19,https://cdna.pcpartpicker.com/static/forever/images/product/0910d4e3dffdc35cc6f39b9ba448f362.256p.jpg,GeForce RTX 3070,8 GB,1500 MHz,1725 MHz,Black / Red,270 mm,0
MSI GTX 1050 TI 4GT LP,,https://cdna.pcpartpicker.com/static/forever/images/product/5349b3d210a0561fa447dc7fdda7b123.256p.jpg,GeForce GTX 1050 Ti,4 GB,1290 MHz,1392 MHz,Black / White,182 mm,5
Sapphire NITRO+ PhantomLink Polar,,https://cdna.pcpartpicker.com/static/forever/images/product/117fc1d2f615e4f66c43ae4db557bdfa.256p.jpg,Radeon RX 9070 XT,16 GB,2400 MHz,3060 MHz,White,331 mm,0
AMD 100-506085,410.99,https://cdna.pcpartpicker.com/static/forever/images/product/356a4bfb7890e41be5526936059441f8.256p.jpg,Radeon Pro W5700,8 GB,1243 MHz,1930 MHz,Blue / Silver,267 mm,0
ASRock OC Formula,,https://cdna.pcpartpicker.com/static/forever/images/product/d2676e0e6f4fe97c0b4282db1d570473.256p.jpg,Radeon RX 6900 XT,16 GB,2125 MHz,2475 MHz,Silver / Black,332 mm,5
EVGA 03G-P4-6160-KR,,https://cdna.pcpartpicker.com/static/forever/images/product/19b5b7081530d5d4c782f1cbe5181f8a.256p.jpg,GeForce GTX 1060 3GB,3 GB,1506 MHz,1708 MHz,Black,173 mm,4
Gigabyte D6 OC Rev 2.0,,https://cdna.pcpartpicker.com/static/forever/images/product/da93933654fc2c4c17c4f240124462c5.256p.jpg,GeForce GTX 1650 G6,4 GB,1410 MHz,1635 MHz,Black / Silver,172 mm,0
PNY VCNRTXA400LP-PB,,RTX A400,RTX A400,4 GB,1755,1755 MHz,Black,163 mm,0
Gigabyte MINI ITX OC,359,https://cdna.pcpartpicker.com/static/forever/images/product/f86a874bd4cc59dc18c2ad55a58c5b1d.256p.jpg,GeForce GTX 1660 SUPER,6 GB,1530 MHz,1800 MHz,Black / Silver,170 mm,4.5
MSI AERO ITX OC,530.39,https://cdna.pcpartpicker.com/static/forever/images/product/8cf01b190880406216120cf4c13d95df.256p.jpg,GeForce GTX 1660 SUPER,6 GB,1530 MHz,1815 MHz,Black / White,179 mm,5
XFX THICC II Pro,,https://cdna.pcpartpicker.com/static/forever/images/product/25dccf8901cadc10a410628ca7a1468a.256p.jpg,Radeon RX 5600 XT,6 GB,1247 MHz,1620 MHz,Black,280 mm,4.5
EVGA FTW3 GAMING,1995,https://cdna.pcpartpicker.com/static/forever/images/product/3c385db831515a409579ab508625e8e5.256p.jpg,GeForce RTX 3070,8 GB,1500 MHz,1770 MHz,Black / Silver,300 mm,5
MSI SLIM STALKER 2 EDITION,,GeForce RTX 4070 Ti SUPER,GeForce RTX 4070 Ti SUPER,16 GB,2340 MHz,2625 MHz,Green / Orange,307 mm,5
PNY VCQM2000-PB,94.11,https://cdna.pcpartpicker.com/static/forever/images/product/055f5b15d1100ac28cb25ae39f70eb72.256p.jpg,Quadro M2000,4 GB,872 MHz,1180 MHz,Black,168 mm,4
PNY VCQP2200-SB,210,https://cdna.pcpartpicker.com/static/forever/images/product/dde550447525c8c81b8a90293ee7f61b.256p.jpg,Quadro P2200,5 GB,1000 MHz,1493 MHz,201,201 mm,0
Gainward Python II,,GeForce RTX 4060,GeForce RTX 4060,8 GB,1830 MHz,2460 MHz,250,250 mm,5
EVGA SSC GAMING,383,https://cdna.pcpartpicker.com/static/forever/images/product/70bb86154aed5e427972572be5d55e03.256p.jpg,GeForce GTX 1060 6GB,6 GB,1607 MHz,1835 MHz,Black,267 mm,4.5
MSI AERO,599,https://cdna.pcpartpicker.com/static/forever/images/product/2dbb2a905f047e521a88c58ba8f63349.256p.jpg,GeForce GTX 1070,8 GB,1531 MHz,1721 MHz,Black / Silver,269 mm,4
Zotac AMP Extreme,499,GeForce GTX 1080 Ti,GeForce GTX 1080 Ti,11 GB,1645 MHz,1759 MHz,Black / Yellow,325 mm,5
MSI Radeon RX 5700 XT 8G,,Radeon RX 5700 XT,Radeon RX 5700 XT,8 GB,1605 MHz,1905 MHz,Silver,270 mm,5
EVGA XC BLACK GAMING,435,GeForce RTX 3060 12GB,GeForce RTX 3060 12GB,12 GB,1320 MHz,1777 MHz,Black,202 mm,4.5
MSI Radeon RX 6800 GAMING X TRIO 16G,2399.83,https://cdna.pcpartpicker.com/static/forever/images/product/4ec65bbdc56e1194265b6703a146db5d.256p.jpg,Radeon RX 6800,16 GB,1700 MHz,2155 MHz,Black / Silver,324 mm,5
XFX Mercury Magnetic Air,,https://cdna.pcpartpicker.com/static/forever/images/product/b857c5a1e5610dce72e383cd88fdf2d5.256p.jpg,Radeon RX 7900 XTX,24 GB,1855 MHz,2615 MHz,Black,346 mm,0
XFX Dual Fan Wolf,,Radeon RX 9070 XT,Radeon RX 9070 XT,16 GB,2400 MHz,2970 MHz,Black,290 mm,4
AMD 100-506157,2372,https://cdna.pcpartpicker.com/static/forever/images/product/263c6f062d16cca4d758d236720aca9c.256p.jpg,Radeon PRO W6800,32 GB,2075 MHz,2320 MHz,Blue / Gray,267 mm,0
EVGA SC2 Gaming iCX,498,GeForce GTX 1080,GeForce GTX 1070,8 GB,1594 MHz,1784 MHz,White / Black,267 mm,5
PNY VCQ420NVS-X1-DVI-PB,478,Quadro NVS 420,Quadro NVS 420,0.5 GB,,Black / Green,Black / Green,,0
EVGA FTW2 GAMING iCX,549,GeForce GTX 1070 Ti,GeForce GTX 1070 Ti,8 GB,1607 MHz,1683 MHz,Black / Silver,267 mm,4.5
