name,price,image,chipset,memory,core_clock,boost_clock,color,length,rating
EVGA 015-P3-1482-AR,,GeForce GTX 480,1.5,726,,Black / Silver,266,,
EVGA 015-P3-N969-LR,,GeForce 9600 GSO,1.5,600,,,,,
EVGA 01G-P3-1370-TR,,GeForce GTX 460,1,720,,Black / Silver,209,,
EVGA 01G-P3-1371-AR,,GeForce GTX 460,1,720,,Black / Silver,209,,
EVGA 01G-P3-1371-TR,,GeForce GTX 460,1,720,,Black / Silver,209,,
EVGA 01G-P3-1373-AR,,GeForce GTX 460,1,763,,Black / Silver,209,,
EVGA 01G-P3-1373-TR,,GeForce GTX 460,1,763,,Black / Silver,209,,
Asus EAH5850 DIRECTCU/2DIS/1GD5,,Radeon HD 5850,1,725,,Black / Red,241,,
Asus ENGTX465/2DI/1GD5,,GeForce GTX 465,1,607,,Black,254,,
XFX HD-597A-CNB9,,Radeon HD 5970,2,725,,Black / Red,304,,
EVGA 512-P3-1153-TR,,GeForce GTS 250,0.5,738,,Black / Red,,,
EVGA 512-P3-N725-LR,,GeForce 8400 GS,0.5,567,,Black / Green,168,,
Sapphire 100252HDMI,,Radeon HD 4550,0.5,600,,Black / Blue,,,
Sapphire 100254HDMI,,Radeon HD 4650,1,600,,Black / Blue,,,
Sapphire 100280SR,,Radeon HD 5970,2,,,Black / Red,,,
Sapphire 100281-2GVXSR,,Radeon HD 5870,2,,,Black / Silver,,,
Sapphire 100281VX-2SR,,Radeon HD 5870,1,850,,Black / Blue,,,
Sapphire 100283VX-2L,,Radeon HD 5770,1,,,Black / Blue,,,
Sapphire 100295HDMI,,Radeon HD 4670,0.5,750,,Black / Blue,,,
Sapphire 100296HDMI,,Radeon HD 4670,1,750,,,,,
Sapphire 100297L,,Radeon HD 5830,1,800,,Black / Blue,,,
Sapphire 100297SR,,Radeon HD 5830,1,800,,Black / Blue,,,
XFX HD-435X-YAH2,,Radeon HD 4350,0.5,600,,Black,,,
XFX HD-455X-YAF2,,Radeon HD 4550,0.5,625,,Black,,,
XFX HD-557X-ZHF2,,Radeon HD 5570,1,650,,Black,,,
XFX PVT94GYHH2,,GeForce 9400 GT,0.5,550,,Black,175,,
Zotac ZT-20106-10P,,GeForce GTS 250,1,,,Black / Orange,,,
Zotac ZT-84MEH4M-HSL,,GeForce 8400 GS,0.5,567,,Black / Blue,,,
Sapphire 100282-3SR,,Radeon HD 5850,1,725,,Black / Blue,,,
Sapphire 100290SR,,Radeon HD 5870,2,850,,Black / Red,,,
Zotac ZT-40101-10P,,GeForce GTX 480,1.5,700,,Black / Silver,,,
Zotac ZT-40102-10P,,GeForce GTX 480,1.5,756,,Black / Orange,,,
Zotac ZT-40402-10P,,GeForce GTX 460,1,675,,Black / Orange,209,,
Zotac ZT-98GES3M-FSL,,GeForce 9800 GT,0.5,550,,Black / Orange,,,
PowerColor AX5670 512MD5-HV2,,Radeon HD 5670,0.5,775,,Black / Red,,,
MSI N470GTX-M2D12-B,,GeForce GTX 470,1.25,607,,Black / Silver,243,,
Asus EAH6970/2DI2S/2GD5,,Radeon HD 6970,2,890,,,279,,
Diamond 6950PE52G,,Radeon HD 6950,2,800,,Black / Red,271,,
Diamond 6970PE52G,,Radeon HD 6970,2,880,,Black / Red,271,,
Gigabyte GV-R695D5-2GD-B,,Radeon HD 6950,2,800,,Black / Red,,,
MSI R6970-2PM2D2GD5,,Radeon HD 6970,2,880,,White / Red,,,
PowerColor AX6950 2GBD5-M2DH,,Radeon HD 6950,2,,,,,,
PowerColor AX6970 2GBD5-M2DH,,Radeon HD 6970,2,,,Black / Red,,,
Sapphire 100311BFVSR,,Radeon HD 6970,2,880,,Black / Red,,,
Sapphire 100311SR,,Radeon HD 6970,2,,,Black / Red,,,
Sapphire 100312SR,,Radeon HD 6950,2,,,Black / Red,,,
XFX HD-695A-CNFC,,Radeon HD 6950,2,800,,Black / Red,287,,
Asus ENGTX570/2DI/1280MD5,,GeForce GTX 570,1.25,742,,Black / Silver,279,,
EVGA 012-P3-1572-AR,,GeForce GTX 570,1.25,797,,Black / Red,266,,
EVGA 015-P3-1580-AR,,GeForce GTX 580,1.5,772,,Black / Blue,266,,
EVGA 015-P3-1583-AR,,GeForce GTX 580,1.5,797,,Black,266,,
MSI N580GTX-M2D15D5OC,,GeForce GTX 580,1.5,823,,,,,
Sparkle SXX5701280D5NM,,GeForce GTX 570,1.25,732,,Black / Purple,266,,
Zotac ZT-50201-10P,,GeForce GTX 570,1.25,732,,Black / Orange,266,,
Sapphire 100314SR,,Radeon HD 6870,1,900,,Black / Red,,,
Biostar VA6875NPG2,,Radeon HD 6870,1,900,,,,,
Diamond 6870PE51G,,Radeon HD 6870,1,900,,,,,
Gigabyte GV-R687D5-1GD-B,,Radeon HD 6870,1,900,,Black / Silver,,,
MSI R6870-2PM2D1GD5,,Radeon HD 6870,1,900,,White / Red,223,,
PowerColor AX6870 1GBD5-M2DH,,Radeon HD 6870,1,900,,Black / Red,,,
PowerColor AX6870 1GBD5-PP2DHGJ,,Radeon HD 6870,1,940,,,,,
Sapphire 100314-2SR,,Radeon HD 6870,1,900,,Black / Silver,,,
XFX HD-687A-ZNFC,,Radeon HD 6870,1,900,,Black / Red,261,,
Asus EAH6850 DirectCU/2DIS/1GD5,,Radeon HD 6850,1,790,,Black / Red,260,,
Diamond 6850PE51G,,Radeon HD 6850,1,775,,,,,
Gigabyte GV-R685D5-1GD,,Radeon HD 6850,1,775,,Black / Blue,,,
PowerColor AX6850 1GBD5-DH,,Radeon HD 6850,1,775,,Black / Red,,,
PowerColor AX6850 1GBD5-PPDHGJ,,Radeon HD 6850,1,820,,,,,
Sapphire 100315L,,Radeon HD 6850,1,775,,Black / Silver,,,
VisionTek 900339,,Radeon HD 6850,1,775,,Black / Red,,,
XFX HD-685X-ZDFC,,Radeon HD 6850,1,775,,Black / Silver,234,,
XFX HD-685X-ZNDC,,Radeon HD 6850,1,800,,Black / Silver,234,,
XFX HD-575X-ZNFC,,Radeon HD 5750,1,700,,Blue / Red,184,,
PowerColor AX5750 1GBD5-HV2,,Radeon HD 5750,1,700,,Black / Red,,,
PowerColor AX5750 1GBD5-LH,,Radeon HD 5750,1,700,,,,,
Diamond 5750PE51GSB,,Radeon HD 5750,1,700,,Black / Red,,,
VisionTek 900301,,Radeon HD 5750,1,700,,Black / Blue,,,
Biostar VA5755NHG1,,Radeon HD 5750,1,700,,,,,
PowerColor AX5750 1GBD5-NS3DH,,Radeon HD 5750,1,700,,,,,
PowerColor SCS3 AX5750 1GBD5-S3DH,,Radeon HD 5750,1,700,,,,,
XFX HD-465X-ZDF2,,Radeon HD 4650,1,600,,Black,,,
Sapphire 100253HDMI-64B,,Radeon HD 4650,0.5,600,,,,,
PowerColor AX5770 1GBD5-5D,,Radeon HD 5770,1,850,,Black / Red,,,
Biostar VA5775NHG1,,Radeon HD 5770,1,850,,,,,
Diamond 5770PE51G,,Radeon HD 5770,1,850,,,,,
Diamond 5770PE51GSB,,Radeon HD 5770,1,850,,Black / Red,,,
MSI R5770-PMD1G,,Radeon HD 5770,1,850,,Black / Silver,,,
PowerColor AX5770 1GBD5-DHC1,,Radeon HD 5770,1,850,,,182,,
PowerColor AX5770 1GBD5-H,,Radeon HD 5770,1,850,,Black / Red,,,
PowerColor AX5770 1GBD5-PPG,,Radeon HD 5770,1,875,,Black / Red,,,
PowerColor AX5770 1GBD5-PPVG,,Radeon HD 5770,1,900,,Black / Red,,,
VisionTek 900300,,Radeon HD 5770,1,850,,Black / Red,,,
XFX HD-577X-ZMF3,,Radeon HD 5770,1,850,,Black / Red,223,,
EVGA 01G-P3-1378-TR,,GeForce GTX 460,1,850,,Black / Silver,210,,
EVGA 768-P3-1362-AR,,GeForce GTX 460,0.75,763,,Black / Gold,209,,
EVGA 768-P3-1362-TR,,GeForce GTX 460,0.75,763,,Black / Gold,209,,
PNY VCGGTX4601XPB-OC,,GeForce GTX 460,1,765,,Black / Green,,,
Zotac ZT-40403-10P,,GeForce GTX 460,1,810,,Black / Orange,209,,
XFX HD-685X-ZNFC,,Radeon HD 6850,1,775,,Black / Silver,234,,
Asus EAH5450 SILENT/DI/1GD3(LP),,Radeon HD 5450,1,650,,Black / Red,,,
Asus EAH5570/DI/1GD3(LP),,Radeon HD 5570,1,650,,,,,
Asus EAH5670/DI/1GD5,,Radeon HD 5670,1,775,,Black / Red,,,
Asus EAH5670/DI/512MD5/V2,,Radeon HD 5670,0.5,774,,,223,,
Asus EAH5830 DIRECTCU/2DIS/1GD5,,Radeon HD 5830,1,800,,Black,241,,
Asus EAH5850 DIRECTCU TOP/2DIS/1GD5,252.4,Radeon HD 5850,1,765,,Black / Red,241,,
Asus EAH6850 DC/2DIS/1GD5/V2,,Radeon HD 6850,1,790,,Black / Red,260,,
XFX HD-597X-ENFN,,Radeon HD 5970,4,850,,,,,
XFX HD-545X-ZNF2,,Radeon HD 5450,1,650,,Black / Red,,,
XFX HD-585X-ZABC,,Radeon HD 5850,1,755,,Black / Red,,,
XFX HD-583X-ZAFV,,Radeon HD 5830,1,800,,Black / Red,,,
XFX HD-567X-YNF3,,Radeon HD 5670,0.5,775,,Black / Red,168,,
XFX HD-557X-ZNF2,,Radeon HD 5570,1,650,,Black,,,
XFX HD-555X-ZNF2,,Radeon HD 5550,1,550,,Black,,,
XFX HD-545X-YNH2,,Radeon HD 5450,0.5,650,,Black / Red,,,
XFX HD-467X-DDF2,,Radeon HD 4670,1,750,,Black,167,,
Gigabyte GV-R545SC-1GI,,Radeon HD 5450,1,650,,Black / Blue,,,
Gigabyte GV-R557OC-1GI,,Radeon HD 5570,1,670,,Black / Blue,,,
Gigabyte GV-R567OC-1GI REV2.0,,Radeon HD 5670,1,790,,Black / Blue,,,
Gigabyte GV-R687OC-1GD,,Radeon HD 6870,1,915,,Black / Blue,,,
Biostar VA5453NH56,,Radeon HD 5450,0.5,550,,,,,
Biostar VA5453NHG6,,Radeon HD 5450,1,550,,,,,
Biostar VA5552NHG1,,Radeon HD 5550,1,,,,,,
Biostar VA5553NHG1,,Radeon HD 5550,1,650,,,,,
Biostar VA5573NHG1,,Radeon HD 5570,1,650,,,,,
Biostar VA5675NHG1,,Radeon HD 5670,1,775,,,,,
Biostar VA6855NPG2,,Radeon HD 6850,1,775,,,,,
Diamond 5450PE512,,Radeon HD 5450,0.5,650,,Red / Silver,,,
Diamond 5550PE31G,,Radeon HD 5550,1,550,,Black / Blue,170,,
Diamond 5570PE31G,,Radeon HD 5570,1,650,,,170,,
Diamond 5670PE51G,,Radeon HD 5670,1,775,,Black / Blue,182,,
Diamond 5750PE51G,,Radeon HD 5750,1,700,,,,,
Diamond 5830PE51G,,Radeon HD 5830,1,825,,Black / Red,,,
Diamond 5850PE51G,,Radeon HD 5850,1,725,,,,,
Diamond 5870PE51G,,Radeon HD 5870,1,850,,Black / Red,,,
MSI R4350-MD512H/D3,,Radeon HD 4350,0.5,650,,Red,,,
MSI R5670-PMD1G OC,,Radeon HD 5670,1,,,,,,
MSI VR5570-MD1G,,Radeon HD 5570,1,650,,Black / Silver,167,,
PowerColor AX5870 1GBD5-PPDHG2,,Radeon HD 5870,1,875,,,,,
PowerColor AX5670 1GBD5-HV2,,Radeon HD 5670,1,775,,,,,
VisionTek 784090025739,,Radeon HD 5850,1,725,,,,,
PowerColor AX4830 512MD3,,Radeon HD 4830,0.5,575,,,213,,
PowerColor AX5450 1GBK3-SH,,Radeon HD 5450,1,650,,Black / Red,,,
PowerColor AX5550 1GBK3-H,,Radeon HD 5550,1,550,,Black / Red,,,
PowerColor AX5550 512MK3-H,,Radeon HD 5550,0.5,550,,Black / Red,,,
PowerColor AX5570 1GBD3-H,,Radeon HD 5570,1,650,,Black / Red,,,
PowerColor AX5570 1GBK3-NS3H,,Radeon HD 5570,1,650,,Red / Silver,,,
Sapphire 100252-1GL,,Radeon HD 4550,1,600,,,,,
Sapphire 100274HDMI,,Radeon HD 4350,1,575,,Black / Blue,,,
Sapphire 100287L,,Radeon HD 5670,0.5,775,,,,,
Sapphire 100287VGAL,,Radeon HD 5670,0.5,775,,,,,
Sapphire 100289L,,Radeon HD 5670,1,775,,Black / Blue,,,
Sapphire 100289UL,,Radeon HD 5670,1,775,,Black / Blue,,,
Sapphire 100291DP,,Radeon HD 5450,0.5,650,,,,,
Sapphire 100293DP,,Radeon HD 5570,1,650,,Black / Blue,,,
Sapphire 100294UL,,Radeon HD 5550,1,550,,Black / Blue,,,
VisionTek 900253,,Radeon HD 4550,0.5,600,,,,,
VisionTek 900310,,Radeon HD 5670,1,775,,,,,
VisionTek 900311,,Radeon HD 5450,0.5,650,,Black / Blue,,,
VisionTek 900315,,Radeon HD 5450,1,650,,,,,
VisionTek 900338,,Radeon HD 6870,1,900,,,,,
MSI N460GTX -M2D1GD5/OC,,GeForce GTX 460,1,725,,Black / Red,,,
Asus ENGTX460 DIRECTCU/G/2DI/1GD5,,GeForce GTX 460,1,675,,,248,,
Asus ENGTX460 DirectCU TOP/2DI/768MD5,,GeForce GTX 460,0.75,700,,,240,,
Asus ENGTX460 SE DC/2DI/1GD5,,GeForce GTX 460 SE,1,660,,Black / Green,241,,
Asus ENGTX580/2DI/1536MD5,,GeForce GTX 580,1.5,782,,Black / Silver,279,,
ECS NBGTX460-1GPI-F,,GeForce GTX 460,1,765,,,,,
ECS NGTX460-1GPI-F,,GeForce GTX 460,1,675,,,,,
ECS NGTX460-1GPI-F1,,GeForce GTX 460,1,675,,,,,
ECS NGTX580-1536PI-F,,GeForce GTX 580,1.5,772,,Black / Green,,,
EVGA 01G-P3-1366-TR,,GeForce GTX 460 SE,1,650,,Black / Silver,209,,
EVGA 01G-P3-1367-TR,,GeForce GTX 460 SE,1,720,,Black / Silver,209,,
EVGA 01G-P3-1380-KR,,GeForce GTX 460,1,850,,Black / Silver,209,,
EVGA 01G-P3-1465-AR,,GeForce GTX 465,1,607,,Black / Silver,241,,
Gigabyte GV-N460OC2-1GI,,GeForce GTX 460,1,760,,Black / Blue,,,
Gigabyte GV-N460SO-1GI,,GeForce GTX 460,1,815,,Black / Blue,,,
Gigabyte GV-N465MT-1GI,,GeForce GTX 465,1,607,,,,,
Gigabyte GV-N470OC-13I REV2.0,,GeForce GTX 470,1.25,630,,,,,
MSI TWIN FROZR II GE,,GeForce GTX 465,1,607,,Black / Orange,,,
MSI N480GTX-M2D15-B,,GeForce GTX 480,1.5,700,,,265,,
Zotac ZT-50202-10P,,GeForce GTX 570,1.25,780,,Black / Orange,266,,
Zotac ZT-50101-10P,,GeForce GTX 580,1.5,772,,Black / Orange,266,,
PNY RVCGGTX465XXB,,GeForce GTX 465,1,607,,,,,
PNY RVCGGTX470XXB,,GeForce GTX 470,1.25,607,,,,,
PNY RVCGGTX480XXB,,GeForce GTX 480,1.5,700,,,,,
Sparkle SXX4601024D5UNM,,GeForce GTX 460,1,700,,Black / Purple,,,
Sparkle SXX4602048D5SNM,,GeForce GTX 460,2,700,,Black / Purple,209,,
Sparkle SXX460768D5UNM,,GeForce GTX 460,0.75,675,,Black / Purple,209,,
Sparkle SXX4651024D5-NM,,GeForce GTX 465,1,607,,,,,
Sparkle SXX4701280D5-NM,,GeForce GTX 470,1.25,607,,Black / Blue,,,
Sparkle X460G,,GeForce GTX 460,1,790,,Black / Purple,209,,
Zotac ZT-40404-10P,,GeForce GTX 460,0.75,710,,Black / Orange,,,
Zotac ZT-40407-10P,,GeForce GTX 460,1,710,,Black / Orange,,,
XFX PVT94GYRF2,,GeForce 9400 GT,0.5,550,,Black / Silver,,,
XFX PVT95GYAJ2,,GeForce 9500 GT,0.5,550,,Black / Green,167,,
EVGA 01G-P3-1561-AR,,GeForce GTX 560 Ti,1,850,,Black / Gold,228,,
EVGA 01G-P3-1563-AR,,GeForce GTX 560 Ti,1,900,,Black / Gold,228,,
Gigabyte GV-N560OC-1GI,,GeForce GTX 560 Ti,1,900,,Black / Blue,,,
ECS NGTX570-1280PI-F,,GeForce GTX 570,1.25,732,,,,,
Gigabyte GV-N570OC-13I,,GeForce GTX 570,1.25,780,,Black / Blue,,,
Asus ENGT430/DI/1GD3(LP),,GeForce GT 430,1,700,,Black / Blue,160,,
Asus ENGTS450 DC OC/DI/1GD5,,GeForce GTS 450,1,850,,,,,
Asus ENGTS450 DIRECTCU TOP/DI/1GD5,,GeForce GTS 450,1,925,,,216,,
Asus ENGTS450 DIRECTCU/DI/1GD5,,GeForce GTS 450,1,783,,,216,,
Asus ENGTX460 DC TOP/2DI/1GD5/V2,,GeForce GTX 460,1,775,,,248,,
ECS N8400GSC-1GQS-F,,GeForce 8400 GS,1,520,,,,,
ECS N9500GTC-1GQS-F,,GeForce 9500 GT,1,,,Black / Silver,,,
ECS NBGTS450-1GPI-F,,GeForce GTS 450,1,850,,,216,,
ECS NGT430C-1GQR-F,,GeForce GT 430,1,700,,Black / Silver,,,
ECS NGTS450-1GPI-F,,GeForce GTS 450,1,783,,Black,,,
ECS NGTS450-1GPI-F1,,GeForce GTS 450,1,783,,,,,
ECS NS8400GS2C-512SS-H,,GeForce 8400 GS,0.5,567,,,,,
ECS NS8400GSC-1GQS-H,,GeForce 8400 GS,1,,,,,,
EVGA 01G-P3-1435-LR,,GeForce GT 430,1,735,,Black / Green,,,
EVGA 02G-P3-1386-KR,,GeForce GTX 460,2,700,,Black / Silver,209,,
EVGA 128-P2-N428-LR,,GeForce 7200 GS,0.5,450,,Black / Green,,,
Gigabyte GV-N450OC-1GI,,GeForce GTS 450,1,830,,Black / Blue,,,
Gigabyte GV-N450OC2-1GI,,GeForce GTS 450,1,930,,Black / Blue,,,
Gigabyte GV-R567ZL-1GI,,Radeon HD 5670,1,790,,,,,
MSI N430GT-MD1GD3 OC/TF,,GeForce GT 430,1,785,,Black / Silver,170,,
MSI N430GT-MD1GD3-OC/LP,,GeForce GT 430,1,785,,Black / Gold,,,
MSI N450GTS-M2D1GD5,,GeForce GTS 450,1,783,,Black / Red,,,
MSI N450GTS-M2D1GD5/OC,,GeForce GTS 450,1,850,,Black / Red,,,
MSI N570GTX-M2D12D5/OC,,GeForce GTX 570,1.25,786,,Black / Blue,268,,
MSI R5450-MD1GD3H/LP,,Radeon HD 5450,1,,,Black / Silver,,,
PNY VCGGTX560TXPB,,GeForce GTX 560 Ti,1,822,,Black / Green,209,,
Sapphire 100287VGALP,,Radeon HD 5670,0.5,775,,,,,
Sapphire 100289-2L,,Radeon HD 5670,1,,,,,,
Sapphire 100289FLEX,,Radeon HD 5670,1,775,,,,,
Sapphire 100312-1GSR,,Radeon HD 6950,1,,,Black / Silver,,,
Sapphire 100314FLEX,,Radeon HD 6870,1,900,,,,,
Sapphire 100314VXSR,,Radeon HD 6870,1,900,,Black / White,,,
Sparkle SX560T1024D5MH,,GeForce GTX 560 Ti,1,820,,Black / Blue,209,,
Sparkle SXS4501024D5SNM,,GeForce GTS 450,1,789,,Black / Blue,209,,
Sparkle SXS4501024D5SNP,,GeForce GTS 450,1,789,,,209,,
Sparkle SXS4501024D5SNS,,GeForce GTS 450,1,789,,Black / Blue,209,,
Sparkle X450G,,GeForce GTS 450,1,850,,,209,,
Sparkle SXT4301024S3LNM,,GeForce GT 430,1,700,,Green / Silver,144,,
Sparkle SXT430512S3LNM,,GeForce GT 430,0.5,700,,Green / Silver,144,,
XFX HD-545X-ZHF2,,Radeon HD 5450,1,650,,Black / Red,,,
XFX HD-687A-ZDBC,,Radeon HD 6870,1,940,,Black / Silver,261,,
XFX HD-695X-ZNDC,,Radeon HD 6950,1,830,,Black / Silver,259,,
XFX HD-695X-ZNFC,,Radeon HD 6950,1,800,,Black / Red,259,,
XFX HD555XZHF2,,Radeon HD 5550,1,550,,Black,,,
Zotac ZT-40502-10L,,GeForce GTS 450,1,875,,Black / Orange,187,,
Zotac ZT-40503-10L,,GeForce GTS 450,1,810,,Black / Orange,187,,
Zotac ZT-40601-20L,,GeForce GT 430,1,700,,Blue / Silver,144,,
Zotac ZT-40701-10L,,GeForce GT 440,0.5,810,,Black / Orange,144,,
EVGA 01G-P3-1430-LR,,GeForce GT 430,1,700,,Black / Green,168,,
EVGA 01G-P3-1450-TR,,GeForce GTS 450,1,822,,Black / Gold,209,,
EVGA 01G-P3-1452-TR,,GeForce GTS 450,1,882,,Black / Gold,209,,
PNY VCGGTS4501XPB,,GeForce GTS 450,1,783,,Black / Green,209,,
PNY VCGGTX480XPB,,GeForce GTX 480,1.5,700,,Black / Silver,,,
EVGA 012-P3-1571-AR,,GeForce GTX 570,1.25,732,,Black / Red,228,,
EVGA 012-P3-1573-KR,,GeForce GTX 570,1.25,797,,Black / Red,228,,
Sparkle SX98GT512D3G-VP,,GeForce 9800 GT,0.5,550,,Blue / Silver,,,
Sparkle SXT4401024S3NM,,GeForce GT 440,1,810,,,209,,
Sparkle SXT440512D5NM,,GeForce GT 440,0.5,810,,Black / Blue,209,,
Asus EAH6970 DCII/2DI4S/2GD5,,Radeon HD 6970,2,890,,Black / Red,297,,
PowerColor AX6970 2GBD5-PP2DHG,,Radeon HD 6970,2,940,,,275,,
XFX HD695XZDDC,,Radeon HD 6950,1,830,,Black / Silver,256,,
XFX HD-575X-ZMF3,,Radeon HD 5750,1,700,,Black / Red,200,,
PowerColor AX5670 1GBK3-H,,Radeon HD 5670,1,775,,,182,,
Biostar VA4352NH56,,Radeon HD 4350,0.5,600,,Red / White,,,
Asus ENGTX550 TI DC TOP/DI/1GD5,,GeForce GTX 550 Ti,1,975,,Red / Black,242,,
XFX HD-699A-ENF9,,Radeon HD 6990,4,830,,Black / Red,,,
Diamond 6990PE54G,,Radeon HD 6990,4,830,,Black / Red,,,
Sapphire 100310SR,,Radeon HD 6990,4,830,,Black / Red,,,
EVGA 012-P3-1573-AR,,GeForce GTX 570,1.25,797,,Black / Red,228,,
EVGA 01G-P3-1431-KR,,GeForce GT 430,1,700,,Black / Green,165,,
EVGA 01G-P3-1563-A1,,GeForce GTX 560 Ti,1,900,,Black,228,,
PNY VCGGTX550TXPB,,GeForce GTX 550 Ti,1,900,,Black,209,,
PNY VCGGTX560TXPB-OC2-S,,GeForce GTX 560 Ti,1,900,,,209,,
PowerColor AX5450 2GBK3-SH,,Radeon HD 5450,2,650,,Black / Red,167,,
VisionTek 900359,,Radeon HD 6990,4,830,,,,,
HIS H545H1G,,Radeon HD 5450,1,650,,Black / Blue,,,
HIS H545HO512,,Radeon HD 5450,0.5,650,,Black / Blue,,,
HIS H545HR1G,,Radeon HD 5450,1,650,,Black / Green,,,
HIS H545HR2G,,Radeon HD 5450,2,650,,Black / Green,,,
HIS H555HB512,,Radeon HD 5550,0.5,550,,,,,
HIS H557HO2G,,Radeon HD 5570,2,650,,Black / Blue,,,
HIS H557HR1G,,Radeon HD 5570,1,650,,Black / Blue,,,
HIS H567FO1G,,Radeon HD 5670,1,775,,Black / Green,180,,
HIS H567Q1GD,,Radeon HD 5670,1,775,,Blue / Silver,,,
HIS H575FN1GD,,Radeon HD 5750,1,700,,Black / Blue,,,
HIS H577FK1GD,,Radeon HD 5770,1,850,,Black / Blue,,,
HIS H577QT1GD,,Radeon HD 5770,1,875,,Blue / Silver,,,
HIS H679QNT1G2M,,Radeon HD 6790,1,900,,,,,
HIS H685F1GD,,Radeon HD 6850,1,775,,Black / Blue,,,
HIS H685QN1GD,,Radeon HD 6850,1,775,,,,,
HIS H687F1G2M,,Radeon HD 6870,1,900,,Black / Blue,,,
HIS H687QNX1G2M,,Radeon HD 6870,1,975,,Green,,,
HIS H695FN2G2M,,Radeon HD 6950,2,800,,Black / Blue,255,,
HIS H695QNT1G2M,,Radeon HD 6950,1,840,,Green,,,
HIS H695QNT2G2M,,Radeon HD 6950,2,840,,Green,,,
HIS H697F2G2M,,Radeon HD 6970,2,880,,Black / Blue,,,
HIS H697FT2G2M,,Radeon HD 6970,2,900,,Black / Blue,,,
HIS H699F4G4M,,Radeon HD 6990,4,830,,Black / Blue,,,
Zotac ZT-50102-10P,,GeForce GTX 580,1.5,815,,Black / Orange,266,,
Zotac ZT-50601-10L,,GeForce GT 520,1,810,,Black / Orange,167,,
Asus ENGT520 Silent/DI/1GD3(LP),,GeForce GT 520,1,810,,,177,,
Diamond 6950PE51G,,Radeon HD 6950,1,800,,Black / Red,271,,
Sparkle SX550T1024D5MH,,GeForce GTX 550 Ti,1,900,,Black / Blue,209,,
PNY VCGGTX550TXPB-OC,,GeForce GTX 550 Ti,1,966,,Black,209,,
PNY VCGGTX560TXPB-OC-BDL,,GeForce GTX 560 Ti,1,850,,,,,
ECS NGTX560TI-1GPI-F,,GeForce GTX 560 Ti,1,,,,,,
EVGA 01G-P3-1521-KR,,GeForce GT 520,1,810,,Black,144,,
EVGA 01G-P3-1523-KR,,GeForce GT 520,1,810,,Black,144,,
EVGA 02G-P3-1387-KR,,GeForce GTX 460 X2,2,700,,Black,292,,
Asus EAH6570/DI/1GD3(LP),,Radeon HD 6570,1,650,,Red / Silver,167,,
Diamond 6670PE51G,,Radeon HD 6670,1,800,,Black / Red,,,
Gigabyte GV-R575D5-1GD,,Radeon HD 5750,1,700,,Black / Blue,,,
Gigabyte GV-R697OC-2GD,,Radeon HD 6970,2,900,,Black / Blue,289,,
Gigabyte GV-R697OC2-2GD,,Radeon HD 6970,2,920,,,289,,
HIS H587F2G6DG,,Radeon HD 5870,2,850,,,,,
HIS H645H1G,,Radeon HD 6450,1,625,,,,,
HIS H657H1G,,Radeon HD 6570,1,650,,,,,
HIS H667F1GD,,Radeon HD 6670,1,800,,Black / Blue,,,
HIS H695FT2G2M,,Radeon HD 6950,2,840,,Black / Blue,,,
MSI R6450-MD1GD3/LP,,Radeon HD 6450,1,625,,Black / Silver,,,
MSI R6570-MD1GD3/LP,,Radeon HD 6570,1,650,,Black / Silver,,,
MSI R6990-4PD4GD5,,Radeon HD 6990,4,830,,Black / Silver,,,
PowerColor AX6450 1GBK3-SH,,Radeon HD 6450,1,625,,Black / Red,,,
PowerColor AX6670 1GBD5-H,,Radeon HD 6670,1,800,,Black / Red,,,
PowerColor AX6950 2GBD5-2DH,,Radeon HD 6950,2,800,,Black / Red,275,,
Sapphire 100289VGAL,,Radeon HD 5670,1,,,,,,
Sapphire 100316L,,Radeon HD 6790,1,,,Black / Silver,,,
Sapphire 100321DDR5L,,Radeon HD 6450,0.5,625,,,,,
Sapphire 100323L,,Radeon HD 6570,1,,,Black / Blue,,,
Sapphire 100326L,,Radeon HD 6670,1,,,Black / Blue,,,
Sapphire 100327L,,Radeon HD 6750,1,,,Black / Blue,,,
VisionTek 900353,,Radeon HD 6970,2,880,,Black / Red,,,
XFX HD-545X-ZCH2,,Radeon HD 5450,1,650,,Black,182,,
XFX HD-545X-ZHH2,,Radeon HD 5450,1,650,,Black,167,,
XFX HD-567X-ZNL3,,Radeon HD 5670,1,775,,Black,181,,
XFX HD-577X-ZNLC,,Radeon HD 5770,1,850,,,,,
XFX HD-645X-ZNH2,,Radeon HD 6450,1,625,,Black,,,
XFX HD-679X-ZDFC,,Radeon HD 6790,1,840,,Black / Silver,261,,
XFX HD-697A-CNDC,,Radeon HD 6970,2,900,,Black / Red,287,,
Asus EAH6670/DIS/1GD5,,Radeon HD 6670,1,810,,Black / Red,167,,
HIS H545H1GDL,,Radeon HD 5450,1,650,,Black / Blue,,,
HIS H675F1GD,,Radeon HD 6750,1,700,,Black / Blue,,,
HIS H677F1GD,,Radeon HD 6770,1,850,,,,,
MSI R6790-2PM2D1GD5,,Radeon HD 6790,1,840,,,245,,
PowerColor AE5450 512MD2-SH,,Radeon HD 5450,0.5,650,,Black / Red,,,
Sapphire 100328FLEX,,Radeon HD 6770,1,,,Black / Blue,,,
Sapphire 100328VXL,,Radeon HD 6770,1,,,Black / Blue,,,
Sapphire 100338L,,Radeon HD 6770,1,,,,,,
