web_scraper_order,web_scraper_start_url,pagination,name,capacity_(w),capacity_(va),rating,price,name3,price2,capacity_(va)2,capacity_(w)2,name2,name4
"1784223685-1","https://uk.pcpartpicker.com/products/ups/","","CyberPower CP1500PFCLCD","Capacity (W)1000 W","Capacity (VA)1500 VA","(21)","Add","(21)","Add","Capacity (VA)","Capacity (W)","https://cdna.pcpartpicker.com/static/forever/images/product/078953894c00f76b8090ff4ca3179bab.256p.jpg","https://cdna.pcpartpicker.com/static/forever/images/product/078953894c00f76b8090ff4ca3179bab.256p.jpg"
"1784223685-2","https://uk.pcpartpicker.com/products/ups/","","APC SURT20KRMXLT","Capacity (W)16000 W","Capacity (VA)20000 VA","(0)","Add","(0)","Add","Capacity (VA)","Capacity (W)","https://cdna.pcpartpicker.com/static/forever/images/product/6bea31cad2001dc918713df512e8a9cb.256p.jpg","https://cdna.pcpartpicker.com/static/forever/images/product/6bea31cad2001dc918713df512e8a9cb.256p.jpg"
"1784223685-3","https://uk.pcpartpicker.com/products/ups/","","APC Back-UPS 1500","Capacity (W)900 W","Capacity (VA)1500 VA","(8)","Add","(8)","Add","Capacity (VA)","Capacity (W)","https://cdna.pcpartpicker.com/static/forever/images/product/33a78d53b1611aabb73b3048fb3dc5c4.256p.jpg","https://cdna.pcpartpicker.com/static/forever/images/product/33a78d53b1611aabb73b3048fb3dc5c4.256p.jpg"
"1784223685-4","https://uk.pcpartpicker.com/products/ups/","","APC SRT10KRMXLI","Capacity (W)10000 W","Capacity (VA)10000 VA","(0)","£8274.92Add","(0)","Add","Capacity (VA)","Capacity (W)","https://cdna.pcpartpicker.com/static/forever/images/product/3e1c60eaeecf8d9b333f2b5dfb7b952e.256p.jpg","https://cdna.pcpartpicker.com/static/forever/images/product/3e1c60eaeecf8d9b333f2b5dfb7b952e.256p.jpg"
"1784223685-5","https://uk.pcpartpicker.com/products/ups/","","CyberPower CP1500AVRLCD","Capacity (W)900 W","Capacity (VA)1500 VA","(15)","Add","(15)","Add","Capacity (VA)","Capacity (W)","https://m.media-amazon.com/images/I/31Q2DbszgmL.jpg","https://m.media-amazon.com/images/I/31Q2DbszgmL.jpg"
"1784223685-6","https://uk.pcpartpicker.com/products/ups/","","APC SRT10KXLT","Capacity (W)10000 W","Capacity (VA)10000 VA","(0)","Add","(0)","Add","Capacity (VA)","Capacity (W)","https://cdna.pcpartpicker.com/static/forever/images/product/c3b215c34cb999dcc7d7323e8152258a.256p.jpg","https://cdna.pcpartpicker.com/static/forever/images/product/c3b215c34cb999dcc7d7323e8152258a.256p.jpg"
"1784223685-7","https://uk.pcpartpicker.com/products/ups/","","APC Back-UPS Pro 1500S","Capacity (W)900 W","Capacity (VA)1500 VA","(6)","Add","(6)","Add","Capacity (VA)","Capacity (W)","https://cdna.pcpartpicker.com/static/forever/images/product/12bac3884cccb9f302b43d72d5f571b4.256p.jpg","https://cdna.pcpartpicker.com/static/forever/images/product/12bac3884cccb9f302b43d72d5f571b4.256p.jpg"
"1784223685-8","https://uk.pcpartpicker.com/products/ups/","","CyberPower PR3000LCDSL","Capacity (W)2700 W","Capacity (VA)3000 VA","(0)","Add","(0)","Add","Capacity (VA)","Capacity (W)","https://cdna.pcpartpicker.com/static/forever/images/product/7142d0bd28c42ee4839e594ebc6cd937.256p.jpg","https://cdna.pcpartpicker.com/static/forever/images/product/7142d0bd28c42ee4839e594ebc6cd937.256p.jpg"
"1784223685-9","https://uk.pcpartpicker.com/products/ups/","","APC Back-UPS Pro Gaming","Capacity (W)1320 W","Capacity (VA)2200 VA","(0)","£383.24Add","(0)","Add","Capacity (VA)","Capacity (W)","https://cdna.pcpartpicker.com/static/forever/images/product/b18673826399471d67b458fa29e33db6.256p.jpg","https://cdna.pcpartpicker.com/static/forever/images/product/b18673826399471d67b458fa29e33db6.256p.jpg"
"1784223685-10","https://uk.pcpartpicker.com/products/ups/","","CyberPower PR2200LCDSL","Capacity (W)1980 W","Capacity (VA)2070 VA","(0)","Add","(0)","Add","Capacity (VA)","Capacity (W)","https://cdna.pcpartpicker.com/static/forever/images/product/eb7df207e834f46f0e0d25387617fb72.256p.jpg","https://cdna.pcpartpicker.com/static/forever/images/product/eb7df207e834f46f0e0d25387617fb72.256p.jpg"
"1784223685-11","https://uk.pcpartpicker.com/products/ups/","","CyberPower CP1000PFCLCD","Capacity (W)600 W","Capacity (VA)1000 VA","(6)","Add","(6)","Add","Capacity (VA)","Capacity (W)","https://cdna.pcpartpicker.com/static/forever/images/product/e43140a56296f6d89ee1e522f941baef.256p.jpg","https://cdna.pcpartpicker.com/static/forever/images/product/e43140a56296f6d89ee1e522f941baef.256p.jpg"
"1784223685-12","https://uk.pcpartpicker.com/products/ups/","","CyberPower ST425","Capacity (W)260 W","Capacity (VA)425 VA","(0)","Add","(0)","Add","Capacity (VA)","Capacity (W)","https://cdna.pcpartpicker.com/static/forever/images/product/aeae11bde355b776ae9b00e1abc0098e.256p.jpg","https://cdna.pcpartpicker.com/static/forever/images/product/aeae11bde355b776ae9b00e1abc0098e.256p.jpg"
"1784223685-13","https://uk.pcpartpicker.com/products/ups/","","APC Back-UPS Pro 1500VA","Capacity (W)900 W","Capacity (VA)1500 VA","(0)","Add","(0)","Add","Capacity (VA)","Capacity (W)","https://cdna.pcpartpicker.com/static/forever/images/product/4249ecd58d1bee96be1c7c2f46ad1120.256p.jpg","https://cdna.pcpartpicker.com/static/forever/images/product/4249ecd58d1bee96be1c7c2f46ad1120.256p.jpg"
"1784223685-14","https://uk.pcpartpicker.com/products/ups/","","CyberPower EC850LCD","Capacity (W)510 W","Capacity (VA)850 VA","(2)","Add","(2)","Add","Capacity (VA)","Capacity (W)","https://cdna.pcpartpicker.com/static/forever/images/product/8923665312e7dee0382745985741d46b.256p.jpg","https://cdna.pcpartpicker.com/static/forever/images/product/8923665312e7dee0382745985741d46b.256p.jpg"
"1784223685-15","https://uk.pcpartpicker.com/products/ups/","","CyberPower GX150C2","Capacity (W)1000 W","Capacity (VA)1500 VA","(0)","Add","(0)","Add","Capacity (VA)","Capacity (W)","https://m.media-amazon.com/images/I/41y5O0nt1SL.jpg","https://m.media-amazon.com/images/I/41y5O0nt1SL.jpg"
"1784223685-16","https://uk.pcpartpicker.com/products/ups/","","CyberPower PR1500LCD","Capacity (W)1050 W","Capacity (VA)1500 VA","(1)","Add","(1)","Add","Capacity (VA)","Capacity (W)","https://cdna.pcpartpicker.com/static/forever/images/product/69f9dec685bf760d08714f52d876c98b.256p.jpg","https://cdna.pcpartpicker.com/static/forever/images/product/69f9dec685bf760d08714f52d876c98b.256p.jpg"
"1784223685-17","https://uk.pcpartpicker.com/products/ups/","","APC SRT10KXLI","Capacity (W)10000 W","Capacity (VA)10000 VA","(0)","£8269.92Add","(0)","Add","Capacity (VA)","Capacity (W)","https://cdna.pcpartpicker.com/static/forever/images/product/33b950d5017e8445ba83c0cbb496cf60.256p.jpg","https://cdna.pcpartpicker.com/static/forever/images/product/33b950d5017e8445ba83c0cbb496cf60.256p.jpg"
"1784223685-18","https://uk.pcpartpicker.com/products/ups/","","CyberPower CP1500AVRLCD3","Capacity (W)900 W","Capacity (VA)1500 VA","(0)","Add","(0)","Add","Capacity (VA)","Capacity (W)","https://cdna.pcpartpicker.com/static/forever/images/product/1880ffc797c61028860953ad0d409a65.256p.jpg","https://cdna.pcpartpicker.com/static/forever/images/product/1880ffc797c61028860953ad0d409a65.256p.jpg"
"1784223685-19","https://uk.pcpartpicker.com/products/ups/","","CyberPower CP1600EPFCLCD","Capacity (W)1000 W","Capacity (VA)1600 VA","(0)","Add","(0)","Add","Capacity (VA)","Capacity (W)","https://cdna.pcpartpicker.com/static/forever/images/product/e644925ca65e0490e7a3d20103bc3444.256p.jpg","https://cdna.pcpartpicker.com/static/forever/images/product/e644925ca65e0490e7a3d20103bc3444.256p.jpg"
"1784223685-20","https://uk.pcpartpicker.com/products/ups/","","CyberPower CP1200AVR","Capacity (W)720 W","Capacity (VA)1200 VA","(0)","Add","(0)","Add","Capacity (VA)","Capacity (W)","https://cdna.pcpartpicker.com/static/forever/images/product/67f6b611934020f55ee182c2d6601c11.256p.jpg","https://cdna.pcpartpicker.com/static/forever/images/product/67f6b611934020f55ee182c2d6601c11.256p.jpg"
"1784223685-21","https://uk.pcpartpicker.com/products/ups/","","CyberPower OR2200LCDRTXL2U","Capacity (W)1650 W","Capacity (VA)2190 VA","(0)","Add","(0)","Add","Capacity (VA)","Capacity (W)","https://cdna.pcpartpicker.com/static/forever/images/product/3fe10ba0b5fa551995b4cca4b2f70acf.256p.jpg","https://cdna.pcpartpicker.com/static/forever/images/product/3fe10ba0b5fa551995b4cca4b2f70acf.256p.jpg"
"1784223685-22","https://uk.pcpartpicker.com/products/ups/","","CyberPower UT850EG","Capacity (W)425 W","Capacity (VA)850 VA","(0)","£108.99Add","(0)","Add","Capacity (VA)","Capacity (W)","https://m.media-amazon.com/images/I/31SqqnL8KmS.jpg","https://m.media-amazon.com/images/I/31SqqnL8KmS.jpg"
"1784223685-23","https://uk.pcpartpicker.com/products/ups/","","APC Back-UPS Pro Gaming","Capacity (W)1320 W","Capacity (VA)2200 VA","(0)","£447.10Add","(0)","Add","Capacity (VA)","Capacity (W)","https://cdna.pcpartpicker.com/static/forever/images/product/354fc9b543456296c6b7a8568e2e45ba.256p.jpg","https://cdna.pcpartpicker.com/static/forever/images/product/354fc9b543456296c6b7a8568e2e45ba.256p.jpg"
"1784223685-24","https://uk.pcpartpicker.com/products/ups/","","CyberPower CP550SLG","Capacity (W)330 W","Capacity (VA)550 VA","(1)","Add","(1)","Add","Capacity (VA)","Capacity (W)","https://cdna.pcpartpicker.com/static/forever/images/product/ed29aa3b751380a0fdee7491fcaa4569.256p.jpg","https://cdna.pcpartpicker.com/static/forever/images/product/ed29aa3b751380a0fdee7491fcaa4569.256p.jpg"
"1784223685-25","https://uk.pcpartpicker.com/products/ups/","","APC Back-UPS Pro 1500VA for Gaming","Capacity (W)900 W","Capacity (VA)1500 VA","(1)","Add","(1)","Add","Capacity (VA)","Capacity (W)","https://cdna.pcpartpicker.com/static/forever/images/product/774bcb534b6c72c2ed4780de5580a46f.256p.jpg","https://cdna.pcpartpicker.com/static/forever/images/product/774bcb534b6c72c2ed4780de5580a46f.256p.jpg"
"1784223685-26","https://uk.pcpartpicker.com/products/ups/","","CyberPower PR3000LCD","Capacity (W)2700 W","Capacity (VA)3000 VA","(0)","Add","(0)","Add","Capacity (VA)","Capacity (W)","https://cdna.pcpartpicker.com/static/forever/images/product/3a33c960debb6b22918fb5c6eef8d3b3.256p.jpg","https://cdna.pcpartpicker.com/static/forever/images/product/3a33c960debb6b22918fb5c6eef8d3b3.256p.jpg"
"1784223685-27","https://uk.pcpartpicker.com/products/ups/","","CyberPower AVRG750U","Capacity (W)450 W","Capacity (VA)750 VA","(2)","Add","(2)","Add","Capacity (VA)","Capacity (W)","https://cdna.pcpartpicker.com/static/forever/images/product/4a86b31e4035444b746ccdd968195bc0.256p.jpg","https://cdna.pcpartpicker.com/static/forever/images/product/4a86b31e4035444b746ccdd968195bc0.256p.jpg"
"1784223685-28","https://uk.pcpartpicker.com/products/ups/","","APC Back-UPS Pro 1500","Capacity (W)865 W","Capacity (VA)1500 VA","(8)","Add","(8)","Add","Capacity (VA)","Capacity (W)","https://cdna.pcpartpicker.com/static/forever/images/product/b5ce970ee23c5b6a3b0de4cf7bbf756c.256p.jpg","https://cdna.pcpartpicker.com/static/forever/images/product/b5ce970ee23c5b6a3b0de4cf7bbf756c.256p.jpg"
"1784223685-29","https://uk.pcpartpicker.com/products/ups/","","APC Back-UPS Pro 1000S","Capacity (W)600 W","Capacity (VA)1000 VA","(1)","Add","(1)","Add","Capacity (VA)","Capacity (W)","https://cdna.pcpartpicker.com/static/forever/images/product/eaa382977827e97a858670df81386016.256p.jpg","https://cdna.pcpartpicker.com/static/forever/images/product/eaa382977827e97a858670df81386016.256p.jpg"
"1784223685-30","https://uk.pcpartpicker.com/products/ups/","","CyberPower PFC Sinewave CP1500PFCRM2U","Capacity (W)1000 W","Capacity (VA)1500 VA","(0)","Add","(0)","Add","Capacity (VA)","Capacity (W)","https://cdna.pcpartpicker.com/static/forever/images/product/053840798fac976018a8d7e8605cbf6e.256p.jpg","https://cdna.pcpartpicker.com/static/forever/images/product/053840798fac976018a8d7e8605cbf6e.256p.jpg"
"1784223685-31","https://uk.pcpartpicker.com/products/ups/","","APC SRT5KXLI","Capacity (W)4500 W","Capacity (VA)5000 VA","(0)","£4301.99Add","(0)","Add","Capacity (VA)","Capacity (W)","https://cdna.pcpartpicker.com/static/forever/images/product/4adb78b26460c0c08843d048fa112cd4.256p.jpg","https://cdna.pcpartpicker.com/static/forever/images/product/4adb78b26460c0c08843d048fa112cd4.256p.jpg"
"1784223685-32","https://uk.pcpartpicker.com/products/ups/","","CyberPower OR2200LCDRT2U","Capacity (W)1320 W","Capacity (VA)2000 VA","(0)","Add","(0)","Add","Capacity (VA)","Capacity (W)","https://cdna.pcpartpicker.com/static/forever/images/product/09ce8edf8c43529b15e612557cf994ca.256p.jpg","https://cdna.pcpartpicker.com/static/forever/images/product/09ce8edf8c43529b15e612557cf994ca.256p.jpg"
"1784223685-33","https://uk.pcpartpicker.com/products/ups/","","APC SRT8KXLI","Capacity (W)8000 W","Capacity (VA)8000 VA","(0)","£6611.99Add","(0)","Add","Capacity (VA)","Capacity (W)","https://cdna.pcpartpicker.com/static/forever/images/product/03bfe86f8f61cdbc0371b9da3f3fa52c.256p.jpg","https://cdna.pcpartpicker.com/static/forever/images/product/03bfe86f8f61cdbc0371b9da3f3fa52c.256p.jpg"
"1784223685-34","https://uk.pcpartpicker.com/products/ups/","","PowerWalker Basic VI 2200 STL UK","Capacity (W)1320 W","Capacity (VA)2200 VA","(0)","£143.94Add","(0)","Add","Capacity (VA)","Capacity (W)","https://m.media-amazon.com/images/I/41pcXpGiadL.jpg","https://m.media-amazon.com/images/I/41pcXpGiadL.jpg"
"1784223685-35","https://uk.pcpartpicker.com/products/ups/","","CyberPower UT1500EG","Capacity (W)900 W","Capacity (VA)1500 VA","(0)","Add","(0)","Add","Capacity (VA)","Capacity (W)","https://m.media-amazon.com/images/I/31NfQD0VtqL.jpg","https://m.media-amazon.com/images/I/31NfQD0VtqL.jpg"
"1784223685-36","https://uk.pcpartpicker.com/products/ups/","","CyberPower CP1350PFCLCD","Capacity (W)810 W","Capacity (VA)1350 VA","(6)","Add","(6)","Add","Capacity (VA)","Capacity (W)","https://cdna.pcpartpicker.com/static/forever/images/product/3113c0dbdcb2e2397383f1ad59845b6e.256p.jpg","https://cdna.pcpartpicker.com/static/forever/images/product/3113c0dbdcb2e2397383f1ad59845b6e.256p.jpg"
"1784223685-37","https://uk.pcpartpicker.com/products/ups/","","APC BE600M1","Capacity (W)330 W","Capacity (VA)600 VA","(0)","Add","(0)","Add","Capacity (VA)","Capacity (W)","https://cdna.pcpartpicker.com/static/forever/images/product/382cab7e6ab007688435b6841ea2a9c7.256p.jpg","https://cdna.pcpartpicker.com/static/forever/images/product/382cab7e6ab007688435b6841ea2a9c7.256p.jpg"
"1784223685-38","https://uk.pcpartpicker.com/products/ups/","","APC Back-UPS Pro 700VA","Capacity (W)420 W","Capacity (VA)700 VA","(2)","£184.00Add","(2)","Add","Capacity (VA)","Capacity (W)","https://cdna.pcpartpicker.com/static/forever/images/product/133882572a2ee61257384a359f502fb0.256p.jpg","https://cdna.pcpartpicker.com/static/forever/images/product/133882572a2ee61257384a359f502fb0.256p.jpg"
"1784223685-39","https://uk.pcpartpicker.com/products/ups/","","Tripp Lite SU12000RT4U","Capacity (W)8400 W","Capacity (VA)12000 VA","(0)","Add","(0)","Add","Capacity (VA)","Capacity (W)","https://m.media-amazon.com/images/I/41Djc7MG0QL.jpg","https://m.media-amazon.com/images/I/41Djc7MG0QL.jpg"
"1784223685-40","https://uk.pcpartpicker.com/products/ups/","","APC SMX3000RMHV2UNC","Capacity (W)2700 W","Capacity (VA)3000 VA","(0)","£2942.97Add","(0)","Add","Capacity (VA)","Capacity (W)","https://cdna.pcpartpicker.com/static/forever/images/product/6c4c2535d87eda2f6be91e075152901b.256p.jpg","https://cdna.pcpartpicker.com/static/forever/images/product/6c4c2535d87eda2f6be91e075152901b.256p.jpg"
"1784223685-41","https://uk.pcpartpicker.com/products/ups/","","APC Back-UPS 1000","Capacity (W)600 W","Capacity (VA)1000 VA","(0)","Add","(0)","Add","Capacity (VA)","Capacity (W)","https://cdna.pcpartpicker.com/static/forever/images/product/be6a5d64657fe8d918658059884e1b02.256p.jpg","https://cdna.pcpartpicker.com/static/forever/images/product/be6a5d64657fe8d918658059884e1b02.256p.jpg"
"1784223685-42","https://uk.pcpartpicker.com/products/ups/","","CyberPower OL1500RTXL2U","Capacity (W)1350 W","Capacity (VA)1500 VA","(0)","Add","(0)","Add","Capacity (VA)","Capacity (W)","https://cdna.pcpartpicker.com/static/forever/images/product/2b733f6a87bfbea2531b3e726582c017.256p.jpg","https://cdna.pcpartpicker.com/static/forever/images/product/2b733f6a87bfbea2531b3e726582c017.256p.jpg"
"1784223685-43","https://uk.pcpartpicker.com/products/ups/","","Tripp Lite SMART1500PSGLCD","Capacity (W)900 W","Capacity (VA)1500 VA","(1)","Add","(1)","Add","Capacity (VA)","Capacity (W)","https://cdna.pcpartpicker.com/static/forever/images/product/eb2c26503a472d4120ff8ef29dcadd8a.256p.jpg","https://cdna.pcpartpicker.com/static/forever/images/product/eb2c26503a472d4120ff8ef29dcadd8a.256p.jpg"
"1784223685-44","https://uk.pcpartpicker.com/products/ups/","","CyberPower OR2200PFCRT2U","Capacity (W)1320 W","Capacity (VA)2000 VA","(0)","Add","(0)","Add","Capacity (VA)","Capacity (W)","https://cdna.pcpartpicker.com/static/forever/images/product/3117e2fc4d2e0fab0a32d214f3af2a2e.256p.jpg","https://cdna.pcpartpicker.com/static/forever/images/product/3117e2fc4d2e0fab0a32d214f3af2a2e.256p.jpg"
"1784223685-45","https://uk.pcpartpicker.com/products/ups/","","CyberPower PR2200LCD","Capacity (W)1980 W","Capacity (VA)2200 VA","(0)","Add","(0)","Add","Capacity (VA)","Capacity (W)","https://cdna.pcpartpicker.com/static/forever/images/product/ac08f8f11ce2ad99a55926499474760d.256p.jpg","https://cdna.pcpartpicker.com/static/forever/images/product/ac08f8f11ce2ad99a55926499474760d.256p.jpg"
"1784223685-46","https://uk.pcpartpicker.com/products/ups/","","VERTIV Liebert PSl5","Capacity (W)1350 W","Capacity (VA)1440 VA","(0)","Add","(0)","Add","Capacity (VA)","Capacity (W)","https://cdna.pcpartpicker.com/static/forever/images/product/72ee010d09f29d273f35e8043681816a.256p.jpg","https://cdna.pcpartpicker.com/static/forever/images/product/72ee010d09f29d273f35e8043681816a.256p.jpg"
"1784223685-47","https://uk.pcpartpicker.com/products/ups/","","CyberPower EC650LCD","Capacity (W)390 W","Capacity (VA)650 VA","(0)","Add","(0)","Add","Capacity (VA)","Capacity (W)","https://cdna.pcpartpicker.com/static/forever/images/product/bdf5a3fa74e49f6324ca3b9273b42944.256p.jpg","https://cdna.pcpartpicker.com/static/forever/images/product/bdf5a3fa74e49f6324ca3b9273b42944.256p.jpg"
"1784223685-48","https://uk.pcpartpicker.com/products/ups/","","APC SMT2200","Capacity (W)1980 W","Capacity (VA)2200 VA","(0)","Add","(0)","Add","Capacity (VA)","Capacity (W)","https://m.media-amazon.com/images/I/411wiKJCaHL.jpg","https://m.media-amazon.com/images/I/411wiKJCaHL.jpg"
