name,price,image,type,wattage,efficiency,modular,color,rating
MSI MAG A850GLS PCIE5,130.99,https://cdna.pcpartpicker.com/static/forever/images/product/fa347a07533a6c595dababca139e5a62.256p.jpg,ATX,850 W,80+ Gold,Full,Black,0
SeaSonic FOCUS SGX (2021),122.75,https://cdna.pcpartpicker.com/static/forever/images/product/f3bbf99017d293621fbcfb7419d688f8.256p.jpg,SFX,750 W,80+ Gold,Full,Black,4.5
Gigabyte P550SS,49.99,ATX,ATX,550 W,80+ Silver,No,White,0
Corsair RM650 (2019),Add,https://cdna.pcpartpicker.com/static/forever/images/product/ba980adaab9d78bdc3290de17c34073e.256p.jpg,ATX,650 W,80+ Gold,Full,Black,4.5
Corsair RM750x SHIFT,156.08,https://cdna.pcpartpicker.com/static/forever/images/product/538f621aadcabc4d3a2a09a02d4df153.256p.jpg,ATX,750 W,80+ Gold,Full / Side,White,5
ADATA XPG Core Reactor II VE,Add,https://cdna.pcpartpicker.com/static/forever/images/product/9e9d7b460ca30ba78e9bba8a88fb4fe9.256p.jpg,ATX,850 W,80+ Gold,Full,,4.5
Corsair RM850x (2018),252.95,ATX,ATX,850 W,80+ Gold,Full,Black,4.5
Corsair RM750e (2022),Add,https://cdna.pcpartpicker.com/static/forever/images/product/f395e0fdaf74d2e7700fc3834f5ecf98.256p.jpg,ATX,750 W,80+ Gold,Full,Black,4.5
ASRock Phantom Gaming PG-1600G,279.99,https://cdna.pcpartpicker.com/static/forever/images/product/932bda86c9b2195dcf3f96261c5dc132.256p.jpg,ATX,1600 W,80+ Gold,Full,Black,5
GameMax Rampage,28.99,https://cdna.pcpartpicker.com/static/forever/images/product/36f7695e170ad21584a332452b323b27.256p.jpg,ATX,500 W,80+ Bronze,No,Black,5
EVGA 600 BR,Add,https://cdna.pcpartpicker.com/static/forever/images/product/1fae6f9231112f3996aa2e7a2d3e862c.256p.jpg,ATX,600 W,80+ Bronze,No,,4.5
Corsair SF600 (2018),Add,SFX,SFX,600 W,80+ Platinum,Full,Black,4.5
Super Flower LEADEX VII Platinum PRO,Add,https://cdna.pcpartpicker.com/static/forever/images/product/8c2829b9a24bc87b620fa4be377b8d69.256p.jpg,ATX,1000 W,80+ Platinum,Full,Black,4
Cooler Master V SFX Gold ATX 3.1,152.09,,SFX,850 W,80+ Gold,Full,Black,4
Montech APX,Add,ATX,ATX,650 W,80+,No,Black,4
NZXT C1200 (2024),129.95,https://cdna.pcpartpicker.com/static/forever/images/product/c738e40268a79b636c158d4532785b6d.256p.jpg,ATX,1200 W,80+ Gold,Full,Black,4
FSP Group FSP400-60FGGBA,99.99,Flex ATX,Flex ATX,400 W,80+ Gold,No,Silver,3.5
EVGA SuperNOVA 850 GT,Add,https://cdna.pcpartpicker.com/static/forever/images/product/afa0f4bbe4410fbe2949a19211ebb2bb.256p.jpg,ATX,850 W,80+ Gold,Full,Black,4.5
Corsair CV650,Add,https://cdna.pcpartpicker.com/static/forever/images/product/a32b39c06832c717045c1c4c490ff572.256p.jpg,ATX,650 W,80+ Bronze,No,Black,4.5
NZXT C1000 (2024),125.47,https://cdna.pcpartpicker.com/static/forever/images/product/a1414d14d663ac501c33db5a05fa5560.256p.jpg,ATX,1000 W,80+ Gold,Full,White,5
Lian Li RB,Add,https://cdna.pcpartpicker.com/static/forever/images/product/b82bb43d19813fb6086aafc365e65f36.256p.jpg,ATX,550 W,80+ Bronze,No,Black,0
EVGA 500 W1,Add,https://cdna.pcpartpicker.com/static/forever/images/product/54c22d607bdad7d92e7512aaa53955e2.256p.jpg,ATX,500 W,80+,No,,4
MSI MAG A1000PLS PCIE5,152.9,https://cdna.pcpartpicker.com/static/forever/images/product/7c281f814d894e05af5f902de4f78f9c.256p.jpg,ATX,1000 W,80+ Platinum,Full,Black / Green,0
ADATA XPG Core Reactor II,172.98,https://cdna.pcpartpicker.com/static/forever/images/product/c47f1c0603362227e6188fda6f81c067.256p.jpg,ATX,850 W,80+ Gold,Full,Black,5
Lian Li SP850,124.99,https://cdna.pcpartpicker.com/static/forever/images/product/e9b300b7848e40028671ae29d4b07cb8.256p.jpg,SFX,850 W,80+ Gold,Full,Black,4
Thermaltake Litepower GEN2 230V,Add,https://cdna.pcpartpicker.com/static/forever/images/product/ca71cf09ebbff2434615d9c7b194543d.256p.jpg,ATX,450 W,false,No,Black,1
MSI MAG A750BE,Add,https://cdna.pcpartpicker.com/static/forever/images/product/43cf50ab21a6abfc6b7535674a8a35a9.256p.jpg,ATX,750 W,80+ Bronze,Semi,Black,4.5
FSP Group Dagger Pro,137.43,https://cdna.pcpartpicker.com/static/forever/images/product/1fe153b2f087d8da28be3cf284d0d68b.256p.jpg,SFX,650 W,80+ Gold,Full,Black,4.5
MSI MAG A650BNL,59.99,https://cdna.pcpartpicker.com/static/forever/images/product/be6187c3475090018df75237232e96ba.256p.jpg,ATX,650 W,80+ Bronze,No,White,5
Deepcool PL750D,47.94,https://cdna.pcpartpicker.com/static/forever/images/product/9ee96af4fbfe40de451a9d3db9ba7e9a.256p.jpg,ATX,750 W,80+ Bronze,No,Black,4.5
Deepcool PN850M,Add,https://cdna.pcpartpicker.com/static/forever/images/product/ad777eac9eb84ed2bad84c8a824ce892.256p.jpg,ATX,850 W,80+ Gold,Full,Black,5
Corsair RM650x (2018),Add,https://cdna.pcpartpicker.com/static/forever/images/product/c6df4edbb596b2818cd0c5e204fb3df3.256p.jpg,ATX,650 W,80+ Gold,Full,Black / Silver,4.5
ASRock Phantom Gaming PG-1000G,148.94,https://cdna.pcpartpicker.com/static/forever/images/product/e1ea936c39d4f53dcabaa388ba82ff07.256p.jpg,ATX,1000 W,80+ Gold,Full,Black,5
Logisys PS480D2,83.16,ATX,ATX,480 W,false,No,,2
ASRock Steel Legend SL-850GW,133.99,https://cdna.pcpartpicker.com/static/forever/images/product/f0d0913927dbad7a2da55bd5a2100f43.256p.jpg,ATX,850 W,80+ Gold,Full,White,4
Cooler Master MWE GOLD 750 V2 FULL MODULAR,84.99,https://cdna.pcpartpicker.com/static/forever/images/product/14006f097772a18096431e1627300499.256p.jpg,ATX,750 W,80+ Gold,Full,Black,4.5
Deepcool PF400 230V,27.44,https://cdna.pcpartpicker.com/static/forever/images/product/1ccbaf569f8ecca5b7d8e00162e6be89.256p.jpg,ATX,400 W,80+,No,Black,0
Asus TUF Gaming 1200G,184.94,https://cdna.pcpartpicker.com/static/forever/images/product/012e8a866cc57671dae08a861fb07c1c.256p.jpg,ATX,1200 W,80+ Gold,Full,Black,5
ADATA XPG PYLON,72.35,https://cdna.pcpartpicker.com/static/forever/images/product/76460ae84caf54fbc17dbb87fa05a3dd.256p.jpg,ATX,550 W,80+ Bronze,No,Black,4.5
be quiet! Pure Power 11,Add,https://cdna.pcpartpicker.com/static/forever/images/product/b947717c761b539be4045f28c94c99e8.256p.jpg,ATX,400 W,80+ Gold,No,Black,4.5
ASRock Steel Legend SL-1000GW,159.99,https://cdna.pcpartpicker.com/static/forever/images/product/6d1d63aca3da04d6875b5c13ca7212fc.256p.jpg,ATX,1000 W,80+ Gold,Full,White,5
NZXT C750 Core,94.99,,ATX,750 W,80+ Gold,Full,Black,5
Corsair CV550,Add,https://cdna.pcpartpicker.com/static/forever/images/product/a6582fe18871e27a931d1ed005c52ed5.256p.jpg,ATX,550 W,80+ Bronze,No,Black,4.5
ASRock Challenger CL-850G,Add,https://cdna.pcpartpicker.com/static/forever/images/product/84f7bff711f590ee1addd8f764e2c3d3.256p.jpg,ATX,850 W,80+ Gold,No,Black,0
Gigabyte AORUS ELITE P850,111.99,https://cdna.pcpartpicker.com/static/forever/images/product/b21801bedf231a52429eff6e3a58c493.256p.jpg,ATX,850 W,80+ Platinum,Full,Black,5
Cooler Master MWE Bronze 650 V3 230V,£52.99Add,https://cdna.pcpartpicker.com/static/forever/images/product/24334985b6ed3173495aab3744b6d9de.256p.jpg,ATX,650 W,80+ Bronze,No,Black,5
Corsair CX650 (2017),Add,https://cdna.pcpartpicker.com/static/forever/images/product/9d5b2b1321e3ab3a9281a4fa93fc74e0.256p.jpg,ATX,650 W,80+ Bronze,No,,4.5
ASRock Challenger CL-750B,Add,https://cdna.pcpartpicker.com/static/forever/images/product/2e749fd4d8d5f2bab633401da1a0b3b4.256p.jpg,ATX,750 W,80+ Bronze,No,Black,0
EVGA SuperNOVA 650 G3,Add,https://cdna.pcpartpicker.com/static/forever/images/product/5ccdecd73f9b346ebf46d2845dc57ac2.256p.jpg,ATX,650 W,80+ Gold,Full,,4.5
MSI MAG A850GN PCIE5,Out of stock£89.99Add,https://cdna.pcpartpicker.com/static/forever/images/product/d884f89ec7da8de495ecab61eda6547e.256p.jpg,ATX,850 W,80+ Gold,No,Black,5
Cooler Master V SFX Gold ATX 3.0,211.94,https://cdna.pcpartpicker.com/static/forever/images/product/92422ff04d9868a7258467ad9797f6ba.256p.jpg,SFX,850 W,80+ Gold,Full,Black,4
EVGA SuperNOVA 1000 GT,232.07,ATX,ATX,1000 W,80+ Gold,Full,Black,4.5
Super Flower Leadex III Gold UP,Add,https://cdna.pcpartpicker.com/static/forever/images/product/72e79c9c6bb8b0b3bf0eba2806d3142b.256p.jpg,ATX,850 W,80+ Gold,Full,Black,4
FSP Group Hydro Ti PRO,Gen 5,Add,https://cdna.pcpartpicker.com/static/forever/images/product/f81d2dff4a9ce525e7ee68bfd25ac049.256p.jpg,ATX,1000 W,80+ Titanium,Full,Black,5
Cooler Master Elite Gold,Add,https://cdna.pcpartpicker.com/static/forever/images/product/1cfda9ec62b73cfabca5d6d25665ff30.256p.jpg,ATX,1000 W,80+ Gold,Full,Black,5
EVGA 500 BR,Add,https://cdna.pcpartpicker.com/static/forever/images/product/b624497b6d3a1589cfc26c69467f05c8.256p.jpg,ATX,500 W,80+ Bronze,No,,4.5
Deepcool PL650D,Add,https://cdna.pcpartpicker.com/static/forever/images/product/9ee96af4fbfe40de451a9d3db9ba7e9a.256p.jpg,ATX,650 W,80+ Bronze,No,Black,0
MSI MPG A1000GS PCIE5,119,https://cdna.pcpartpicker.com/static/forever/images/product/e30f8fbb357a16391b3a15586b9aaec4.256p.jpg,ATX,1000 W,80+ Gold,Full,Black,4.5
Gigabyte AORUS ELITE P1000 ICE,148.94,https://cdna.pcpartpicker.com/static/forever/images/product/a37d72acd789e98c8270a9da18d38a9f.256p.jpg,ATX,1000 W,80+ Platinum,Full,White,5
SeaSonic FOCUS Plus 650 Gold,Add,https://cdna.pcpartpicker.com/static/forever/images/product/84b3aab42651adcad9a0b05ac262ea53.256p.jpg,ATX,650 W,80+ Gold,Full,,4.5
SeaSonic VERTEX PX-1000,Out of stock£217.00Add,https://cdna.pcpartpicker.com/static/forever/images/product/c17cdbd6418fa5750e7f4f517711717a.256p.jpg,ATX,1000 W,80+ Platinum,Full,Black / Silver,4.5
Silverstone HELA 2050R Platinum,442,https://cdna.pcpartpicker.com/static/forever/images/product/870499cfe309f96a36a1279153066891.256p.jpg,ATX,2050 W,Full,Full,Black,5
Deepcool PF600 230V,36.94,https://cdna.pcpartpicker.com/static/forever/images/product/5559b24c0248255b164057c188303fdf.256p.jpg,ATX,600 W,80+,No,Black,0
MSI MPG Ai1300TS PCIE5,349.49,https://cdna.pcpartpicker.com/static/forever/images/product/751f5293051c6a0310867de9ad213456.256p.jpg,ATX,1300 W,80+ Titanium,Full,Black,0
MSI MAG A600DN,36.99,https://cdna.pcpartpicker.com/static/forever/images/product/b3ac3995d974702a8b94d4186abbc127.256p.jpg,ATX,600 W,80+,No,Black,4.5
EVGA 700 BR,94.46,https://cdna.pcpartpicker.com/static/forever/images/product/cb871f8cf187922a16a18e53f17366ff.256p.jpg,ATX,700 W,80+ Bronze,No,,4.5
Corsair HX1500i (2023),Out of stock£287.31Add,https://cdna.pcpartpicker.com/static/forever/images/product/f577f1660a609f8936a38ce0193993b2.256p.jpg,ATX,1500 W,80+ Platinum,Full,Black,4.5
Asus Prime,59.92,https://cdna.pcpartpicker.com/static/forever/images/product/ee8811f020d54929e60e22dfaff5219b.256p.jpg,ATX,750 W,80+ Bronze,No,Black,0
Corsair CX750,Add,ATX,ATX,750 W,80+ Bronze,No,,4
Thermaltake Toughpower GF1 ARGB,126.01,https://cdna.pcpartpicker.com/static/forever/images/product/1c8de6a74ea9a52f3ad7f11dfad34751.256p.jpg,ATX,750 W,80+ Gold,Full,,5
PC Cooler KN850,,,ATX,850 W,80+ Gold,Full,Black,0
MSI MPG A750GF,,https://cdna.pcpartpicker.com/static/forever/images/product/687448ede7d2a06734c3af5c96539774.256p.jpg,ATX,750 W,80+ Gold,Full,Black,4.5
Enhance ENP-7660,,Flex ATX,Flex ATX,600 W,80+ Platinum,No,Silver,5
MSI MPG A1000G,96.99,https://cdna.pcpartpicker.com/static/forever/images/product/f01f2f153ab94837a8a30dd45d93935a.256p.jpg,ATX,1000 W,80+ Gold,Full,Black,5
be quiet! Pure Power 11 CM,Out of stock£73.00Add,https://cdna.pcpartpicker.com/static/forever/images/product/aac938ea8ee6cfd1b619f9cdece563dd.256p.jpg,ATX,400 W,80+ Gold,Semi,Black,5
SAMA G650,Add,https://cdna.pcpartpicker.com/static/forever/images/product/418b243441d3f6d3a69c24a917d98b37.256p.jpg,ATX,650 W,80+ Gold,Full,White,0
Corsair CX750M (2025),125.52,https://cdna.pcpartpicker.com/static/forever/images/product/a235abf643bb02e4ccbe3ae565a5c328.256p.jpg,ATX,750 W,,Semi,Black,0
Gigabyte AORUS ELITE P1000,140.99,https://cdna.pcpartpicker.com/static/forever/images/product/62980d0b7aa082a0e05c2f5112bc0f62.256p.jpg,ATX,1000 W,80+ Platinum,Full,Black,5
Thermaltake Toughpower GF3 TT Premium,164.63,https://cdna.pcpartpicker.com/static/forever/images/product/1fec713c4a2ff56951d81112d8508171.256p.jpg,ATX,850 W,80+ Gold,Full,Black,4.5
SeaSonic VERTEX GX-1000,199.99,https://cdna.pcpartpicker.com/static/forever/images/product/ed3235057508a33ff8605786994551f9.256p.jpg,ATX,1000 W,80+ Gold,Full,Black / Silver,4.5
Corsair AX1000,Add,https://cdna.pcpartpicker.com/static/forever/images/product/3883a6fb3e7d4c6697910d51520dffb2.256p.jpg,ATX,1000 W,80+ Titanium,Full,Black / Silver,5
EVGA SuperNOVA 750 G3,Add,https://cdna.pcpartpicker.com/static/forever/images/product/2a2172d1f17661103de901f43d831187.256p.jpg,ATX,750 W,80+ Gold,Full,,4.5
ASRock Taichi TC-1300T,284.99,https://cdna.pcpartpicker.com/static/forever/images/product/325b718a376b516128d6977f4aff6d89.256p.jpg,ATX,1300 W,80+ Titanium,Full,Black / Silver,0
Azza PSAZ-550W,Add,https://cdna.pcpartpicker.com/static/forever/images/product/6f78fc48df682023799aa137d24b1743.256p.jpg,ATX,550 W,80+ Bronze,No,Black,4.5
ADATA XPG KYBER,Add,https://cdna.pcpartpicker.com/static/forever/images/product/bda3fc099d5ee134c08ecccb4ba841d2.256p.jpg,ATX,750 W,80+ Gold,No,Black,5
EVGA SuperNOVA 850 G3,,https://cdna.pcpartpicker.com/static/forever/images/product/ea55372e03d4dfbe1c9b42d25f3c2c57.256p.jpg,ATX,850 W,80+ Gold,Full,,4.5
Asus ROG Thor P3 Hatsune Miku Edition,Add,https://cdna.pcpartpicker.com/static/forever/images/product/ef972faa0a2acc40ded911f06d969101.256p.jpg,ATX,1200 W,80+ Platinum,Full,Blue / Pink,5
Super Flower Leadex,Add,https://cdna.pcpartpicker.com/static/forever/images/product/22a19a3b29c2b6a45c398e57affceee9.256p.jpg,ATX,2000 W,80+ Platinum,Full,,5
EVGA SuperNOVA 550 G2,,https://cdna.pcpartpicker.com/static/forever/images/product/a4a40fbe050996aebbc73368a3d3449d.256p.jpg,ATX,550 W,80+ Gold,Full,,4.5
Corsair HX1200i,225.81,https://cdna.pcpartpicker.com/static/forever/images/product/cdf0213f62ccdb8c0d239d809eca0762.256p.jpg,ATX,1200 W,80+ Platinum,Full,Black,4.5
Thermaltake Toughpower GF A3 - TT Premium Edition,175.99,https://cdna.pcpartpicker.com/static/forever/images/product/fde35fc1c95bec77a83fb6bebf236edb.256p.jpg,ATX,1050 W,80+ Gold,Full,Black,5
Corsair RM750x (2018),291.27,https://cdna.pcpartpicker.com/static/forever/images/product/b4a2d3f62255a1c35fd45aa3273c5173.256p.jpg,ATX,750 W,80+ Gold,Full,Black,4.5
Vetroo CP-PSU-VT-850W-SFX (PK),Add,,SFX,850 W,80+ Gold,Full,Pink,0
SeaSonic FOCUS GX,Out of stock£97.00Add,https://cdna.pcpartpicker.com/static/forever/images/product/a39289b41b92d2d387a165aca1af3c9d.256p.jpg,ATX,650 W,80+ Gold,Full,Black,4.5
Apevia Premier,Add,ATX,ATX,650 W,80+ Gold,Semi,Black,4.5
Gigabyte P650G,Out of stock£48.99Add,https://cdna.pcpartpicker.com/static/forever/images/product/27cd6b6053ee53ff751d09ab574ecd46.256p.jpg,ATX,650 W,80+ Gold,No,Black,4
SeaSonic FOCUS GX-850 ATX 3.0,Out of stock£167.69Add,ATX,ATX,850 W,80+ Gold,Full,Black,5
Corsair SF450 (2018),,SFX,SFX,450 W,80+ Platinum,Full,Black,4.5
Corsair CX650M,392.45,https://cdna.pcpartpicker.com/static/forever/images/product/097e4a536e42595ca4c7ded7f7739bd4.256p.jpg,ATX,650 W,80+ Bronze,Semi,,4.5
Corsair RM850x White,,ATX,ATX,850 W,80+ Gold,Full,White / Black,4.5
Fractal Design Ion 3 Gold,89.94,https://cdna.pcpartpicker.com/static/forever/images/product/50cfcddd7877c53d037bf1c1e7101710.256p.jpg,ATX,850 W,80+ Gold,Full,Black,0
SeaSonic PRIME TX-1000,,https://cdna.pcpartpicker.com/static/forever/images/product/319a605b0795d331360ea116556116ee.256p.jpg,ATX,1000 W,80+ Titanium,Full,Black,4.5
MSI MPG Ai1600TS PCIE5,,https://cdna.pcpartpicker.com/static/forever/images/product/751f5293051c6a0310867de9ad213456.256p.jpg,ATX,1600 W,80+ Titanium,Full,Black,0
Cooler Master MWE Gold V2 ATX 3.1,99.9,https://cdna.pcpartpicker.com/static/forever/images/product/d02cdd5ede71a958cc789745f1760692.256p.jpg,ATX,1050 W,80+ Gold,Full,Black,0
Deepcool PF500 230V,32.94,https://cdna.pcpartpicker.com/static/forever/images/product/0ccfb276c4b37497ed9c21ef0aca236a.256p.jpg,ATX,500 W,80+,No,Black,4
EVGA 600 BQ,,ATX,ATX,600 W,80+ Bronze,Semi,,4.5
Deepcool GamerStorm PQ850G,Add,,ATX,850 W,80+ Gold,Full,Black,0
Montech TITAN PLA,149.99,https://cdna.pcpartpicker.com/static/forever/images/product/d84d12584da66dc200d9ef893f2efe57.256p.jpg,ATX,1200 W,80+ Platinum,Full,White,5
SAMA P1000,Add,https://cdna.pcpartpicker.com/static/forever/images/product/fbebaefeeb7bd91d2612b0570331251b.256p.jpg,ATX,1000 W,80+ Platinum,Full,Black,0
Gigabyte AORUS ELITE P850 ICE,117.99,https://cdna.pcpartpicker.com/static/forever/images/product/b1e965b66796a722c37724516bd3002e.256p.jpg,ATX,850 W,80+ Platinum,Full,White,5
Vetroo GV1000,Add,https://cdna.pcpartpicker.com/static/forever/images/product/e113f34642a10aa8278d556375de6e02.256p.jpg,ATX,1000 W,80+ Gold,Full,White,4.5
Gigabyte UD1000GM PG5 V2,119.99,https://cdna.pcpartpicker.com/static/forever/images/product/f5113ecbddfa5095ae3f40dc360fc7af.256p.jpg,ATX,1000 W,80+ Gold,Full,White,0
Azza PSAZ-650W,59.99,https://cdna.pcpartpicker.com/static/forever/images/product/21efec726484eb1be8ea121f2eb49198.256p.jpg,ATX,650 W,80+ Bronze,No,Black,4.5
Silverstone DA750R-GMA,115,https://cdna.pcpartpicker.com/static/forever/images/product/759785f92bb459925c5b584a6bcd06df.256p.jpg,ATX,750 W,80+ Gold,Full,White,5
Apevia ATX-JP600W,,,ATX,600 W,80+ Bronze,No,Black,0
Corsair VS350,,https://cdna.pcpartpicker.com/static/forever/images/product/bdbf0bfcf55a509a3b3f13d6533208e0.256p.jpg,ATX,350 W,80+,No,Black,3
Tecnoware Free Silent,24.9,ATX,ATX,500 W,false,No,Black,0
NZXT C1500,199.99,https://cdna.pcpartpicker.com/static/forever/images/product/fd4b7a21c225de0b0e1ad97e1cfa449d.256p.jpg,ATX,1500 W,80+ Platinum,Full,Black,4
Asus TUF Gaming,,https://cdna.pcpartpicker.com/static/forever/images/product/70e17363981df9b3aeae48fc916bf4d3.256p.jpg,ATX,750 W,80+ Bronze,No,Black,4
Deepcool PF700 230V,46.94,https://cdna.pcpartpicker.com/static/forever/images/product/eaf049054c02a544104903a9f58173b3.256p.jpg,ATX,700 W,80+,No,Black,0
Corsair CX500M,,ATX,ATX,500 W,80+ Bronze,Semi,,4.5
ASRock Challenger CL-550B,Add,https://cdna.pcpartpicker.com/static/forever/images/product/b4283167def49aee8fb2afeb234fd65e.256p.jpg,ATX,550 W,80+ Bronze,No,Black,4.5
SAMA G1000,Add,https://cdna.pcpartpicker.com/static/forever/images/product/80d24c16b6b45ef58eb946184d126a59.256p.jpg,ATX,1000 W,80+ Gold,Full,White,0
MSI MAG A1200PLS PCIE5,173.99,https://cdna.pcpartpicker.com/static/forever/images/product/7c281f814d894e05af5f902de4f78f9c.256p.jpg,ATX,1200 W,80+ Platinum,Full,Black / Green,0
FSP Group VITA-GM,99.98,https://cdna.pcpartpicker.com/static/forever/images/product/d29304b577cb0ddc88b358a2803d1751.256p.jpg,ATX,850 W,80+ Gold,Full,Black,5
Asus ROG Strix Aura Edition,142.88,https://cdna.pcpartpicker.com/static/forever/images/product/dcb88c69748aad75d09d3be2529a8080.256p.jpg,ATX,1000 W,80+ Gold,Full,Black,5
EVGA 600 GD,,https://cdna.pcpartpicker.com/static/forever/images/product/88cf41a1004078b5dc6a0be2942e7ed4.256p.jpg,ATX,600 W,80+ Gold,No,Black,4.5
Silverstone FX350-G,74.99,Flex ATX,Flex ATX,350 W,80+ Gold,No,Black,5
Corsair RM850e (2022),200,https://cdna.pcpartpicker.com/static/forever/images/product/237b36018991e28d227eaa0158bd0425.256p.jpg,ATX,850 W,80+ Gold,Full,Black,4.5
EVGA 600 W1,,ATX,ATX,600 W,80+,No,,4
SeaSonic SSP-300SFG,135.1,SFX,SFX,300 W,80+ Gold,No,Silver,5
EVGA SuperNOVA 850 G2,Add,https://cdna.pcpartpicker.com/static/forever/images/product/a74b53612b705ed56bdcea1f74dc1e26.256p.jpg,ATX,850 W,80+ Gold,Full,,4.5
Corsair CX550M,Add,ATX,ATX,550 W,80+ Bronze,Semi,,4.5
Asus ROG THOR P2 Gaming,299.02,https://cdna.pcpartpicker.com/static/forever/images/product/a1180b1a2b5e13cb95b839655e89cebc.256p.jpg,ATX,1000 W,80+ Platinum,Full,Silver / Black,4
Gigabyte P550B,60.16,https://cdna.pcpartpicker.com/static/forever/images/product/6d692d61cacaf4ed7ea59fb308754ecd.256p.jpg,ATX,550 W,80+ Bronze,No,Black,2
EVGA 650 GQ,Add,https://cdna.pcpartpicker.com/static/forever/images/product/f44aab9e6ecddf45fb3666ad99123ec1.256p.jpg,ATX,650 W,80+ Gold,Semi,,4.5
Silverstone Zeus 1650R,Out of stock£386.99Add,ATX,ATX,1650 W,80+ Titanium,Full,,0
Corsair TX650M Gold,,ATX,ATX,650 W,80+ Gold,Semi,,4.5
Corsair HX1500i (2022),Add,https://cdna.pcpartpicker.com/static/forever/images/product/ae66899de26828af3df3192aef48db02.256p.jpg,ATX,1500 W,80+ Platinum,Full,Black,5
Aerocool Integrator Gold,79.99,https://cdna.pcpartpicker.com/static/forever/images/product/202c13fbe48289baa417eb64882b7a2e.256p.jpg,ATX,750 W,80+ Gold,Full,Black,5
Corsair CV450,,https://cdna.pcpartpicker.com/static/forever/images/product/9a7973c78d2931aee46bb1ffb726fe9f.256p.jpg,ATX,450 W,80+ Bronze,No,Black,4.5
ASRock Phantom Gaming PG-1300G,225.91,https://cdna.pcpartpicker.com/static/forever/images/product/81ff33640313ce97969d63adec878baf.256p.jpg,ATX,1300 W,80+ Gold,Full,Black,5
Asus TUF Gaming 650B,69.99,https://cdna.pcpartpicker.com/static/forever/images/product/c45515b02278f53f5cd95192d5c57444.256p.jpg,ATX,650 W,80+ Bronze,No,Black,4
EVGA 750 GQ,324.66,https://cdna.pcpartpicker.com/static/forever/images/product/24ef44cdf0bbd6dbfd72bb1bd22f63a5.256p.jpg,ATX,750 W,80+ Gold,Semi,,4.5
Segotep GM,Add,https://cdna.pcpartpicker.com/static/forever/images/product/dddb4e2ff9dd1e21396a638ec2cac62c.256p.jpg,ATX,1000 W,80+ Gold,Full,Black,0
RAIJINTEK CRATOS,Add,https://cdna.pcpartpicker.com/static/forever/images/product/74d35ddaaca9377e0a0536d43435c8bc.256p.jpg,ATX,850 W,80+ Gold,Full,Black,0
Cooler Master MWE Bronze 750 V3 230V,,https://cdna.pcpartpicker.com/static/forever/images/product/90ffdff83511b0f42131330356baba97.256p.jpg,ATX,750 W,80+ Bronze,No,Black,0
EVGA SuperNOVA 750 GT,115.98,ATX,ATX,750 W,80+ Gold,Full,Black,4.5
SeaSonic FOCUS Plus 750 Gold,,https://cdna.pcpartpicker.com/static/forever/images/product/382627d6b0a36162931db13af716ef18.256p.jpg,ATX,750 W,80+ Gold,Full,,4.5
Corsair RM750x,188.86,https://cdna.pcpartpicker.com/static/forever/images/product/84953168c3aebea55de5277456208733.256p.jpg,ATX,750 W,80+ Gold,Full,,4.5
GameMax GX Pro Rampage,Add,ATX,ATX,1050 W,80+ Platinum,Full,White,3.5
