web_scraper_order,web_scraper_start_url,pagination,name,protocol,interface,rating,price,color,name3,price2,interface2,color2,protocol2,name2,name4
"1784222844-289","https://uk.pcpartpicker.com/products/wireless-network-card/","https://uk.pcpartpicker.com/products/wireless-network-card/#page=3","Hawking Technology HWUN4","ProtocolWi-Fi 4","InterfaceUSB Type-A 2.0","(0)","Add","Color","(0)","Add","Interface","Color","Protocol","https://m.media-amazon.com/images/I/41dNRENeObL.jpg","https://m.media-amazon.com/images/I/41dNRENeObL.jpg"
"1784222848-290","https://uk.pcpartpicker.com/products/wireless-network-card/","https://uk.pcpartpicker.com/products/wireless-network-card/#page=2","Asus PCE-AC58BT","ProtocolWi-Fi 5","InterfacePCIe x1","(8)","Add","ColorBlue","(8)","Add","Interface","Color","Protocol","https://cdna.pcpartpicker.com/static/forever/images/product/88ddde2b346979b666f59b8c00a39175.256p.jpg","https://cdna.pcpartpicker.com/static/forever/images/product/88ddde2b346979b666f59b8c00a39175.256p.jpg"
"1784222848-291","https://uk.pcpartpicker.com/products/wireless-network-card/","https://uk.pcpartpicker.com/products/wireless-network-card/#page=2","TP-Link Archer T4U V2","ProtocolWi-Fi 5","InterfaceUSB Type-A 3.2 Gen 1","(0)","£49.90Add","ColorBlack","(0)","Add","Interface","Color","Protocol","https://cdna.pcpartpicker.com/static/forever/images/product/acc2d8be4dcddac21a8906a7fc9977e7.256p.jpg","https://cdna.pcpartpicker.com/static/forever/images/product/acc2d8be4dcddac21a8906a7fc9977e7.256p.jpg"
"1784222848-292","https://uk.pcpartpicker.com/products/wireless-network-card/","https://uk.pcpartpicker.com/products/wireless-network-card/#page=2","Ziyituod ZYT-7265","ProtocolWi-Fi 5","InterfacePCIe x1","(1)","Add","ColorGreen","(1)","Add","Interface","Color","Protocol","https://m.media-amazon.com/images/I/41U0ekXZqYL.jpg","https://m.media-amazon.com/images/I/41U0ekXZqYL.jpg"
"1784222848-293","https://uk.pcpartpicker.com/products/wireless-network-card/","https://uk.pcpartpicker.com/products/wireless-network-card/#page=2","Asus PCE-AXE59BT","ProtocolWi-Fi 6E","InterfacePCIe x1","(0)","Add","ColorBlack","(0)","Add","Interface","Color","Protocol","https://cdna.pcpartpicker.com/static/forever/images/product/705992afdc28d0e3c81f981741bcf26e.256p.jpg","https://cdna.pcpartpicker.com/static/forever/images/product/705992afdc28d0e3c81f981741bcf26e.256p.jpg"
"1784222848-294","https://uk.pcpartpicker.com/products/wireless-network-card/","https://uk.pcpartpicker.com/products/wireless-network-card/#page=2","SIIG LB-WR0011-S1","ProtocolWi-Fi 5","InterfacePCIe x1","(0)","Add","ColorBlack","(0)","Add","Interface","Color","Protocol","https://m.media-amazon.com/images/I/415AkR2JZhL.jpg","https://m.media-amazon.com/images/I/415AkR2JZhL.jpg"
"1784222848-295","https://uk.pcpartpicker.com/products/wireless-network-card/","https://uk.pcpartpicker.com/products/wireless-network-card/#page=2","NEC NP05LM1","ProtocolWi-Fi 4","InterfaceUSB Type-A 2.0","(0)","Add","ColorWhite","(0)","Add","Interface","Color","Protocol","https://cdna.pcpartpicker.com/static/forever/images/product/ed07fed56699894c0959af399fdd75db.256p.jpg","https://cdna.pcpartpicker.com/static/forever/images/product/ed07fed56699894c0959af399fdd75db.256p.jpg"
"1784222848-296","https://uk.pcpartpicker.com/products/wireless-network-card/","https://uk.pcpartpicker.com/products/wireless-network-card/#page=2","BrosTrend AC3","ProtocolWi-Fi 5","InterfaceUSB Type-A 3.2 Gen 1","(1)","£23.92Add","ColorBlack","(1)","Add","Interface","Color","Protocol","https://m.media-amazon.com/images/I/41hc9O--EmL.jpg","https://m.media-amazon.com/images/I/41hc9O--EmL.jpg"
"1784222848-297","https://uk.pcpartpicker.com/products/wireless-network-card/","https://uk.pcpartpicker.com/products/wireless-network-card/#page=2","Intel 62205ANHMWDTX1","ProtocolWi-Fi 4","InterfacePCIe x1","(4)","Add","Color","(4)","Add","Interface","Color","Protocol","https://m.media-amazon.com/images/I/41M2WcHzXNL.jpg","https://m.media-amazon.com/images/I/41M2WcHzXNL.jpg"
"1784222848-298","https://uk.pcpartpicker.com/products/wireless-network-card/","https://uk.pcpartpicker.com/products/wireless-network-card/#page=2","D-Link DWA-X1850","ProtocolWi-Fi 6","InterfaceUSB Type-A 3.2 Gen 1","(1)","£68.48Add","Color","(1)","Add","Interface","Color","Protocol","https://cdna.pcpartpicker.com/static/forever/images/product/df4aabe92dcc590b0015209e886de62a.256p.jpg","https://cdna.pcpartpicker.com/static/forever/images/product/df4aabe92dcc590b0015209e886de62a.256p.jpg"
"1784222848-299","https://uk.pcpartpicker.com/products/wireless-network-card/","https://uk.pcpartpicker.com/products/wireless-network-card/#page=2","Asus PCE-AC66","ProtocolWi-Fi 5","InterfacePCIe x1","(7)","Add","Color","(7)","Add","Interface","Color","Protocol","https://m.media-amazon.com/images/I/41IJKf6f3LL.jpg","https://m.media-amazon.com/images/I/41IJKf6f3LL.jpg"
"1784222848-300","https://uk.pcpartpicker.com/products/wireless-network-card/","https://uk.pcpartpicker.com/products/wireless-network-card/#page=2","Asus USB-N53","ProtocolWi-Fi 4","InterfaceUSB Type-A 2.0","(10)","Add","Color","(10)","Add","Interface","Color","Protocol","https://cdna.pcpartpicker.com/static/forever/images/product/99527590c6286e8615cd377a11ac311b.256p.jpg","https://cdna.pcpartpicker.com/static/forever/images/product/99527590c6286e8615cd377a11ac311b.256p.jpg"
"1784222848-301","https://uk.pcpartpicker.com/products/wireless-network-card/","https://uk.pcpartpicker.com/products/wireless-network-card/#page=2","D-Link DWA-130","ProtocolWi-Fi 4","InterfaceUSB Type-A 2.0","(5)","Add","Color","(5)","Add","Interface","Color","Protocol","https://m.media-amazon.com/images/I/315GQ5fRFeL.jpg","https://m.media-amazon.com/images/I/315GQ5fRFeL.jpg"
"1784222848-302","https://uk.pcpartpicker.com/products/wireless-network-card/","https://uk.pcpartpicker.com/products/wireless-network-card/#page=2","TP-Link Archer T2UH","ProtocolWi-Fi 5","InterfaceUSB Type-A 2.0","(3)","Add","Color","(3)","Add","Interface","Color","Protocol","https://cdna.pcpartpicker.com/static/forever/images/product/4c3b3c234057699978cc7489ccc1c6b7.256p.jpg","https://cdna.pcpartpicker.com/static/forever/images/product/4c3b3c234057699978cc7489ccc1c6b7.256p.jpg"
"1784222848-303","https://uk.pcpartpicker.com/products/wireless-network-card/","https://uk.pcpartpicker.com/products/wireless-network-card/#page=2","Intel 9560.NGWG.NVR","ProtocolWi-Fi 5","InterfaceM.2","(0)","Add","ColorSilver","(0)","Add","Interface","Color","Protocol","https://uk.pcpartpicker.com/static/forever/img/no-image.png",""
"1784222848-304","https://uk.pcpartpicker.com/products/wireless-network-card/","https://uk.pcpartpicker.com/products/wireless-network-card/#page=2","D-Link DWA-582","ProtocolWi-Fi 5","InterfacePCIe x1","(7)","£23.99Add","Color","(7)","Add","Interface","Color","Protocol","https://cdna.pcpartpicker.com/static/forever/images/product/aeca805965decf49402be78b061d511b.256p.jpg","https://cdna.pcpartpicker.com/static/forever/images/product/aeca805965decf49402be78b061d511b.256p.jpg"
"1784222848-305","https://uk.pcpartpicker.com/products/wireless-network-card/","https://uk.pcpartpicker.com/products/wireless-network-card/#page=2","Intel 6235AN.HMWWB","ProtocolWi-Fi 4","InterfaceHalf Mini-PCIe","(0)","Add","Color","(0)","Add","Interface","Color","Protocol","https://m.media-amazon.com/images/I/51TS6zr5RFL.jpg","https://m.media-amazon.com/images/I/51TS6zr5RFL.jpg"
"1784222848-306","https://uk.pcpartpicker.com/products/wireless-network-card/","https://uk.pcpartpicker.com/products/wireless-network-card/#page=2","Linksys AE3000","ProtocolWi-Fi 4","InterfaceUSB Type-A 2.0","(4)","Add","Color","(4)","Add","Interface","Color","Protocol","https://m.media-amazon.com/images/I/41z+fm3QTUL.jpg","https://m.media-amazon.com/images/I/41z+fm3QTUL.jpg"
"1784222848-307","https://uk.pcpartpicker.com/products/wireless-network-card/","https://uk.pcpartpicker.com/products/wireless-network-card/#page=2","D-Link DWA-140","ProtocolWi-Fi 4","InterfaceUSB Type-A 2.0","(0)","Add","Color","(0)","Add","Interface","Color","Protocol","https://cdna.pcpartpicker.com/static/forever/images/product/58a0156fabd2c502d8a4b2f9150f1c10.256p.jpg","https://cdna.pcpartpicker.com/static/forever/images/product/58a0156fabd2c502d8a4b2f9150f1c10.256p.jpg"
"1784222848-308","https://uk.pcpartpicker.com/products/wireless-network-card/","https://uk.pcpartpicker.com/products/wireless-network-card/#page=2","Rosewill RNX-AC1900PCE","ProtocolWi-Fi 5","InterfacePCIe x1","(8)","Add","Color","(8)","Add","Interface","Color","Protocol","https://m.media-amazon.com/images/I/41QIqx6SedL.jpg","https://m.media-amazon.com/images/I/41QIqx6SedL.jpg"
"1784222848-309","https://uk.pcpartpicker.com/products/wireless-network-card/","https://uk.pcpartpicker.com/products/wireless-network-card/#page=2","BrosTrend AC3L Linux Wi-Fi Adapter","ProtocolWi-Fi 5","InterfaceUSB Type-A 3.2 Gen 1","(0)","£35.99Add","ColorBlack","(0)","Add","Interface","Color","Protocol","https://m.media-amazon.com/images/I/31RrPiTXyxL.jpg","https://m.media-amazon.com/images/I/31RrPiTXyxL.jpg"
"1784222848-310","https://uk.pcpartpicker.com/products/wireless-network-card/","https://uk.pcpartpicker.com/products/wireless-network-card/#page=2","3M 78-6972-0104-0","ProtocolWi-Fi 3","InterfaceUSB Type-A 2.0","(0)","Add","Color","(0)","Add","Interface","Color","Protocol","https://cdna.pcpartpicker.com/static/forever/images/product/8816ba96db361974c2ffd97abae7b54a.med.256p.jpg","https://cdna.pcpartpicker.com/static/forever/images/product/8816ba96db361974c2ffd97abae7b54a.med.256p.jpg"
"1784222848-311","https://uk.pcpartpicker.com/products/wireless-network-card/","https://uk.pcpartpicker.com/products/wireless-network-card/#page=2","Netgear A6150-100PAS","ProtocolWi-Fi 5","InterfaceUSB Type-A 2.0","(1)","£50.42Add","ColorBlack","(1)","Add","Interface","Color","Protocol","https://cdna.pcpartpicker.com/static/forever/images/product/bf2bbc770e5e6d486041fdbbdd3088f1.256p.jpg","https://cdna.pcpartpicker.com/static/forever/images/product/bf2bbc770e5e6d486041fdbbdd3088f1.256p.jpg"
"1784222848-312","https://uk.pcpartpicker.com/products/wireless-network-card/","https://uk.pcpartpicker.com/products/wireless-network-card/#page=2","Intel AX210","ProtocolWi-Fi 6E","InterfaceM.2 PCIe","(0)","Add","ColorGreen","(0)","Add","Interface","Color","Protocol","https://uk.pcpartpicker.com/static/forever/img/no-image.png",""
"1784222848-313","https://uk.pcpartpicker.com/products/wireless-network-card/","https://uk.pcpartpicker.com/products/wireless-network-card/#page=2","Intel 8265.NGWMG.S","ProtocolWi-Fi 5","InterfaceM.2","(0)","£29.44Add","ColorGreen","(0)","Add","Interface","Color","Protocol","https://images-na.ssl-images-amazon.com/images/I/51fMYdhZWHL.jpg","https://images-na.ssl-images-amazon.com/images/I/51fMYdhZWHL.jpg"
"1784222848-314","https://uk.pcpartpicker.com/products/wireless-network-card/","https://uk.pcpartpicker.com/products/wireless-network-card/#page=2","Wavlink WL-WN675X2","ProtocolWi-Fi 6","InterfacePCIe x1","(1)","Add","ColorRed","(1)","Add","Interface","Color","Protocol","https://uk.pcpartpicker.com/static/forever/img/no-image.png",""
"1784222848-315","https://uk.pcpartpicker.com/products/wireless-network-card/","https://uk.pcpartpicker.com/products/wireless-network-card/#page=2","StarTech USB150WN1X1","ProtocolWi-Fi 4","InterfaceUSB Type-A 2.0","(1)","£23.68Add","Color","(1)","Add","Interface","Color","Protocol","https://cdna.pcpartpicker.com/static/forever/images/product/6c0ba0dc75acc405e21bcf18ba02c4c4.256p.jpg","https://cdna.pcpartpicker.com/static/forever/images/product/6c0ba0dc75acc405e21bcf18ba02c4c4.256p.jpg"
"1784222848-316","https://uk.pcpartpicker.com/products/wireless-network-card/","https://uk.pcpartpicker.com/products/wireless-network-card/#page=2","Intel 7260HMW","ProtocolWi-Fi 5 (5 GHz only)","InterfaceMini-PCIe","(1)","Add","Color","(1)","Add","Interface","Color","Protocol","https://m.media-amazon.com/images/I/61kzN+syTQL.jpg","https://m.media-amazon.com/images/I/61kzN+syTQL.jpg"
"1784222848-317","https://uk.pcpartpicker.com/products/wireless-network-card/","https://uk.pcpartpicker.com/products/wireless-network-card/#page=2","StarTech PEX867WAC22","ProtocolWi-Fi 5","InterfacePCIe x1","(0)","Add","Color","(0)","Add","Interface","Color","Protocol","https://m.media-amazon.com/images/I/41xQZDYCbvL.jpg","https://m.media-amazon.com/images/I/41xQZDYCbvL.jpg"
"1784222848-318","https://uk.pcpartpicker.com/products/wireless-network-card/","https://uk.pcpartpicker.com/products/wireless-network-card/#page=2","Asus PCE-N10","ProtocolWi-Fi 4","InterfacePCIe x1","(16)","£12.00Add","Color","(16)","Add","Interface","Color","Protocol","https://cdna.pcpartpicker.com/static/forever/images/product/235eea0857764c21789d9d847d69d906.256p.jpg","https://cdna.pcpartpicker.com/static/forever/images/product/235eea0857764c21789d9d847d69d906.256p.jpg"
"1784222848-319","https://uk.pcpartpicker.com/products/wireless-network-card/","https://uk.pcpartpicker.com/products/wireless-network-card/#page=2","Rosewill RNX-N250PCe","ProtocolWi-Fi 4","InterfacePCIe x1","(75)","Add","Color","(75)","Add","Interface","Color","Protocol","https://images-na.ssl-images-amazon.com/images/I/31ifVnmkroL.jpg","https://images-na.ssl-images-amazon.com/images/I/31ifVnmkroL.jpg"
"1784222848-320","https://uk.pcpartpicker.com/products/wireless-network-card/","https://uk.pcpartpicker.com/products/wireless-network-card/#page=2","Linksys AE1200","ProtocolWi-Fi 4","InterfaceUSB Type-A 2.0","(3)","Add","Color","(3)","Add","Interface","Color","Protocol","https://m.media-amazon.com/images/I/31XW7GQ+byL.jpg","https://m.media-amazon.com/images/I/31XW7GQ+byL.jpg"
"1784222848-321","https://uk.pcpartpicker.com/products/wireless-network-card/","https://uk.pcpartpicker.com/products/wireless-network-card/#page=2","D-Link DWA-548","ProtocolWi-Fi 4","InterfacePCIe x1","(2)","Add","Color","(2)","Add","Interface","Color","Protocol","https://m.media-amazon.com/images/I/41t6kzhQbwL.jpg","https://m.media-amazon.com/images/I/41t6kzhQbwL.jpg"
"1784222848-322","https://uk.pcpartpicker.com/products/wireless-network-card/","https://uk.pcpartpicker.com/products/wireless-network-card/#page=2","TP-Link TL-WN350GD","ProtocolWi-Fi 3","InterfacePCI","(0)","Add","Color","(0)","Add","Interface","Color","Protocol","https://images-na.ssl-images-amazon.com/images/I/41xxROulJbL.jpg","https://images-na.ssl-images-amazon.com/images/I/41xxROulJbL.jpg"
"1784222848-323","https://uk.pcpartpicker.com/products/wireless-network-card/","https://uk.pcpartpicker.com/products/wireless-network-card/#page=2","TP-Link TL-WN727N","ProtocolWi-Fi 4","InterfaceUSB Type-A 2.0","(6)","£34.79Add","Color","(6)","Add","Interface","Color","Protocol","https://images-na.ssl-images-amazon.com/images/I/31QL1nxdMIL.jpg","https://images-na.ssl-images-amazon.com/images/I/31QL1nxdMIL.jpg"
"1784222848-324","https://uk.pcpartpicker.com/products/wireless-network-card/","https://uk.pcpartpicker.com/products/wireless-network-card/#page=2","TP-Link TL-WN7200ND","ProtocolWi-Fi 4","InterfaceUSB Type-A 2.0","(1)","Add","Color","(1)","Add","Interface","Color","Protocol","https://m.media-amazon.com/images/I/319IHPkl-ML.jpg","https://m.media-amazon.com/images/I/319IHPkl-ML.jpg"
"1784222848-325","https://uk.pcpartpicker.com/products/wireless-network-card/","https://uk.pcpartpicker.com/products/wireless-network-card/#page=2","D-Link DWA-180","ProtocolWi-Fi 5","InterfaceUSB Type-A 2.0","(0)","Add","Color","(0)","Add","Interface","Color","Protocol","https://m.media-amazon.com/images/I/41Mqr3ZRRdL.jpg","https://m.media-amazon.com/images/I/41Mqr3ZRRdL.jpg"
"1784222848-326","https://uk.pcpartpicker.com/products/wireless-network-card/","https://uk.pcpartpicker.com/products/wireless-network-card/#page=2","Edimax EW-7822UAC","ProtocolWi-Fi 5","InterfaceUSB Type-A 3.2 Gen 1","(1)","Add","Color","(1)","Add","Interface","Color","Protocol","https://m.media-amazon.com/images/I/315mlPOi1ML.jpg","https://m.media-amazon.com/images/I/315mlPOi1ML.jpg"
"1784222848-327","https://uk.pcpartpicker.com/products/wireless-network-card/","https://uk.pcpartpicker.com/products/wireless-network-card/#page=2","StarTech USB300WN2X2C","ProtocolWi-Fi 4","InterfaceUSB Type-A 2.0","(0)","£22.32Add","Color","(0)","Add","Interface","Color","Protocol","https://cdna.pcpartpicker.com/static/forever/images/product/246accd905399043e613daaf207dc166.256p.jpg","https://cdna.pcpartpicker.com/static/forever/images/product/246accd905399043e613daaf207dc166.256p.jpg"
"1784222848-328","https://uk.pcpartpicker.com/products/wireless-network-card/","https://uk.pcpartpicker.com/products/wireless-network-card/#page=2","Edimax EW-7811UAC","ProtocolWi-Fi 5","InterfaceUSB Type-A 2.0","(0)","£32.79Add","Color","(0)","Add","Interface","Color","Protocol","https://cdna.pcpartpicker.com/static/forever/images/product/228f820c33da0154d3496f9dd58af9ed.256p.jpg","https://cdna.pcpartpicker.com/static/forever/images/product/228f820c33da0154d3496f9dd58af9ed.256p.jpg"
"1784222848-329","https://uk.pcpartpicker.com/products/wireless-network-card/","https://uk.pcpartpicker.com/products/wireless-network-card/#page=2","Asus PCE-AC55BT","ProtocolWi-Fi 5","InterfacePCIe x1","(18)","Add","Color","(18)","Add","Interface","Color","Protocol","https://cdna.pcpartpicker.com/static/forever/images/product/58d3958230727290b05d049e46fec139.256p.jpg","https://cdna.pcpartpicker.com/static/forever/images/product/58d3958230727290b05d049e46fec139.256p.jpg"
"1784222848-330","https://uk.pcpartpicker.com/products/wireless-network-card/","https://uk.pcpartpicker.com/products/wireless-network-card/#page=2","Gigabyte GC-WB867D-I REV 4.2","ProtocolWi-Fi 5","InterfacePCIe x1","(15)","Add","Color","(15)","Add","Interface","Color","Protocol","https://cdna.pcpartpicker.com/static/forever/images/product/3c30ae6a39fcf8a6eee3512718b4f1ed.256p.jpg","https://cdna.pcpartpicker.com/static/forever/images/product/3c30ae6a39fcf8a6eee3512718b4f1ed.256p.jpg"
"1784222848-331","https://uk.pcpartpicker.com/products/wireless-network-card/","https://uk.pcpartpicker.com/products/wireless-network-card/#page=2","Feb Smart FS-N600 Basic Edition","ProtocolWi-Fi 5","InterfacePCIe x1","(2)","Add","Color","(2)","Add","Interface","Color","Protocol","https://uk.pcpartpicker.com/static/forever/img/no-image.png",""
"1784222848-332","https://uk.pcpartpicker.com/products/wireless-network-card/","https://uk.pcpartpicker.com/products/wireless-network-card/#page=2","Rosewill RNX-AC600HGUBEv2","ProtocolWi-Fi 5","InterfaceUSB Type-A 2.0","(0)","Add","ColorBlack","(0)","Add","Interface","Color","Protocol","https://cdna.pcpartpicker.com/static/forever/images/product/28cfbf07032ffe0d09b1660d2d862417.256p.jpg","https://cdna.pcpartpicker.com/static/forever/images/product/28cfbf07032ffe0d09b1660d2d862417.256p.jpg"
"1784222848-333","https://uk.pcpartpicker.com/products/wireless-network-card/","https://uk.pcpartpicker.com/products/wireless-network-card/#page=2","Rosewill RNX-AC600NUBv2","ProtocolWi-Fi 5","InterfaceUSB Type-A 2.0","(4)","Add","ColorBlack","(4)","Add","Interface","Color","Protocol","https://cdna.pcpartpicker.com/static/forever/images/product/1acb59d10d6aaf35b26352c5f2b2d397.256p.jpg","https://cdna.pcpartpicker.com/static/forever/images/product/1acb59d10d6aaf35b26352c5f2b2d397.256p.jpg"
"1784222848-334","https://uk.pcpartpicker.com/products/wireless-network-card/","https://uk.pcpartpicker.com/products/wireless-network-card/#page=2","MSI AC905C","ProtocolWi-Fi 5","InterfacePCIe x1","(2)","Add","ColorBlack","(2)","Add","Interface","Color","Protocol","https://cdna.pcpartpicker.com/static/forever/images/product/da0a5b09a5a46c012f4c9616af42d8b9.256p.jpg","https://cdna.pcpartpicker.com/static/forever/images/product/da0a5b09a5a46c012f4c9616af42d8b9.256p.jpg"
"1784222848-335","https://uk.pcpartpicker.com/products/wireless-network-card/","https://uk.pcpartpicker.com/products/wireless-network-card/#page=2","Netgear A6100-10000S","ProtocolWi-Fi 5","InterfaceUSB Type-A 2.0","(0)","Add","ColorBlack","(0)","Add","Interface","Color","Protocol","https://cdna.pcpartpicker.com/static/forever/images/product/8761f9611f012992d6fab36af9868aca.256p.jpg","https://cdna.pcpartpicker.com/static/forever/images/product/8761f9611f012992d6fab36af9868aca.256p.jpg"
"1784222848-336","https://uk.pcpartpicker.com/products/wireless-network-card/","https://uk.pcpartpicker.com/products/wireless-network-card/#page=2","HP 8265","ProtocolWi-Fi 5","InterfacePCIe x1","(0)","Add","ColorGreen / Black","(0)","Add","Interface","Color","Protocol","https://cdna.pcpartpicker.com/static/forever/images/product/cea3c8978ff7ac2b63f8ed97b9be8ab4.256p.jpg","https://cdna.pcpartpicker.com/static/forever/images/product/cea3c8978ff7ac2b63f8ed97b9be8ab4.256p.jpg"
"1784222848-337","https://uk.pcpartpicker.com/products/wireless-network-card/","https://uk.pcpartpicker.com/products/wireless-network-card/#page=2","fenvi FV-AXE210NG","ProtocolWi-Fi 6E","InterfaceM.2","(1)","Add","Color","(1)","Add","Interface","Color","Protocol","https://uk.pcpartpicker.com/static/forever/img/no-image.png",""
"1784222848-338","https://uk.pcpartpicker.com/products/wireless-network-card/","https://uk.pcpartpicker.com/products/wireless-network-card/#page=2","Intel AX210 w/vPro","ProtocolWi-Fi 6E","InterfaceM.2 PCIe","(0)","Add","ColorGreen","(0)","Add","Interface","Color","Protocol","https://uk.pcpartpicker.com/static/forever/img/no-image.png",""
"1784222848-339","https://uk.pcpartpicker.com/products/wireless-network-card/","https://uk.pcpartpicker.com/products/wireless-network-card/#page=2","Intel AX210 w/vPro","ProtocolWi-Fi 6E","InterfaceM.2 PCIe","(0)","Add","ColorGreen","(0)","Add","Interface","Color","Protocol","https://uk.pcpartpicker.com/static/forever/img/no-image.png",""
"1784222848-340","https://uk.pcpartpicker.com/products/wireless-network-card/","https://uk.pcpartpicker.com/products/wireless-network-card/#page=2","fenvi FV-HB1200","ProtocolWi-Fi 5","InterfacePCIe x1","(1)","Add","ColorBlack / Blue","(1)","Add","Interface","Color","Protocol","https://m.media-amazon.com/images/I/41i+h1QgAlL.jpg","https://m.media-amazon.com/images/I/41i+h1QgAlL.jpg"
"1784222848-341","https://uk.pcpartpicker.com/products/wireless-network-card/","https://uk.pcpartpicker.com/products/wireless-network-card/#page=2","fenvi FV-AXE3000RGB","ProtocolWi-Fi 6E","InterfacePCIe x1","(0)","Add","ColorRed / Silver","(0)","Add","Interface","Color","Protocol","https://uk.pcpartpicker.com/static/forever/img/no-image.png",""
"1784222848-342","https://uk.pcpartpicker.com/products/wireless-network-card/","https://uk.pcpartpicker.com/products/wireless-network-card/#page=2","TP-Link Archer T4U","ProtocolWi-Fi 5","InterfaceUSB Type-A 3.2 Gen 1","(18)","£33.94Add","Color","(18)","Add","Interface","Color","Protocol","https://cdna.pcpartpicker.com/static/forever/images/product/4d7895743ff8ccb1f13f382a54cfb113.256p.jpg","https://cdna.pcpartpicker.com/static/forever/images/product/4d7895743ff8ccb1f13f382a54cfb113.256p.jpg"
"1784222848-343","https://uk.pcpartpicker.com/products/wireless-network-card/","https://uk.pcpartpicker.com/products/wireless-network-card/#page=2","BrosTrend AC1","ProtocolWi-Fi 5","InterfaceUSB Type-A 3.2 Gen 1","(0)","£24.47Add","ColorBlack","(0)","Add","Interface","Color","Protocol","https://m.media-amazon.com/images/I/21rjsm9jhwL.jpg","https://m.media-amazon.com/images/I/21rjsm9jhwL.jpg"
"1784222848-344","https://uk.pcpartpicker.com/products/wireless-network-card/","https://uk.pcpartpicker.com/products/wireless-network-card/#page=2","SIIG LB-WR0111-S1","ProtocolWi-Fi 6","InterfacePCIe x1","(0)","Add","ColorBlack","(0)","Add","Interface","Color","Protocol","https://m.media-amazon.com/images/I/41bYHIDklsL.jpg","https://m.media-amazon.com/images/I/41bYHIDklsL.jpg"
"1784222848-345","https://uk.pcpartpicker.com/products/wireless-network-card/","https://uk.pcpartpicker.com/products/wireless-network-card/#page=2","Intel 62205AN.HMWWB","ProtocolWi-Fi 4","InterfaceHalf Mini-PCIe","(0)","£9.99Add","Color","(0)","Add","Interface","Color","Protocol","https://m.media-amazon.com/images/I/61hjACw9adL.jpg","https://m.media-amazon.com/images/I/61hjACw9adL.jpg"
"1784222848-346","https://uk.pcpartpicker.com/products/wireless-network-card/","https://uk.pcpartpicker.com/products/wireless-network-card/#page=2","TP-Link TL-WN8200ND","ProtocolWi-Fi 4","InterfaceUSB Type-A 2.0","(1)","Add","Color","(1)","Add","Interface","Color","Protocol","https://cdna.pcpartpicker.com/static/forever/images/product/ed579b787047acf12b145d7e1cea911f.256p.jpg","https://cdna.pcpartpicker.com/static/forever/images/product/ed579b787047acf12b145d7e1cea911f.256p.jpg"
"1784222848-347","https://uk.pcpartpicker.com/products/wireless-network-card/","https://uk.pcpartpicker.com/products/wireless-network-card/#page=2","Rosewill RNX-N600PCE_v2.0","ProtocolWi-Fi 4","InterfacePCIe x1","(0)","Add","Color","(0)","Add","Interface","Color","Protocol","https://m.media-amazon.com/images/I/41dGJho9roL.jpg","https://m.media-amazon.com/images/I/41dGJho9roL.jpg"
"1784222848-348","https://uk.pcpartpicker.com/products/wireless-network-card/","https://uk.pcpartpicker.com/products/wireless-network-card/#page=2","HP FH971AA","ProtocolWi-Fi 4","InterfacePCIe x1","(0)","Add","Color","(0)","Add","Interface","Color","Protocol","https://m.media-amazon.com/images/I/415N5VeyW7L.jpg","https://m.media-amazon.com/images/I/415N5VeyW7L.jpg"
"1784222848-349","https://uk.pcpartpicker.com/products/wireless-network-card/","https://uk.pcpartpicker.com/products/wireless-network-card/#page=2","Linksys WMP600N","ProtocolWi-Fi 4","InterfacePCI","(7)","Add","Color","(7)","Add","Interface","Color","Protocol","https://m.media-amazon.com/images/I/419KKMBBh7L.jpg","https://m.media-amazon.com/images/I/419KKMBBh7L.jpg"
"1784222848-350","https://uk.pcpartpicker.com/products/wireless-network-card/","https://uk.pcpartpicker.com/products/wireless-network-card/#page=2","Rosewill RNX-G300LX","ProtocolWi-Fi 3","InterfacePCI","(7)","Add","Color","(7)","Add","Interface","Color","Protocol","https://m.media-amazon.com/images/I/41JhrmxWkeL.jpg","https://m.media-amazon.com/images/I/41JhrmxWkeL.jpg"
"1784222848-351","https://uk.pcpartpicker.com/products/wireless-network-card/","https://uk.pcpartpicker.com/products/wireless-network-card/#page=2","Rosewill RNX-N150PCe","ProtocolWi-Fi 4","InterfacePCIe x1","(41)","Add","Color","(41)","Add","Interface","Color","Protocol","https://images-fe.ssl-images-amazon.com/images/I/31DbuFJxPqL.jpg","https://images-fe.ssl-images-amazon.com/images/I/31DbuFJxPqL.jpg"
"1784222848-352","https://uk.pcpartpicker.com/products/wireless-network-card/","https://uk.pcpartpicker.com/products/wireless-network-card/#page=2","Rosewill RNX-N150PCx","ProtocolWi-Fi 4","InterfacePCI","(1)","Add","Color","(1)","Add","Interface","Color","Protocol","https://m.media-amazon.com/images/I/41Mb6y2O7ML.jpg","https://m.media-amazon.com/images/I/41Mb6y2O7ML.jpg"
"1784222848-353","https://uk.pcpartpicker.com/products/wireless-network-card/","https://uk.pcpartpicker.com/products/wireless-network-card/#page=2","TRENDnet TEW-703PIL","ProtocolWi-Fi 4","InterfacePCI","(1)","Add","Color","(1)","Add","Interface","Color","Protocol","https://images-na.ssl-images-amazon.com/images/I/41gJemIjgjL.jpg","https://images-na.ssl-images-amazon.com/images/I/41gJemIjgjL.jpg"
