name,price,image,type,frequency_response,microphone,wireless,enclosure_type,color,rating
Sony CZ-MDREX10LP/VLT,,https://cdna.pcpartpicker.com/static/forever/images/product/01a75366804397d808c09bb4ab8a8d0c.med.256p.jpg,In Ear,false,No,No,Closed,Purple,0
Sony CZ-MDREX10LP/WHI,,https://cdna.pcpartpicker.com/static/forever/images/product/967d96a7e6991262366290fbf8261186.med.256p.jpg,In Ear,false,No,No,Closed,White,0
Sony CZ-MDREX25LPBLU,,https://cdna.pcpartpicker.com/static/forever/images/product/869a168eb765626273734cf3a5219283.med.256p.jpg,In Ear,false,No,No,Closed,Blue / White,0
Sony CZ-MDREX25LPPNK,,https://cdna.pcpartpicker.com/static/forever/images/product/38811e52c13da1df2cdb1c444a96e71f.med.256p.jpg,In Ear,false,No,No,Closed,White / Pink,0
Sony CZ-MDREX25LPVLT,,https://cdna.pcpartpicker.com/static/forever/images/product/ab245e45fcaaa018bf043f9e97eac689.med.256p.jpg,In Ear,false,No,No,Closed,White / Purple,0
Sony CZ-MDREX37B/BLK,,https://cdna.pcpartpicker.com/static/forever/images/product/a65a5b50f0864f3df83aa51914bca9f4.med.256p.jpg,In Ear,false,No,No,Closed,Black / White,0
Sony CZ-MDREX37B/BLU,,https://cdna.pcpartpicker.com/static/forever/images/product/4c82a860ca6aae56707b0e197cff2ac1.med.256p.jpg,In Ear,false,No,No,Closed,Blue,0
Sony CZ-MDREX37B/RED,,https://cdna.pcpartpicker.com/static/forever/images/product/c3b54816eb0cd4f92c22643180278818.med.256p.jpg,In Ear,false,No,No,Closed,Red / Black,0
Sony CZ-MDREX37B/YLW,,https://cdna.pcpartpicker.com/static/forever/images/product/557100f3229f862d4d72147d56711600.med.256p.jpg,In Ear,false,No,No,Closed,Black / Yellow,0
Sony CZ-MDRMA300,,Circumaural,Circumaural,false,No,No,Closed,Black,0
Sony MDR-J20/SILVER,,Earbud,Earbud,16 Hz - 24 kHz,No,No,Closed,Black / Silver,0
Sony MDR-PQ2/Z,,Supra-aural,Supra-aural,10 Hz - 24 kHz,No,No,Closed,Brown,0
Sony MDR-V150,,https://cdna.pcpartpicker.com/static/forever/images/product/c82c24a21c562bae3f8001df6f81a96c.256p.jpg,Supra-aural,18 Hz - 22 kHz,No,No,Closed,Black,0
Sony MDR-XB400/GRN,,Supra-aural,Supra-aural,5 Hz - 22 kHz,No,No,Closed,Green,0
Sony XBA-S65,,In Ear,In Ear,6 Hz - 24 kHz,No,No,Closed,Black,0
HiFiMAN RE400,,In Ear,In Ear,false,No,No,Closed,Black / Silver,0
Sony MDRZX100WHITE,,https://cdna.pcpartpicker.com/static/forever/images/product/f2351397b4e74418dc81f5aa637de9cb.med.256p.jpg,Supra-aural,12 Hz - 22 kHz,No,No,Closed,White,0
Koss 168866/176869,,https://cdna.pcpartpicker.com/static/forever/images/product/46f1dba897bac35cf9abc96cdd1b2f35.256p.jpg,Supra-aural,60 Hz - 20 kHz,No,No,Closed,Black / Silver,0
Koss CL3N,,In Ear,In Ear,60 Hz - 20 kHz,No,No,Closed,White,0
Koss CLIPPERS,,https://cdna.pcpartpicker.com/static/forever/images/product/3005d7bdb5a36de5eb799878e2b060e7.med.256p.jpg,Supra-aural,60 Hz - 20 kHz,No,No,Closed,Black / Silver,0
Koss CZ-163684,,https://cdna.pcpartpicker.com/static/forever/images/product/84dad52ddd0069aa5f7bce119adaf2a8.med.256p.jpg,Supra-aural,15 Hz - 25 kHz,No,No,Closed,Black / Silver,0
Koss CZ-164020,,https://cdna.pcpartpicker.com/static/forever/images/product/a4b97ff85234dba05c1fb7ac80db10b7.med.256p.jpg,Supra-aural,5 Hz - 25 kHz,No,No,Closed,Black,0
Koss CZ-168486,,https://cdna.pcpartpicker.com/static/forever/images/product/dadebb0daec0c67797ccf638298a81b8.med.256p.jpg,In Ear,10 Hz - 20 kHz,No,No,Closed,Black / Silver,0
Koss CZ-168990,,https://cdna.pcpartpicker.com/static/forever/images/product/3fef56d0206698c1e5fdc0276c53c6e1.med.256p.jpg,In Ear,10 Hz - 20 kHz,No,No,Closed,Black,0
Koss CZ-175481,,https://cdna.pcpartpicker.com/static/forever/images/product/04af07972b4946f22a3ffe072ea4b86a.med.256p.jpg,Earbud,70 Hz - 20 kHz,No,No,Closed,Black,0
Koss CZ-176801,,Earbud,Earbud,70 Hz - 20 kHz,No,No,Closed,White,0
Koss CZ-178295,,https://cdna.pcpartpicker.com/static/forever/images/product/b89934bb943a3be7baedd00d29b1a90f.med.256p.jpg,Circumaural,18 Hz - 20 kHz,No,No,Closed,Black / Silver,0
Koss PORTAPROKTC,,Supra-aural,Supra-aural,15 Hz - 25 kHz,No,No,Closed,Black / Silver,0
Koss KEB40,,In Ear,In Ear,false,No,No,Closed,Black / Silver,0
Astro 3AS50-EAW9F-319,,Circumaural,Circumaural,true,Yes,Yes,Closed,Black / Orange,0
Cooler Master Storm Ceres400,,Circumaural,Circumaural,20 Hz - 20 kHz,Yes,No,Closed,Black / Red,0
Corsair Raptor HS30,,Circumaural,Circumaural,20 Hz - 20 kHz,Yes,No,Closed,Black / Red,2
Corsair Raptor HS40,,https://cdna.pcpartpicker.com/static/forever/images/product/c82b1eb14c227500cda489b5f990c3e8.256p.jpg,Circumaural,20 Hz - 20 kHz,Yes,No,Closed,Black / Red,3.5
Creative Labs 51EF0610AA010,,In Ear,In Ear,6 Hz - 23 kHz,No,No,Closed,Black / Blue,0
Creative Labs EP-630,,In Ear,In Ear,6 Hz - 23 kHz,No,No,Closed,Black / Silver,0
Creative Labs Sound Blaster Tactic3D Fury,,Circumaural,Circumaural,20 Hz - 20 kHz,Yes,No,Closed,Black / Red,0
Creative Labs EVO ZxR,,Circumaural,Circumaural,true,Yes,Yes,Closed,Black / Red,0
Denon AH-C300,,In Ear,In Ear,5 Hz - 25 kHz,Yes,No,Closed,Black / Silver,0
AKG K350AMA,,https://cdna.pcpartpicker.com/static/forever/images/product/c1a71ed8bae36f615078310d4ab0f498.med.256p.jpg,In Ear,false,No,No,Closed,Purple,0
Cobra EARPHONE001,,https://cdna.pcpartpicker.com/static/forever/images/product/a063d440b1334c58e467aef3f3a44de5.med.256p.jpg,Circumaural,20 Hz - 20 kHz,Yes,No,Closed,Black / Blue,0
Cobra EHH007ORANGE,,https://cdna.pcpartpicker.com/static/forever/images/product/f43c185215aa9e2547af9488289882a9.med.256p.jpg,Circumaural,20 Hz - 20 kHz,Yes,No,Closed,Black / Orange,0
Cobra e-3luered,,https://cdna.pcpartpicker.com/static/forever/images/product/72068fcf66c4acb3f1f453d5973098ff.med.256p.jpg,Circumaural,20 Hz - 20 kHz,Yes,No,Closed,Red,0
Cobra e-3luewhiteearphone,,https://cdna.pcpartpicker.com/static/forever/images/product/58e29e58844430e8a4a8d33ad6ddd64e.med.256p.jpg,Supra-aural,20 Hz - 20 kHz,Yes,No,Closed,White,0
Cobra e3lueblack,,https://cdna.pcpartpicker.com/static/forever/images/product/de50d66f799b1a7b592446ca1b38c917.med.256p.jpg,Supra-aural,20 Hz - 20 kHz,Yes,No,Closed,Black / Silver,0
Cobra ehh007red,,https://cdna.pcpartpicker.com/static/forever/images/product/a1b997bbe57cd947b388d2156f860b78.med.256p.jpg,Circumaural,20 Hz - 20 kHz,Yes,No,Closed,Black / Red,0
Cobra E-Blue Cobra Limited Edition Pro,,https://cdna.pcpartpicker.com/static/forever/images/product/0a0b1a44e75e0a864cbf18b7f5658c07.med.256p.jpg,Circumaural,20 Hz - 20 kHz,Yes,No,Closed,Black / Green,4
Creative Labs EF0330AA001,,https://cdna.pcpartpicker.com/static/forever/images/product/d62204ae4e173ef203a8e92acebcc0ff.med.256p.jpg,Supra-aural,false,No,No,Closed,Black / Silver,0
Creative Labs HS-620,,Circumaural,Circumaural,true,Yes,No,Closed,Black / Silver,0
Creative Labs HS-420,,https://cdna.pcpartpicker.com/static/forever/images/product/c1b348fd7f5249e2de245220101f479c.med.256p.jpg,Supra-aural,true,Yes,No,Closed,Black / Silver,0
Creative Labs HS-720,,https://cdna.pcpartpicker.com/static/forever/images/product/1ebcfcf78f083b3ef8fcc7597b73484b.med.256p.jpg,Supra-aural,true,Yes,No,Closed,Black / Silver,0
Creative Labs HS-800 Fatal1ty,,https://cdna.pcpartpicker.com/static/forever/images/product/47fd8ae11fc1e753ce7dc89f893eaa90.med.256p.jpg,Circumaural,true,Yes,No,Closed,Black / Red,4.5
Ergoguys 2810-TI,,https://cdna.pcpartpicker.com/static/forever/images/product/99e8b99771512c71cca7f18447d258e7.256p.jpg,Circumaural,20 Hz - 20 kHz,No,No,Closed,Black / Orange,0
HiFiMAN HE300,,Circumaural,Circumaural,15 Hz - 22 kHz,No,No,Closed,Black / Silver,0
HiFiMAN HE400,,Circumaural,Circumaural,20 Hz - 35 kHz,No,No,Closed,Black / Blue,3
HiFiMAN HE6,,Circumaural,Circumaural,8 Hz - 65 kHz,No,No,Closed,Black,0
Labtec Axis-311,,Supra-aural,Supra-aural,true,Yes,No,Closed,Black,0
Labtec Go-420,,Supra-aural,Supra-aural,false,No,No,Closed,Black,0
Labtec LT215REXW,,Earbud,Earbud,false,No,No,Closed,Black,0
Logitech 960,,https://cdna.pcpartpicker.com/static/forever/images/product/97fb2523fc6a96ee0b56e58c176642bf.med.256p.jpg,Supra-aural,true,Yes,No,Closed,Black,0
Mad Catz TRI903590003/02/1,,Supra-aural,Supra-aural,20 Hz - 20 kHz,Yes,No,Closed,Black / Red,0
Panasonic RP-HJE295-K,,In Ear,In Ear,false,No,No,Closed,Black,0
Panasonic RP-HS200-D,,In Ear,In Ear,10 Hz - 22 kHz,No,No,Closed,Black / Orange,0
Perixx AX-1000B,,Circumaural,Circumaural,false,No,No,Closed,Black / Red,0
Philips SHE3575BK/28,,In Ear,In Ear,false,No,No,Closed,Pink,0
Philips SHL5200WT/28,49.99,Supra-aural,Supra-aural,20 Hz - 20 kHz,No,No,Closed,White,0
Philips SHO4200BG,,https://cdna.pcpartpicker.com/static/forever/images/product/73d9a26105de917983737274430d5ee2.med.256p.jpg,Supra-aural,false,No,No,Closed,Green / Blue,0
Philips SHO7205/BK,,Supra-aural,Supra-aural,12 Hz - 24 kHz,No,No,Closed,Black / Red,0
Philips SHO7205/WT,,Supra-aural,Supra-aural,12 Hz - 24 kHz,No,No,Closed,White / Blue,0
Philips SHS390,,Supra-aural,Supra-aural,false,No,No,Closed,Black / Silver,0
Pioneer HDJ-500G,,Supra-aural,Supra-aural,5 Hz - 28 kHz,No,No,Closed,Black / Green,0
Pioneer HDJ-500V,,https://cdna.pcpartpicker.com/static/forever/images/product/525f39a42b9c0d3ef6081dd24d8a64d4.med.256p.jpg,Supra-aural,5 Hz - 28 kHz,No,No,Closed,Black / Purple,0
Pioneer SE-CL721-H,,In Ear,In Ear,5 Hz - 22 kHz,No,No,Closed,Red / Silver,0
Plantronics GameCom 780 (Dota 2 badged),,https://cdna.pcpartpicker.com/static/forever/images/product/6c9ab518547001b0870440a176a85ef9.med.256p.jpg,Circumaural,true,Yes,No,Closed,Black / Red,0
Plantronics AUDIO628,,https://cdna.pcpartpicker.com/static/forever/images/product/9cf94092c657ea69c8ff871007104c7b.med.256p.jpg,Supra-aural,true,Yes,No,Closed,Black / Blue,2
Pyle Audio PIEHIP20W,,In Ear,In Ear,false,No,No,Closed,White,0
Sennheiser HD360PRO,,Circumaural,Circumaural,15 Hz - 22 kHz,No,No,Closed,Black,0
Sennheiser Momentum BRV2,,Circumaural,Circumaural,false,No,No,Closed,Brown,0
Sennheiser Momentum BRV3,,Circumaural,Circumaural,false,No,No,Closed,Brown,0
Sony CZ-MDRMA900,,https://cdna.pcpartpicker.com/static/forever/images/product/90df74d0e51a40c3086c1dda9cbbaddf.med.256p.jpg,Supra-aural,5 Hz - 40 kHz,No,No,Closed,Black,0
Sony CZ-MDRV55/BR,,Supra-aural,Supra-aural,5 Hz - 25 kHz,No,No,Closed,Black / Red,0
Sony CZ-MDRV55/WHI,,https://cdna.pcpartpicker.com/static/forever/images/product/19e1860e83a37393f578c6346b06916c.med.256p.jpg,Supra-aural,5 Hz - 25 kHz,No,No,Closed,White,0
Sony CZ-MDRZX600/BLK,,Supra-aural,Supra-aural,6 Hz - 25 kHz,No,No,Closed,Black / Red,0
Sony CZ-MDRZX600/GRAY,,https://cdna.pcpartpicker.com/static/forever/images/product/895458193a41b789323b52a7ae5aba03.med.256p.jpg,Supra-aural,6 Hz - 25 kHz,No,No,Closed,Black / Gray,0
Sony IVG-YMDRG45LP,,https://cdna.pcpartpicker.com/static/forever/images/product/d654e4a46436079dda3db775985da09a.med.256p.jpg,Supra-aural,false,No,No,Closed,Black / Silver,0
Sony MDR-ZX300A L,,https://cdna.pcpartpicker.com/static/forever/images/product/1c419489a3fe481a3bc8983b65575adc.med.256p.jpg,Supra-aural,true,Yes,No,Closed,Black / Blue,0
Sony MDRAS200BLK,,Earbud,Earbud,false,No,No,Closed,Black,0
Sony MDRAS200PNK,,Earbud,Earbud,false,No,No,Closed,Pink,0
Sony MDREX10LP/PNK,,In Ear,In Ear,false,No,No,Closed,Pink / White,0
Sony MDRJ10/LTPNK,,In Ear,In Ear,false,No,No,Closed,Pink,0
Sony MDRPQ2/GRAY,,Circumaural,Circumaural,10 Hz - 24 kHz,No,No,Closed,Gray,0
Sony MDRPQ2/GRN,,Circumaural,Circumaural,10 Hz - 24 kHz,No,No,Closed,Green,0
Turtle Beach EARFORCEZ11,,Circumaural,Circumaural,true,Yes,No,Closed,Black,5
Sennheiser PC 350,,Circumaural,Circumaural,10 Hz - 26 kHz,Yes,No,Closed,Black / Silver,4
TekNmotion PulseWave • V2,,Circumaural,Circumaural,true,Yes,No,Closed,Black / Blue,0
Sakar International Teenage Mutant Ninja Turtles Kids Friendly,,https://cdna.pcpartpicker.com/static/forever/images/product/dfd81696deefd654ca66f8ed8c161369.med.256p.jpg,Circumaural,false,No,No,Closed,Green / Blue,0
Biostar iDEQ N10,,https://cdna.pcpartpicker.com/static/forever/images/product/dc45a800d1bd060f9e29b1404d2d7689.med.256p.jpg,Circumaural,20 Hz - 20 kHz,Yes,No,Closed,Black / Red,0
Cobra Cobra Pro,,Circumaural,Circumaural,20 Hz - 20 kHz,Yes,No,Closed,Black / Silver,0
Cobra Cobra II 705,,Circumaural,Circumaural,20 Hz - 20 kHz,Yes,No,Closed,Black / Blue,0
Creative Labs HITZ MA2400,,Supra-aural,Supra-aural,15 Hz - 20 kHz,Yes,No,Closed,Black,0
Creative Labs 51EF0650AA005,,Supra-aural,Supra-aural,10 Hz - 20 kHz,Yes,No,Closed,White,0
Creative Labs Recon3D Omega,,Circumaural,Circumaural,20 Hz - 20 kHz,Yes,Yes,Closed,Black,2
Genius HS-905BT,,In Ear,In Ear,20 Hz - 20 kHz,Yes,Yes,Closed,Black / Blue,0
Koss KMO15G,,Supra-aural,Supra-aural,80 Hz - 20 kHz,No,No,Closed,Camo,0
Koss KMO15P,,Supra-aural,Supra-aural,80 Hz - 20 kHz,No,No,Closed,Camo,0
Koss KMO20G,,Circumaural,Circumaural,false,No,No,Closed,Camo,0
Koss KMO5P,,Earbud,Earbud,false,No,No,Closed,Camo,0
Logitech H820e,229.99,Supra-aural,Supra-aural,150 Hz - 7 kHz,Yes,No,Closed,Black / Silver,0
Philips SHS3200/37,,Earbud,Earbud,20 Hz - 20 kHz,Yes,No,Closed,Black,0
Plantronics 86051-11,,https://cdna.pcpartpicker.com/static/forever/images/product/97b7720cb51e5319a565821eb03305f7.med.256p.jpg,Circumaural,true,Yes,No,Closed,Black / Red,4
Sennheiser PC330,,https://cdna.pcpartpicker.com/static/forever/images/product/4bf323a36d1d3b24f28aac3d979efb94.256p.jpg,Circumaural,14 Hz - 22 kHz,Yes,No,Closed,Black / Silver,4
Sennheiser PC 323D,,Circumaural,Circumaural,15 Hz - 23 kHz,Yes,No,Closed,Black / Silver,0
SteelSeries Siberia Elite,,Circumaural,Circumaural,16 Hz - 28 kHz,Yes,No,Closed,Orange / White,4
SteelSeries 9H,,Circumaural,Circumaural,10 Hz - 28 kHz,Yes,No,Closed,Black,4
SteelSeries Flux In-Ear Pro,,In Ear,In Ear,15 Hz - 22 kHz,Yes,No,Closed,Black,0
Syba CL-AUD23049,,Circumaural,Circumaural,false,No,Yes,Closed,White / Gray,0
TekNmotion TM-AIR100BT,,Supra-aural,Supra-aural,false,No,Yes,Closed,Black / Silver,0
TekNmotion TM-LOND,,Circumaural,Circumaural,false,No,No,Closed,Red / Blue,0
TekNmotion TM-YB100A,,Circumaural,Circumaural,20 Hz - 20 kHz,Yes,No,Closed,Black / Silver,5
Plantronics Gamecom 380,,Circumaural,Circumaural,true,Yes,No,Closed,Black / Silver,4
Sennheiser HD 439,,Circumaural,Circumaural,17 Hz - 22.5 kHz,No,No,Closed,Black / Silver,5
Func HS-260,,https://cdna.pcpartpicker.com/static/forever/images/product/866e981c248ddbf70d1f315475fbe66a.med.256p.jpg,Circumaural,20 Hz - 20 kHz,Yes,No,Closed,Black / Silver,0
Bose AE2 White,,https://cdna.pcpartpicker.com/static/forever/images/product/f400edffb8810c0caa3f714719e84d32.med.256p.jpg,Circumaural,false,No,No,Closed,Black / Silver,4
Bose AE2i White,,https://cdna.pcpartpicker.com/static/forever/images/product/5bbef3f9ac7303b0604678f5f42f9aa9.med.256p.jpg,Circumaural,true,Yes,No,Closed,White / Gray,0
Bose SIE2i Orange,,https://cdna.pcpartpicker.com/static/forever/images/product/8f8c20a62c28f0a22707bc42994f6cda.med.256p.jpg,Earbud,false,No,No,Closed,Orange / White,0
Bose OE2 (Black),,Supra-aural,Supra-aural,false,No,No,Closed,Black / Silver,0
Bose OE2i (Black),,Supra-aural,Supra-aural,true,Yes,No,Closed,Black / Silver,5
Bose OE2i (White),,Supra-aural,Supra-aural,true,Yes,No,Closed,White / Gray,0
Bose SIE2i Blue,,https://cdna.pcpartpicker.com/static/forever/images/product/5b4ba37e4b5fba198f82588466059cbf.med.256p.jpg,In Ear,false,No,No,Closed,Blue / White,0
Bose SIE2i Purple,,In Ear,In Ear,false,No,No,Closed,White / Purple,0
Hercules 4780514,,https://cdna.pcpartpicker.com/static/forever/images/product/b05526ff9c5c6e70769923ad9742bbc0.256p.jpg,Supra-aural,10 Hz - 25 kHz,No,No,Closed,Black / Green,0
Klipsch Image S4i,,https://cdna.pcpartpicker.com/static/forever/images/product/d5428c225310be186a7bfe04e98eeb40.med.256p.jpg,In Ear,10 Hz - 19 kHz,No,No,Closed,Black / Silver,0
Klipsch Image S3,,https://cdna.pcpartpicker.com/static/forever/images/product/8e61a3c2453ae8e5fca2bbbb9a3ed69e.med.256p.jpg,In Ear,12 Hz - 18 kHz,No,No,Closed,Black / Red,0
Koss CLIPPER GREEN,,Supra-aural,Supra-aural,60 Hz - 20 kHz,No,No,Closed,Green / White,0
Koss JAMS AA,,Earbud,Earbud,40 Hz - 20 kHz,No,No,Closed,Green / White,0
Koss MIRAGE PINK,,In Ear,In Ear,15 Hz - 20 kHz,No,No,Closed,Pink / White,0
Monoprice 8320,,In Ear,In Ear,false,No,No,Closed,Black / Silver,0
Philips SHS3201/28,,https://cdna.pcpartpicker.com/static/forever/images/product/9b856b9c176f332da871691d9e13b06e.med.256p.jpg,Earbud,20 Hz - 20 kHz,No,No,Closed,White,0
Philips SHS4848/28,,https://cdna.pcpartpicker.com/static/forever/images/product/58fc7d076163733b65d15915849931b7.med.256p.jpg,Earbud,12 Hz - 23.5 kHz,No,No,Closed,Pink / White,0
Skullcandy S2TTCB-047,,In Ear,In Ear,20 Hz - 20 kHz,No,No,Closed,Black / Silver,0
Sony XBA-4iP,,https://cdna.pcpartpicker.com/static/forever/images/product/c2307e1dda1329d47c15c37224bcadd5.256p.jpg,In Ear,3 Hz - 28 kHz,No,No,Closed,Black,0
Klipsch Mode M40,,Circumaural,Circumaural,20 Hz - 20 kHz,No,No,Closed,Black / Red,0
Koss KSC17,,https://cdna.pcpartpicker.com/static/forever/images/product/fbc1e186e541a9bb3c3cd0a93b356b39.256p.jpg,Supra-aural,40 Hz - 20 kHz,No,No,Closed,Black / Silver,0
Polk UltraFit 500,,In Ear,In Ear,18 Hz - 23 kHz,No,No,Closed,White,0
Polk UltraFit 1000,,In Ear,In Ear,18 Hz - 23 kHz,No,No,Closed,White,0
Polk UltraFit 2000,,Supra-aural,Supra-aural,20 Hz - 23 kHz,No,No,Closed,Black / Red,0
Polk UltraFit 3000,,Earbud,Earbud,8 Hz - 24 kHz,No,No,Closed,Black / Red,0
Rosewill RS-OW813-BK,,Circumaural,Circumaural,5 Hz - 25 kHz,No,No,Closed,Black / Silver,0
Sennheiser AMPERIOR-BLU,,https://cdna.pcpartpicker.com/static/forever/images/product/73a328fa2c7aaacb76c7683c80e56d6d.256p.jpg,Supra-aural,16 Hz - 22 kHz,No,No,Closed,Black / Blue,0
Sennheiser CX175,,In Ear,In Ear,17 Hz - 23 kHz,No,No,Closed,Black / Silver,0
Sony MDREX58V/BQ,,In Ear,In Ear,5 Hz - 23 kHz,No,No,Closed,Black,0
Adesso Xtream H3B,,Circumaural,Circumaural,false,No,No,Closed,Black / Gray,0
SteelSeries H,,Circumaural,Circumaural,20 Hz - 20 kHz,Yes,Yes,Closed,Black / Orange,4.5
Creative Labs Aurvana Live! 2,,Circumaural,Circumaural,10 Hz - 30 kHz,Yes,No,Closed,Black / Silver,0
ROCCAT Kave XTD 5.1 Premium,,Circumaural,Circumaural,20 Hz - 20 kHz,Yes,No,Closed,Black / Blue,4
BitFenix Flo,,https://cdna.pcpartpicker.com/static/forever/images/product/d5334973ff23d95ff5de9d24f9bcabfc.med.256p.jpg,Circumaural,20 Hz - 20 kHz,Yes,No,Closed,Black / Blue,0
Plantronics GameCom 780,,Circumaural,Circumaural,true,Yes,No,Closed,Black / Red,4
GAMDIAS HEPHAESTUS,,Circumaural,Circumaural,20 Hz - 20 kHz,Yes,No,Closed,White / Gray,3
GAMDIAS EROS,,Circumaural,Circumaural,20 Hz - 20 kHz,Yes,No,Closed,Black / Red,0
Bose Ae2i,,https://cdna.pcpartpicker.com/static/forever/images/product/893df0ad075cb67018c6a1be08741590.256p.jpg,Circumaural,true,Yes,No,Closed,Black / Silver,0
Koss QZPRO,88.88,Circumaural,Circumaural,40 Hz - 20 kHz,No,No,Closed,Black / Silver,0
Philips SHL3100BLK,,Circumaural,Circumaural,18 Hz - 20 kHz,No,No,Closed,Black / Red,0
Philips SHL5305RD/28,,Supra-aural,Supra-aural,18 kHz - 21.6 kHz,Yes,No,Closed,Black / Red,0
Philips SHL5305TL/28,,Supra-aural,Supra-aural,18 kHz - 21.6 kHz,Yes,No,Closed,Black / Green,0
Philips SHL5305WT/28,,Supra-aural,Supra-aural,18 kHz - 21.6 kHz,No,No,Closed,Black / White,0
Philips SHO9207,,https://cdna.pcpartpicker.com/static/forever/images/product/56ec62d0d0c03b31fba1f3d9a0ed2edf.256p.jpg,Circumaural,12 Hz - 24 kHz,No,No,Closed,Black / Red,0
Razer RZ12-01110100-R3U1,,Circumaural,Circumaural,20 Hz - 20 kHz,No,No,Closed,Black / Silver,0
Sennheiser HD335S,,Circumaural,Circumaural,14 Hz - 20 kHz,No,No,Closed,Black / Silver,0
V-MODA CROSSFADE M-100 BLACK,,https://cdna.pcpartpicker.com/static/forever/images/product/67d98d9f65e87f527dc544686126715c.256p.jpg,Circumaural,5 Hz - 30 kHz,No,No,Closed,Black,4.5
V-MODA CROSSFADE M-100 SILVER,,Circumaural,Circumaural,5 Hz - 30 kHz,No,No,Closed,Silver,3
V-MODA CROSSFADE M-80 SHADOW,,Supra-aural,Supra-aural,5 Hz - 30 kHz,No,No,Closed,Black,4
V-MODA CROSSFADE M-80,,Supra-aural,Supra-aural,5 Hz - 30 kHz,No,No,Closed,Black / Silver,0
Ozone Gaming OZONDA3HX,,Circumaural,Circumaural,20 Hz - 20 kHz,Yes,No,Closed,Black / Red,0
Ozone Gaming OZONDAST,,Circumaural,Circumaural,20 Hz - 20 kHz,Yes,No,Closed,Black / Red,0
Ozone Gaming OZRAGESTR,,Circumaural,Circumaural,20 Hz - 20 kHz,Yes,No,Closed,Black / Red,0
Ozone Gaming OZRAGESTW,,Circumaural,Circumaural,20 Hz - 20 kHz,Yes,No,Closed,Black / White,0
Ozone Gaming OZRAGESTY,,Circumaural,Circumaural,20 Hz - 20 kHz,Yes,No,Closed,Black / Yellow,0
Ozone Gaming OZSPARK,,Circumaural,Circumaural,20 Hz - 20 kHz,Yes,No,Closed,Black / Red,0
Sennheiser HD 8 DJ,,Circumaural,Circumaural,8 Hz - 30 kHz,No,No,Closed,Black / Blue,5
Audio-Technica ATH-ADG1,,Circumaural,Circumaural,5 Hz - 30 kHz,Yes,No,Open,Black / Red,4.5
Razer Chimaera,,Circumaural,Circumaural,20 Hz - 20 kHz,Yes,Yes,Closed,Black / Green,0
Razer Kraken Neon,,Circumaural,Circumaural,20 Hz - 20 kHz,No,No,Closed,Black / Green,0
Razer Kraken E-Panda,,Circumaural,Circumaural,20 Hz - 20 kHz,No,No,Closed,Black / Gold,0
Corsair Raptor LH2,,Supra-aural,Supra-aural,20 Hz - 20 kHz,Yes,No,Closed,Black / Silver,0
Corsair H2100,,Circumaural,Circumaural,20 Hz - 20 kHz,Yes,Yes,Closed,Black / Yellow,4.5
Corsair H1500,,Circumaural,Circumaural,20 Hz - 20 kHz,Yes,No,Closed,Black / Yellow,4.5
Cooler Master Ceres 300,,https://cdna.pcpartpicker.com/static/forever/images/product/2c4fc9e055e883ecedb83b673a1e3570.256p.jpg,Circumaural,20 Hz - 20 kHz,Yes,No,Semi-open,Black / White,0
Audio-Technica ATH-CHX5ISBK,21.91,Earbud,Earbud,20 Hz - 22 kHz,Yes,No,Closed,Black,0
Audio-Technica ATH-CHX5ISBL,32.38,Earbud,Earbud,20 Hz - 22 kHz,Yes,No,Closed,Blue,0
Audio-Technica ATH-CHX5ISRD,,https://cdna.pcpartpicker.com/static/forever/images/product/945fcba4b81f4b55494ca7ebd049fb20.med.256p.jpg,Earbud,20 Hz - 22 kHz,Yes,No,Closed,Red,0
Audio-Technica ATH-CHX5ISWH,,https://cdna.pcpartpicker.com/static/forever/images/product/6631356d2d52e85b657e1d3a63cbcd31.256p.jpg,Earbud,20 Hz - 22 kHz,Yes,No,Closed,White,0
Audio-Technica ATH-CHX7ISBK,,Earbud,Earbud,15 Hz - 22 kHz,Yes,No,Closed,Black,0
Audio-Technica ATH-CHX7ISRD,,Earbud,Earbud,15 Hz - 22 kHz,Yes,No,Closed,Red,0
Audio-Technica ATH-CHX7ISWH,,Earbud,Earbud,15 Hz - 22 kHz,Yes,No,Closed,White,0
Audio-Technica ATH-CKP200ISBK,,Earbud,Earbud,20 Hz - 23 kHz,Yes,No,Closed,Black,0
Audio-Technica ATH-CKP200ISBL,,Earbud,Earbud,20 Hz - 23 kHz,Yes,No,Closed,Blue,0
Audio-Technica ATH-CKP200ISRD,,Earbud,Earbud,20 Hz - 23 kHz,Yes,No,Closed,Red,0
Audio-Technica ATH-CKR10,,https://cdna.pcpartpicker.com/static/forever/images/product/dc39d6f502bd91f9c85024d3dbc5d41d.256p.jpg,In Ear,5 Hz - 40 kHz,No,No,Closed,Black / Silver,0
Audio-Technica ATH-CKR3ISBK,,In Ear,In Ear,5 Hz - 24 kHz,Yes,No,Closed,Black,0
Audio-Technica ATH-CKR3ISBL,,In Ear,In Ear,5 Hz - 24 kHz,Yes,No,Closed,Blue,0
Audio-Technica ATH-CKR3ISRD,,In Ear,In Ear,5 Hz - 24 kHz,Yes,No,Closed,Red,0
Audio-Technica ATH-CKR3ISWH,,In Ear,In Ear,5 Hz - 24 kHz,Yes,No,Closed,White,0
